"EXPERIMENT","EVENNESS_CONTROL","RATIO","EXTRACTED_RESOURCES","MODEL","SPECIES","INTERACTIONS","COMPLEXITY","CLONES","GRIDS","RESOURCES","SITES","OBSTACLES","DIFFICULTY","CAPTURES_TOTAL","CAPTURES_BEST_CASE","CAPTURES_MEAN","TOT_FITNESS_MEAN","RATE_COMMUNICATION","RATE_MOTION","RES_E2C_STEPS_MEAN","NUM_DETECTORS","NUM_EXTRACTORS","NUM_TRANSPORTERS","SIGNAL_SENT","SIGNAL_RECEIVED"
1160,"m","3:2:1","f","a","s","b",3,8,625,93,12,78,"r",13469,0.612903225806452,0.282867096774194,557.066805,1397.435546,7977.583984,967.443314,12,8,4,273736,182327
1161,"m","3:2:1","f","a","s","b",3,8,625,93,12,78,"d",21,0.021505376344086,0.000441021505376344,488.851092,705.060546,6140.5,1316.238095,12,8,4,61215,51665
1162,"m","3:2:1","f","a","s","b",3,8,225,33,4,28,"r",35,0.121212121212121,0.00207148484848485,180.829122,342.076171,2221.863281,317.828571,12,8,4,41198,23873
1163,"m","3:2:1","f","a","s","b",3,8,225,11,4,28,"r",2113,1,0.375177545454545,40.518221,538.53125,3852.693359,285.154283,12,8,4,166059,50907
1164,"m","3:2:1","f","a","s","b",3,8,225,11,4,28,"d",14,0.0909090909090909,0.00248572727272727,81.571666,291.708984,3060.679687,535.428571,12,8,4,42700,27370
1165,"m","3:2:1","f","a","s","b",3,8,625,31,12,78,"d",42,0.0645161290322581,0.00264616129032258,348.858524,1510.296875,8222.814453,1364.023809,12,8,4,94852,79640
1166,"m","3:2:1","f","a","s","b",3,8,225,33,4,28,"r",4593,0.696969696969697,0.271839484848485,164.391024,439.193359,3489.730468,345.695406,12,8,4,105521,39979
1167,"m","3:2:1","f","a","s","b",3,8,225,11,4,28,"d",20,0.181818181818182,0.00355109090909091,46.917103,268.36914,3596.669921,633.8,12,8,4,54684,30660
1168,"m","3:2:1","f","a","s","b",3,8,625,31,12,78,"r",4880,0.838709677419355,0.30745964516129,309.859444,767.339843,9487.779296,885.52418,12,8,4,183184,112381
1169,"m","3:2:1","f","a","s","b",3,8,625,31,12,78,"r",7175,0.967741935483871,0.452053903225806,354.188866,1011.583984,9817.345703,869.116376,12,8,4,165603,110963
1170,"m","3:2:1","f","a","s","b",3,8,625,31,12,78,"d",15,0.032258064516129,0.000945032258064516,302.70605,836.568359,6645.966796,1223.2,12,8,4,68946,60842
1171,"m","3:2:1","f","a","s","b",3,8,225,11,4,28,"d",42,0.181818181818182,0.00745736363636364,109.418657,656.865234,3068.625,492.666666,12,8,4,50186,43793
1172,"m","3:2:1","f","a","s","b",3,8,225,33,4,28,"r",2225,0.727272727272727,0.13168796969697,67.503649,404.519531,3625.623046,306.808089,12,8,4,86161,44160
1173,"m","3:2:1","f","a","s","b",3,8,225,33,4,28,"d",6,0.0303030303030303,0.000355090909090909,142.168351,538.199218,3828.179687,460,12,8,4,54306,37717
1174,"m","3:2:1","f","a","s","b",3,8,625,31,12,78,"r",7554,0.967741935483871,0.475932451612903,258.092359,828.599609,9243.734375,762.254699,12,8,4,206523,117615
1175,"m","3:2:1","f","a","s","b",3,8,625,93,12,78,"r",16901,0.741935483870968,0.354943709677419,474.1411,1298.285156,8977.626953,891.670729,12,8,4,300300,180024
1176,"m","3:2:1","f","a","s","b",3,8,625,93,12,78,"d",23,0.010752688172043,0.000483021505376344,332.143718,1839.839843,8676.90039,1278.043478,12,8,4,236325,154397
1177,"m","3:2:1","f","a","s","b",3,8,225,11,4,28,"d",933,0.545454545454545,0.165660454545455,126.814504,432.646484,3484.652343,479.860664,12,8,4,107470,39040
1178,"m","3:2:1","f","a","s","b",3,8,625,93,12,78,"d",40,0.010752688172043,0.000840043010752688,412.811871,1143.460937,6517.458984,1358.3,12,8,4,137765,87848
1179,"m","3:2:1","f","a","s","b",3,8,625,93,12,78,"r",15898,0.67741935483871,0.333879365591398,542.771463,920.695312,8169.285156,918.147125,12,8,4,203177,132134
1180,"m","3:2:1","f","a","s","b",3,8,225,11,4,28,"r",2788,1,0.495028363636364,68.865467,465.207031,3674.330078,305.69835,12,8,4,116984,63103
1181,"m","3:2:1","f","a","s","b",3,8,625,31,12,78,"r",7121,0.935483870967742,0.448651709677419,366.333971,1736.726562,10635.207031,904.523662,12,8,4,266944,207886
1182,"m","3:2:1","f","a","s","b",3,8,625,31,12,78,"r",8621,1,0.543157741935484,263.760977,1743.08789,9430.435546,750.252986,12,8,4,571025,153468
1183,"m","3:2:1","f","a","s","b",3,8,625,93,12,78,"r",14681,0.623655913978495,0.308320731182796,525.403979,1071.730468,7543.220703,935.202029,12,8,4,235682,102528
1184,"m","3:2:1","f","a","s","b",3,8,225,11,4,28,"r",1224,1,0.217329454545455,40.568345,235.544921,4265.207031,302.968954,12,8,4,58149,27575
1185,"m","3:2:1","f","a","s","b",3,8,225,33,4,28,"r",4121,0.727272727272727,0.243903878787879,122.557124,474.818359,3581.24414,326.976947,12,8,4,124730,48500
1186,"m","3:2:1","f","a","s","b",3,8,225,11,4,28,"d",21,0.0909090909090909,0.00372863636363636,52.577802,380.027343,2793.822265,534.095238,12,8,4,42901,27843
1187,"m","3:2:1","f","a","s","b",3,8,225,33,4,28,"d",4,0.0303030303030303,0.000236727272727273,164.040394,356.160156,3434.330078,442,12,8,4,28538,23784
1188,"m","3:2:1","f","a","s","b",3,8,225,33,4,28,"r",5370,0.757575757575758,0.317826696969697,170.898978,463.21289,2891.046875,319.936312,12,8,4,110951,45516
1189,"m","3:2:1","f","a","s","b",3,8,625,31,12,78,"d",690,0.225806451612903,0.0434727741935484,287.797097,1452.548828,7637.710937,1200.526086,12,8,4,278637,150595
1190,"m","3:2:1","f","a","s","b",3,8,625,93,12,78,"d",4,0.010752688172043,8.4e-05,478.266737,1370.505859,6668.851562,1298,12,8,4,152099,114295
1191,"m","3:2:1","f","a","s","b",3,8,625,31,12,78,"r",3201,0.870967741935484,0.201675903225806,235.628909,837.777343,9873.603515,799.929709,12,8,4,247698,97476
1192,"m","3:2:1","f","a","s","b",3,8,625,31,12,78,"d",361,0.161290322580645,0.0227444516129032,166.295204,1878.90625,11681.232421,1303.603878,12,8,4,361028,140563
1193,"m","3:2:1","f","a","s","b",3,8,625,93,12,78,"d",2100,0.225806451612903,0.0441028172043011,318.377335,1467.642578,8153.914062,882.239047,12,8,4,295492,122697
1194,"m","3:2:1","f","a","s","b",3,8,625,93,12,78,"r",12962,0.655913978494624,0.272219419354839,401.481029,1327.660156,8958.794921,981.659388,12,8,4,299030,131541
1195,"m","3:2:1","f","a","s","b",3,8,625,31,12,78,"r",4757,0.838709677419355,0.299710161290323,305.816398,1086.90039,9189.472656,903.841076,12,8,4,313938,129288
1196,"m","3:2:1","f","a","s","b",3,8,225,11,4,28,"r",2081,1,0.369495727272727,86.22018,495.957031,3573.505859,338.46468,12,8,4,102442,45571
1197,"m","3:2:1","f","a","s","b",3,8,225,33,4,28,"d",9,0.0909090909090909,0.000532666666666667,169.371548,397.318359,3160.828125,331.222222,12,8,4,32768,25181
1198,"m","3:2:1","f","a","s","b",3,8,625,93,12,78,"r",18127,0.752688172043011,0.38069135483871,479.783685,1136.910156,9484.394531,877.060903,12,8,4,268041,145142
1199,"m","3:2:1","f","a","s","b",3,8,625,93,12,78,"d",3,0.010752688172043,6.3e-05,386.835808,1399.626953,7554.513671,1649,12,8,4,173347,131339
1200,"m","3:2:1","f","a","s","b",3,8,625,93,12,78,"d",5,0.010752688172043,0.000105,456.38844,1187.128906,10048.703125,1292.2,12,8,4,95444,87231
1201,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"r",7716,0.838709677419355,0.486139096774194,150.299196,463.048828,16260.125,446.375,8,8,8,89168,64909
1202,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"d",5521,0.696969696969697,0.326763727272727,72.160598,365.15039,6076.353515,230,8,8,8,65976,19692
1203,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"r",2776,0.909090909090909,0.492897636363636,32.689335,160.390625,5367.490234,340.25,8,8,8,38629,22085
1204,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"r",7700,0.903225806451613,0.485131032258064,126.491351,414.507812,17905.597656,573.90909,8,8,8,89489,54317
1205,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"d",1958,0.354838709677419,0.123361870967742,296.082509,317.451171,11507.728515,900.375,8,8,8,124565,30442
1206,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"r",17273,0.645161290322581,0.362756215053763,352.856583,501.042968,12311.474609,258,8,8,8,90649,62035
1207,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"d",3588,0.612903225806452,0.226058451612903,257.61633,416.267578,11151.564453,498.874999,8,8,8,136792,28418
1208,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"d",2958,0.516129032258065,0.186365903225806,271.985787,398.390625,13135.460937,559.533333,8,8,8,111425,57164
1209,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"r",6274,0.727272727272727,0.371330484848485,77.321747,196.101562,3913.416015,657,8,8,8,42482,25172
1210,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"r",2734,0.909090909090909,0.485440272727273,32.834759,168.943359,5784.265625,161.545454,8,8,8,40248,22634
1211,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"d",11971,0.602150537634409,0.251407086021505,285.232138,675.548828,12844.669921,505.5,8,8,8,137323,83071
1212,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"r",19385,0.688172043010753,0.407111053763441,319.017467,593.507812,14419.263671,1489.5,8,8,8,102626,63455
1213,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"d",11,0.151515151515152,0.000651030303030303,112.850591,23.24414,1685.960937,NA,8,8,8,8569,1618
1214,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"r",2455,0.818181818181818,0.435901909090909,42.696737,181.43164,5021.402343,208,8,8,8,43382,20419
1215,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"d",8197,0.408602150537634,0.172148010752688,315.887163,675.082031,13786.826171,439.5,8,8,8,176719,92162
1216,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"d",39,0.021505376344086,0.000819043010752688,322.638693,86.800781,5142.027343,1281,8,8,8,29379,8691
1217,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"r",5709,0.666666666666667,0.337890606060606,99.047096,177.154296,5732.53125,232.818181,8,8,8,47351,19924
1218,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"d",484,0.363636363636364,0.0859374545454546,72.886892,110.794921,3764.384765,NA,8,8,8,43957,8336
1219,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"d",7980,0.365591397849462,0.167590720430108,262.500299,346.013671,17840.693359,1210,8,8,8,82917,23361
1220,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"d",3882,0.580645161290323,0.24458164516129,280.675749,337.671875,11738.980468,681.5,8,8,8,110610,35471
1221,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"r",17458,0.698924731182796,0.366641462365591,348.667384,666.738281,13791.287109,571.4,8,8,8,149411,88574
1222,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"r",2256,0.909090909090909,0.400568181818182,38.865144,236.65625,5868.808593,256.7,8,8,8,64253,29631
1223,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"r",7505,0.806451612903226,0.472845258064516,148.558971,527.634765,15828.929687,531.75,8,8,8,88994,66979
1224,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"r",15091,0.634408602150538,0.316931279569892,332.864474,528.380859,12265.919921,1099.5,8,8,8,107282,74989
1225,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"d",35,0.181818181818182,0.00621445454545455,108.884114,21.800781,3031.787109,402,8,8,8,7343,1635
1226,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"d",3203,0.483870967741935,0.201801903225806,274.627875,470.013671,12814.158203,1001.70347,8,8,8,122837,42097
1227,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"d",34,0.0909090909090909,0.00201230303030303,125.668646,40.748046,1988.255859,651,8,8,8,17094,3084
1228,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"r",6545,0.696969696969697,0.387369787878788,85.363099,286.365234,4317.958984,111.571428,8,8,8,53874,38619
1229,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"d",1897,0.727272727272727,0.336825272727273,83.047408,40.130859,3544.279296,341,8,8,8,11203,2836
1230,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"r",7062,0.806451612903226,0.444934451612903,167.898894,437.300781,12752.484375,733.333333,8,8,8,89465,60848
1231,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"r",6667,0.727272727272727,0.394590424242424,93.566211,217.134765,4646.785156,304.545454,8,8,8,40371,30201
1232,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"d",7301,0.365591397849462,0.153330806451613,330.210825,727.455078,12306.265625,413.2,8,8,8,159611,89434
1233,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"r",18590,0.709677419354839,0.390414978494624,322.065395,625.322265,13953.80664,497.559999,8,8,8,136769,81140
1234,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"d",4138,0.645161290322581,0.260710677419355,242.247603,576.761718,15345.65039,1342.666666,8,8,8,232584,40473
1235,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"r",7725,0.903225806451613,0.486706129032258,144.208629,303.988281,12247.279296,515.772727,8,8,8,62209,38917
1236,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"r",2609,0.818181818181818,0.463245727272727,41.907341,196.945312,4849.320312,92.5,8,8,8,49532,18992
1237,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"r",19357,0.666666666666667,0.406523010752688,315.957343,752.041015,14435.974609,777.25,8,8,8,127359,65948
1238,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"r",2745,1,0.487393454545455,31.307098,264.074218,5031.939453,177.363636,8,8,8,54079,34723
1239,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"d",1974,0.333333333333333,0.116832363636364,91.004667,90.947265,3315.773437,382,8,8,8,28359,8470
1240,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"r",7983,0.903225806451613,0.502961161290323,157.776909,365.560546,15811.544921,639.222222,8,8,8,69008,48160
1241,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"d",817,0.151515151515152,0.0483546363636364,132.501724,36.816406,4055.291015,NA,8,8,8,12192,3214
1242,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"r",2047,0.727272727272727,0.363458727272727,53.256319,28.974609,4479.1875,502.666666,8,8,8,7859,2003
1243,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"d",10165,0.56989247311828,0.213478655913979,228.786016,668.082031,13953.507812,39.666666,8,8,8,154061,76070
1244,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"r",18175,0.634408602150538,0.381699419354839,341.071677,891.390625,12960.710937,430,8,8,8,153230,89303
1245,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"r",2833,0.909090909090909,0.503018454545455,31.526572,312.121093,4455.738281,105.555555,8,8,8,63220,27131
1246,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"d",1779,0.818181818181818,0.315873545454545,81.093841,154.894531,4317.560546,467.75,8,8,8,55553,14025
1247,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"r",17614,0.645161290322581,0.369917666666667,352.683981,942.080078,15308.740234,760.8,8,8,8,249757,82071
1248,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"d",1521,0.636363636363636,0.270063909090909,108.695394,15.933593,4203.113281,73,8,8,8,4511,947
1249,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"r",2894,0.909090909090909,0.513849363636364,29.138878,345.302734,5641.541015,200.5,8,8,8,61534,34492
1250,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"r",6474,0.727272727272727,0.383167606060606,59.001765,223.783203,5552.730468,297.76923,8,8,8,41847,27457
1251,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"d",1587,0.545454545454545,0.281782636363636,43.902006,89.794921,4483.107421,426,8,8,8,28403,11713
1252,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"d",92,0.272727272727273,0.0163351818181818,114.205725,52.634765,2378.703125,522,8,8,8,20003,4390
1253,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"d",1736,0.242424242424242,0.102746212121212,132.482521,122.867187,3594.980468,NA,8,8,8,48254,9860
1254,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"r",17309,0.655913978494624,0.363512258064516,343.024956,562.373046,11813.125,561.071428,8,8,8,104793,69904
1255,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"r",6530,0.757575757575758,0.386482,90.867731,198.61914,3829.78125,124.333333,8,8,8,39776,27685
1256,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"r",8093,0.838709677419355,0.509891612903226,111.320866,1128.53125,15149.066406,424.230769,8,8,8,282178,148008
1257,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"r",7783,0.741935483870968,0.49036035483871,105.479311,594.052734,11375.984375,399.3125,8,8,8,93901,68865
1258,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"d",3,0.0303030303030303,0.000177545454545455,137.662708,49.910156,1475.347656,NA,8,8,8,22550,1898
1259,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"r",2805,0.909090909090909,0.498046818181818,34.341917,276.232421,5051.8125,184.333333,8,8,8,46495,35104
1260,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"d",5074,0.774193548387097,0.319682451612903,198.340482,1344.826171,15003.189453,361,8,8,8,265526,130252
1261,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"r",5666,0.727272727272727,0.335345636363636,84.119096,184.060546,4871.373046,162.4,8,8,8,38493,24976
1262,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"d",13328,0.655913978494624,0.279905913978495,254.757359,1517.927734,15239.65625,511.75,8,8,8,362026,179500
1263,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"r",17473,0.688172043010753,0.366956483870968,290.696102,665.601562,13893.892578,732.571428,8,8,8,112342,78794
1264,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"d",6545,0.440860215053763,0.137453795698925,324.88262,1544.478515,12324.783203,590.6,8,8,8,391194,194438
1265,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"r",5886,0.696969696969697,0.348366454545455,83.914114,214.611328,4443.103515,122.666666,8,8,8,44093,19714
1266,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"d",2686,0.303030303030303,0.158972515151515,132.729697,183.941406,4867.789062,450.5,8,8,8,36513,21573
1267,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"d",2,0.0303030303030303,0.000118363636363636,130.080828,16.988281,1529.361328,NA,8,8,8,6447,1287
1268,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"r",7634,0.774193548387097,0.480972774193548,134.311258,360.628906,14005.958984,277.421052,8,8,8,70059,49457
1269,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"r",2720,0.818181818181818,0.482954454545455,50.542446,285.175781,4835.242187,108.624999,8,8,8,55930,35964
1270,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"d",10,0.0909090909090909,0.00177554545454545,94.389368,28.951171,1620.810546,561,8,8,8,10826,2637
1271,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"r",6826,0.727272727272727,0.404000939393939,84.701315,212.347656,4297.773437,339.2,8,8,8,44243,31209
1272,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"d",5610,0.344086021505376,0.117817537634409,367.91335,454.013671,12138.195312,17,8,8,8,119501,62490
1273,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"r",6843,0.741935483870968,0.431136580645161,172.936404,479.677734,14260.796875,654,8,8,8,101917,56517
1274,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"d",16,0.151515151515152,0.000946969696969697,136.997219,33.705078,1993.384765,NA,8,8,8,12499,3244
1275,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"r",2946,0.818181818181818,0.523082363636364,28.241583,344.8125,4361.054687,256,8,8,8,62747,36858
1276,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"d",989,0.545454545454545,0.175603636363636,60.19158,119.664062,4565.572265,431.666666,8,8,8,31348,12817
1277,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"r",7061,0.727272727272727,0.417909545454545,89.385404,357.232421,4533.421875,224.428571,8,8,8,98492,46877
1278,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"r",18916,0.698924731182796,0.397261419354839,274.928202,653.02539,13803.759765,965.333333,8,8,8,147542,90911
1279,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"d",4644,0.67741935483871,0.292590709677419,271.642949,874.326171,14758.90625,62,8,8,8,161379,95553
1280,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"d",1766,0.333333333333333,0.104521757575758,143.394664,130.835937,3759.851562,NA,8,8,8,27380,15406
1281,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"d",4098,0.247311827956989,0.0860635053763441,330.32637,468.154296,12098.759765,937.5,8,8,8,121879,58250
1282,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"d",3904,0.545454545454545,0.231060606060606,117.617304,633.160156,5431.28125,428,8,8,8,123730,66937
1283,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"d",3722,0.612903225806452,0.234501,231.684515,473.46289,13964.785156,NA,8,8,8,157439,46059
1284,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"r",6555,0.774193548387097,0.412991419354839,191.231092,582.357421,13431.742187,648.833333,8,8,8,101600,53438
1285,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"d",6992,0.408602150537634,0.146841397849462,329.133167,373.125,12780.023437,46,8,8,8,80301,34092
1286,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"d",11586,0.494623655913978,0.243321569892473,195.454388,1080.970703,9942.0625,390.285714,8,8,8,290939,109135
1287,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"r",15727,0.602150537634409,0.330288129032258,363.912739,558.294921,8737.597656,639.833333,8,8,8,87098,66012
1288,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"d",6639,0.774193548387097,0.418283741935484,192.856833,2034.158203,12188.001953,614.555555,8,8,8,505885,165404
1289,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"d",4229,0.580645161290323,0.266444032258065,259.360241,572.138671,15136.910156,737,8,8,8,167364,35695
1290,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"r",1962,0.727272727272727,0.348366454545455,59.132453,20.050781,3358.240234,142,8,8,8,6102,1224
1291,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"d",1172,0.454545454545455,0.208096545454545,66.046983,30.492187,3200.404296,466,8,8,8,7536,3613
1292,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"r",2646,0.818181818181818,0.469815272727273,35.289515,182.773437,4554.71289,198.333333,8,8,8,43820,23897
1293,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"d",5256,0.741935483870968,0.331149193548387,253.571229,546.33789,12664.02539,727.428571,8,8,8,86564,71762
1294,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"r",17730,0.67741935483871,0.372353827956989,295.85228,614.167968,14228.658203,659.166666,8,8,8,116419,69219
1295,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"d",756,0.545454545454545,0.134232909090909,85.617428,133.789062,4393.666015,413.888888,8,8,8,39491,17452
1296,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"d",4542,0.225806451612903,0.0953880967741935,243.358285,284.439453,13920.732421,NA,8,8,8,63285,35731
1297,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"r",6792,0.806451612903226,0.42792335483871,171.569543,663.707031,13290.179687,248.1,8,8,8,125804,88935
1298,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"r",2800,0.909090909090909,0.497159090909091,34.126104,216.853515,4946.380859,134.2,8,8,8,44621,20196
1299,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"r",7649,0.838709677419355,0.481917838709677,142.227016,749.375,11910.675781,140.8,8,8,8,113181,73059
1300,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"r",19305,0.67741935483871,0.405430946236559,246.140366,1616.390625,11988.904296,493.066666,8,8,8,299603,201131
1301,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"d",1407,0.727272727272727,0.249822363636364,62.252517,90.658203,4907.792968,426,8,8,8,27766,10286
1302,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"d",4432,0.741935483870968,0.279233870967742,276.399375,807.9375,12613.613281,513.818181,8,8,8,254344,77511
1303,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"d",867,0.545454545454545,0.153941727272727,54.823717,132.449218,3981.632812,539.272727,8,8,8,44863,11239
1304,"m","1:1:1","p","a","s","b",3,8,225,11,4,28,"d",1668,0.636363636363636,0.296164727272727,111.651042,203.083984,3574.646484,390.4,8,8,8,48957,19284
1305,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"r",5907,0.757575757575758,0.349609363636364,82.358544,269.673828,4326.566406,287.375,8,8,8,62815,35688
1306,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"r",7819,0.935483870967742,0.492628516129032,164.633017,441.289062,12665.076171,573.571428,8,8,8,100996,64174
1307,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"r",6177,0.727272727272727,0.365589484848485,72.278461,230.041015,4385.492187,258.8,8,8,8,41299,26901
1308,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"d",853,0.151515151515152,0.050485303030303,129.450183,132.488281,3125.130859,NA,8,8,8,56812,7721
1309,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"r",7046,0.727272727272727,0.417021757575758,70.472459,324.693359,3767.621093,349.5,8,8,8,72084,42859
1310,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"d",5375,0.268817204301075,0.112882215053763,241.248178,1080.644531,14463.289062,123.333333,8,8,8,316067,141527
1311,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"d",4235,0.580645161290323,0.266822064516129,272.269897,261.113281,14360.527343,2052,8,8,8,70026,24683
1312,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"r",19969,0.67741935483871,0.419375838709677,321.127752,540.742187,9720.273437,594,8,8,8,74486,59889
1313,"m","1:1:1","p","a","s","b",3,8,625,93,12,78,"d",10864,0.494623655913978,0.228158602150538,334.196488,335.634765,6387.833984,203.111111,8,8,8,73014,46504
1314,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"d",5042,0.666666666666667,0.298413818181818,70.859723,302.486328,5496.578125,349,8,8,8,61905,32464
1315,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"r",7509,0.838709677419355,0.473097258064516,195.855032,594.142578,9864.814453,253.714285,8,8,8,146141,89234
1316,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"r",5468,0.727272727272727,0.323626878787879,88.007436,342.603515,4502.763671,347,8,8,8,69730,42037
1317,"m","1:1:1","p","a","s","b",3,8,625,31,12,78,"d",3293,0.548387096774194,0.207472258064516,287.619017,282.4375,11983.761718,774,8,8,8,78832,37216
1318,"m","1:1:1","p","a","s","b",3,8,225,33,4,28,"d",7,0.0909090909090909,0.000414272727272727,127.337243,46.382812,2700.533203,744,8,8,8,10647,4668
