"EXPERIMENT","EVENNESS_CONTROL","RATIO","EXTRACTED_RESOURCES","MODEL","SPECIES","INTERACTIONS","COMPLEXITY","CLONES","GRIDS","RESOURCES","SITES","OBSTACLES","DIFFICULTY","CAPTURES_TOTAL","CAPTURES_BEST_CASE","CAPTURES_MEAN","TOT_FITNESS_MEAN","RATE_COMMUNICATION","RATE_MOTION","RES_E2C_STEPS_MEAN","NUM_DETECTORS","NUM_EXTRACTORS","NUM_TRANSPORTERS","SIGNAL_SENT","SIGNAL_RECEIVED"
2887,"m","1:3:2","f","a","s","t",3,8,225,33,4,28,"r",10361,1,0.613222060606061,56.463447,32.818359,6432.929687,311.183573,4,12,8,9432,2762
2888,"m","1:3:2","f","a","s","t",3,8,225,33,4,28,"r",11180,1,0.661695060606061,37.823718,27.099609,6474.154296,280.884883,4,12,8,6105,2726
2889,"m","1:3:2","f","a","s","t",3,8,225,33,4,28,"d",1890,0.272727272727273,0.111860787878788,23.10825,40.910156,5283.384765,547.160317,4,12,8,13634,3251
2890,"m","1:3:2","f","a","s","t",3,8,225,33,4,28,"d",476,0.121212121212121,0.0281723333333333,32.278248,36.662109,3427.40625,667.558823,4,12,8,10804,3974
2891,"m","1:3:2","f","a","s","t",3,8,225,11,4,28,"d",2625,1,0.466086636363636,21.355349,40.65039,5278.292968,478.082666,4,12,8,13059,4424
2892,"m","1:3:2","f","a","s","t",3,8,225,11,4,28,"r",3911,1,0.694424636363636,18.879112,31.232421,6186.90039,249.511122,4,12,8,9039,3360
2893,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"r",31306,0.978494623655914,0.657468075268817,127.549625,96.765625,19206.24414,899.698811,4,12,8,35874,7759
2894,"m","1:3:2","f","a","s","t",3,8,225,11,4,28,"r",3872,1,0.687499909090909,20.68552,19.873046,6008.042968,260.147469,4,12,8,7808,1355
2895,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"r",10937,1,0.689075096774194,76.556869,2224.769531,15859.347656,701.168419,4,12,8,866975,215965
2896,"m","1:3:2","f","a","s","t",3,8,225,11,4,28,"d",2028,0.909090909090909,0.360085181818182,20.854734,28.84375,5362.451171,399.048816,4,12,8,8520,2942
2897,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"r",11144,1,0.702116903225806,53.741603,1185.658203,16277.828125,739.686916,4,12,8,344241,127505
2898,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"r",11036,1,0.695312483870968,25.779363,1124.986328,18518.496093,692.566962,4,12,8,219238,107055
2899,"m","1:3:2","f","a","s","t",3,8,225,33,4,28,"r",10128,0.96969696969697,0.599431818181818,55.206793,23.251953,6637.001953,298.473538,4,12,8,6852,2210
2900,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"r",11282,1,0.710811483870968,70.775212,350.064453,17399.804687,724.489718,4,12,8,90385,49020
2901,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"r",11151,1,0.702557935483871,52.408845,80.396484,16047.142578,687.241503,4,12,8,34287,4353
2902,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"r",10713,1,0.674962193548387,23.424539,78.958984,18956.912109,714.830673,4,12,8,24412,8424
2903,"m","1:3:2","f","a","s","t",3,8,225,33,4,28,"d",3971,0.454545454545455,0.23502603030303,41.635142,71.003906,5079.71289,326.271719,4,12,8,22995,8291
2904,"m","1:3:2","f","a","s","t",3,8,225,33,4,28,"d",1517,0.242424242424242,0.0897845454545455,44.603772,14.007812,5479.410156,421.707976,4,12,8,5880,871
2905,"m","1:3:2","f","a","s","t",3,8,225,33,4,28,"r",10521,1,0.622691757575758,54.288805,22.785156,6108.513671,297.609923,4,12,8,7941,2046
2906,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"d",4702,0.67741935483871,0.296244935483871,53.65981,324.705078,18740.318359,1136.109102,4,12,8,96338,38924
2907,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"d",3766,0.204301075268817,0.0790910537634409,57.008112,56.052734,13115.884765,1149.983271,4,12,8,21628,2763
2908,"m","1:3:2","f","a","s","t",3,8,225,33,4,28,"d",2823,0.393939393939394,0.167080939393939,36.007213,68.671875,5520.492187,423.839532,4,12,8,22745,7931
2909,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"r",11082,1,0.698210677419355,73.462066,81.669921,16744,696.85138,4,12,8,28351,7106
2910,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"d",3728,0.204301075268817,0.0782930107526882,148.298313,362.40039,14034.246093,1176.169259,4,12,8,134101,38265
2911,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"r",30772,1,0.64625335483871,109.860908,63.65039,17814.701171,824.784121,4,12,8,18299,5875
2912,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"r",27980,0.935483870967742,0.587617602150538,195.421286,67.408203,15498.080078,968.57827,4,12,8,22586,6034
2913,"m","1:3:2","f","a","s","t",3,8,225,11,4,28,"r",3887,1,0.690163272727273,7.345198,275.541015,6419.863281,277.324929,4,12,8,42143,26024
2914,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"r",28588,0.946236559139785,0.600386419354839,187.776682,730.623046,17094.609375,929.546907,4,12,8,206070,82210
2915,"m","1:3:2","f","a","s","t",3,8,225,11,4,28,"d",2901,0.909090909090909,0.515092272727273,6.118203,29.050781,5994.974609,335.994484,4,12,8,9800,2654
2916,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"d",5856,0.311827956989247,0.122983870967742,134.265035,80.388671,14248.037109,1113.05823,4,12,8,37196,2855
2917,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"r",28342,0.978494623655914,0.595220086021505,130.657945,274.52539,17110.5625,926.648331,4,12,8,69045,32336
2918,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"d",4993,0.258064516129032,0.104859709677419,111.313537,134.546875,15732.427734,1162.044462,4,12,8,42637,14225
2919,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"r",29739,0.978494623655914,0.624558967741936,181.676744,65.076171,16912.515625,917.211237,4,12,8,22611,5312
2920,"m","1:3:2","f","a","s","t",3,8,225,11,4,28,"d",3058,1,0.542968727272727,22.22219,12.791015,4956.904296,336.657292,4,12,8,5046,1116
2921,"m","1:3:2","f","a","s","t",3,8,225,11,4,28,"d",2867,1,0.509055363636364,24.106402,48.734375,4763.267578,413.820369,4,12,8,12192,5446
2922,"m","1:3:2","f","a","s","t",3,8,225,11,4,28,"r",3602,1,0.639559636363636,22.133596,153.533203,6137.445312,297.523598,4,12,8,29288,16617
2923,"m","1:3:2","f","a","s","t",3,8,225,11,4,28,"r",3784,1,0.671874909090909,21.677133,27.103515,5502.478515,267.902748,4,12,8,8081,2597
2924,"m","1:3:2","f","a","s","t",3,8,225,11,4,28,"d",2117,0.727272727272727,0.375887727272727,26.873453,69.9375,5154.68164,310.763816,4,12,8,21088,8362
2925,"m","1:3:2","f","a","s","t",3,8,225,11,4,28,"d",3847,1,0.683061,18.563958,122.734375,4923.742187,363.548999,4,12,8,47148,11305
2926,"m","1:3:2","f","a","s","t",3,8,225,33,4,28,"d",2029,0.333333333333333,0.120087575757576,39.148175,104.914062,4993.546875,454.436668,4,12,8,27642,11975
2927,"m","1:3:2","f","a","s","t",3,8,225,11,4,28,"r",3647,1,0.647549636363636,8.156453,20.023437,5217.255859,270.148615,4,12,8,6868,1759
2928,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"d",4024,0.612903225806452,0.253528225806452,40.697891,132.90039,17807.173828,1169.337723,4,12,8,43946,13006
2929,"m","1:3:2","f","a","s","t",3,8,225,33,4,28,"d",4106,0.515151515151515,0.243016090909091,36.474747,23.30664,5365.585937,302.674622,4,12,8,7576,2284
2930,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"r",30083,0.956989247311828,0.631783430107527,177.103259,97.447265,17438.585937,884.283881,4,12,8,28784,8229
2931,"m","1:3:2","f","a","s","t",3,8,225,11,4,28,"d",2717,0.909090909090909,0.482421818181818,15.144896,52.08789,5691.757812,349.437983,4,12,8,15986,4714
2932,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"d",1929,0.129032258064516,0.0405115913978495,148.090377,86.925781,12235.529296,1255.242094,4,12,8,33922,5181
2933,"m","1:3:2","f","a","s","t",3,8,225,11,4,28,"r",3946,1,0.700639181818182,18.79439,45.515625,6186.646484,257.987582,4,12,8,8537,4362
2934,"m","1:3:2","f","a","s","t",3,8,225,11,4,28,"r",3123,1,0.554509909090909,28.342556,45.537109,6121.023437,318.217098,4,12,8,14510,3338
2935,"m","1:3:2","f","a","s","t",3,8,225,11,4,28,"d",2000,0.818181818181818,0.355113545454545,30.829371,300.570312,4311.304687,521.503999,4,12,8,53081,44221
2936,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"d",1614,0.139784946236559,0.0338961612903226,128.476156,113.724609,11219.044921,1545.054522,4,12,8,41837,9983
2937,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"d",4245,0.67741935483871,0.267452096774194,74.16768,301.923828,15501.855468,1117.327915,4,12,8,123659,24332
2938,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"d",4868,0.741935483870968,0.306703612903226,65.05784,33.560546,16905.125,1116.299506,4,12,8,13880,2040
2939,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"r",10846,1,0.683341709677419,31.048168,90.677734,18175.982421,705.789323,4,12,8,35262,6682
2940,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"r",29427,0.989247311827957,0.618006548387097,171.388076,76.371093,16869.376953,948.068814,4,12,8,23119,6293
2941,"m","1:3:2","f","a","s","t",3,8,225,33,4,28,"r",10269,1,0.60777696969697,54.385649,34.951171,5943.998046,310.787321,4,12,8,5217,2898
2942,"m","1:3:2","f","a","s","t",3,8,225,33,4,28,"d",1647,0.272727272727273,0.0974786666666667,69.281734,28.402343,4240.427734,493.366727,4,12,8,11916,1514
2943,"m","1:3:2","f","a","s","t",3,8,225,11,4,28,"r",3203,1,0.568714454545455,28.484394,55.197265,5684.117187,331.04964,4,12,8,8609,4677
2944,"m","1:3:2","f","a","s","t",3,8,225,33,4,28,"r",10331,1,0.611446484848485,20.141584,193.613281,6738.105468,295.344109,4,12,8,37150,21973
2945,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"d",6447,0.806451612903226,0.406186967741936,77.559067,528.9375,16730.328125,1002.426244,4,12,8,191737,53963
2946,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"r",27733,0.978494623655914,0.582430268817204,175.136782,510.507812,16552.542968,874.793675,4,12,8,140715,54040
2947,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"d",4114,0.247311827956989,0.0863995268817204,93.676251,64.791015,14997.050781,1189.429752,4,12,8,25235,4450
2948,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"d",5577,0.774193548387097,0.351373483870968,80.754532,407.054687,16153.191406,1081.741258,4,12,8,166202,30932
2949,"m","1:3:2","f","a","s","t",3,8,225,33,4,28,"r",10543,1,0.623993818181818,43.156154,44.001953,6331.773437,294.406715,4,12,8,10687,3373
2950,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"r",31330,0.978494623655914,0.657972107526882,85.408675,59.566406,16724.130859,909.221576,4,12,8,22264,4762
2951,"m","1:3:2","f","a","s","t",3,8,225,33,4,28,"d",2881,0.424242424242424,0.170513727272727,53.742976,22.046875,5904.773437,434.372787,4,12,8,5871,2385
2952,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"d",6745,0.838709677419355,0.424962193548387,81.63159,43.460937,20304.802734,1065.04166,4,12,8,16299,3244
2953,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"r",11610,1,0.731476806451613,59.226066,79.279296,15571.935546,625.126184,4,12,8,32499,4449
2954,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"d",2730,0.161290322580645,0.0573336666666667,155.951212,52.912109,13528.90039,1217.403296,4,12,8,21840,3114
2955,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"r",29762,0.978494623655914,0.625042,170.562322,60.822265,16974.833984,944.041764,4,12,8,24538,4026
2956,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"d",5117,0.258064516129032,0.107463870967742,174.598861,83.109375,14683.828125,1134.583349,4,12,8,34570,4847
2957,"m","1:3:2","f","a","s","t",3,8,225,33,4,28,"d",3322,0.363636363636364,0.196614575757576,27.855521,24.791015,5276.335937,390.01776,4,12,8,9322,2361
2958,"m","1:3:2","f","a","s","t",3,8,225,11,4,28,"d",3664,1,0.650568090909091,23.511119,345.693359,5565.677734,292.17822,4,12,8,57156,32440
2959,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"r",27898,0.956989247311828,0.585895494623656,128.872787,45.384765,17115.394531,936.473761,4,12,8,16801,4051
2960,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"r",10921,1,0.688067032258065,60.47304,892.310546,17530.699218,763.56167,4,12,8,222007,102732
2961,"m","1:3:2","f","a","s","t",3,8,225,11,4,28,"d",2149,0.818181818181818,0.381569545454545,38.535082,20.84375,4482.861328,464.449976,4,12,8,9405,899
2962,"m","1:3:2","f","a","s","t",3,8,225,11,4,28,"r",3809,1,0.676313909090909,12.340868,21.355468,6047.152343,272.169598,4,12,8,5353,2341
2963,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"r",30891,0.978494623655914,0.648752516129032,91.095039,45.416015,17608.455078,795.264284,4,12,8,17628,3836
2964,"m","1:3:2","f","a","s","t",3,8,225,11,4,28,"d",3336,1,0.592329545454545,15.620811,588.890625,5916.148437,321.756294,4,12,8,109339,73057
2965,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"d",6469,0.838709677419355,0.407573064516129,76.04497,112.115234,18312.849609,1100.180707,4,12,8,41662,8240
2966,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"r",11390,1,0.717615903225806,48.726229,53.634765,16339.988281,681.302721,4,12,8,25215,1751
2967,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"r",30387,0.989247311827957,0.638167838709677,189.509104,64.71875,16834.716796,842.262447,4,12,8,25376,4571
2968,"m","1:3:2","f","a","s","t",3,8,225,33,4,28,"d",2083,0.272727272727273,0.123283606060606,13.311722,65.085937,5312.613281,471.121459,4,12,8,19369,7325
2969,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"r",10493,1,0.661101290322581,56.705557,1100.630859,15900.005859,762.831887,4,12,8,323888,116726
2970,"m","1:3:2","f","a","s","t",3,8,225,33,4,28,"r",10411,1,0.616181333333333,45.35416,36.267578,5813.796875,285.519738,4,12,8,9164,2639
2971,"m","1:3:2","f","a","s","t",3,8,225,33,4,28,"d",2479,0.333333333333333,0.146721090909091,48.198129,64.683593,4371.283203,489.195643,4,12,8,20084,7452
2972,"m","1:3:2","f","a","s","t",3,8,225,33,4,28,"d",2294,0.303030303030303,0.135771757575758,33.311729,25.412109,4675.86914,549.482999,4,12,8,9092,1997
2973,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"r",11116,1,0.700352806451613,87.682133,149.460937,16549.36914,750.287243,4,12,8,54101,16048
2974,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"d",6596,0.838709677419355,0.415574580645161,82.142316,295.267578,18905.644531,1043.110066,4,12,8,112144,21855
2975,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"d",4836,0.225806451612903,0.101562494623656,74.104221,1783.550781,17018.363281,1139.652812,4,12,8,595921,160144
2976,"m","1:3:2","f","a","s","t",3,8,225,11,4,28,"d",2567,0.909090909090909,0.455788272727273,45.304153,120.128906,4673.591796,467.888196,4,12,8,39627,14431
2977,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"d",5283,0.268817204301075,0.110950096774194,87.285123,68.914062,17228.628906,1115.284497,4,12,8,26437,5879
2978,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"r",31263,0.989247311827957,0.656565010752688,149.628568,48.732421,15518.960937,885.881169,4,12,8,18072,4187
2979,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"d",4390,0.236559139784946,0.0921958924731183,131.165754,38.828125,15403.595703,1191.791799,4,12,8,15181,2658
2980,"m","1:3:2","f","a","s","t",3,8,225,33,4,28,"d",3253,0.424242424242424,0.192530757575758,24.961187,199.210937,6545.136718,401.128804,4,12,8,77562,16392
2981,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"d",6153,0.838709677419355,0.387663806451613,78.640025,356.65625,17534.65039,1102.356736,4,12,8,111440,45831
2982,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"d",6467,0.806451612903226,0.407447064516129,58.825506,492.808593,17060.386718,1040.834544,4,12,8,171539,47909
2983,"m","1:3:2","f","a","s","t",3,8,225,33,4,28,"d",1918,0.212121212121212,0.11351796969697,65.10247,17.882812,4300.486328,550.960375,4,12,8,8084,990
2984,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"d",3722,0.193548387096774,0.078167,124.608561,229.572265,17853.757812,1155.898441,4,12,8,60721,24600
2985,"m","1:3:2","f","a","s","t",3,8,225,33,4,28,"r",10059,1,0.595348,54.637441,27.138671,6531.896484,291.927627,4,12,8,7295,2857
2986,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"r",11453,1,0.721585161290323,69.948144,1158.21875,17087.044921,714.410285,4,12,8,227591,112385
2987,"m","1:3:2","f","a","s","t",3,8,225,11,4,28,"r",3740,1,0.664062454545455,19.628792,57.203125,6346.892578,265.641978,4,12,8,9545,5266
2988,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"d",6415,0.806451612903226,0.404170838709677,53.893614,412.130859,17796.873046,1061.036632,4,12,8,144177,48286
2989,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"d",4390,0.645161290322581,0.276587677419355,43.762246,52.316406,16439.396484,1069.226879,4,12,8,16634,5084
2990,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"d",6258,0.838709677419355,0.394279225806452,24.79286,72.289062,19865.214843,1069.294023,4,12,8,22678,7547
2991,"m","1:3:2","f","a","s","t",3,8,225,33,4,28,"r",10024,1,0.593276484848485,54.430895,26.568359,6043.826171,313.409517,4,12,8,5309,2083
2992,"m","1:3:2","f","a","s","t",3,8,225,11,4,28,"r",4066,1,0.721946,14.907267,25.714843,5924.933593,230.321938,4,12,8,5269,2109
2993,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"d",6560,0.333333333333333,0.137768817204301,78.771867,48.019531,19782.527343,1105.507317,4,12,8,20083,3102
2994,"m","1:3:2","f","a","s","t",3,8,225,11,4,28,"r",3939,1,0.699396272727273,14.926722,27.177734,6895.912109,241.846153,4,12,8,6904,3091
2995,"m","1:3:2","f","a","s","t",3,8,625,31,12,78,"d",5360,0.806451612903226,0.337701580645161,99.302389,71.662109,16922.683593,1117.783208,4,12,8,26728,5899
2996,"m","1:3:2","f","a","s","t",3,8,225,11,4,28,"r",4003,1,0.710759909090909,14.702437,37.40039,6627.375,255.883587,4,12,8,6878,3204
2997,"m","1:3:2","f","a","s","t",3,8,625,93,12,78,"d",2920,0.193548387096774,0.0613239139784946,101.087367,168.539062,13070.050781,1211.476027,4,12,8,47712,15409
2998,"m","1:3:2","f","a","s","t",3,8,225,11,4,28,"r",3745,1,0.664950272727273,7.540012,28.642578,6381.113281,260.405607,4,12,8,8621,2548
2999,"m","1:3:2","f","a","s","t",3,8,225,33,4,28,"r",10858,1,0.642637303030303,51.546449,337.464843,6060.474609,325.593571,4,12,8,64066,35315
3000,"m","1:3:2","f","a","s","t",3,8,225,33,4,28,"r",11516,1,0.681581424242424,41.836251,19.861328,6724.304687,284.190864,4,12,8,5887,1922
3001,"m","2:1:1","f","a","s","t",3,8,625,31,12,78,"d",2911,0.516129032258065,0.183404709677419,259.278785,53.447265,14849.833984,1094.590862,12,6,6,23039,2636
3002,"m","2:1:1","f","a","s","t",3,8,225,11,4,28,"r",3652,1,0.648437454545455,45.42023,30.671875,4852.662109,227.715498,12,6,6,6068,2849
3003,"m","2:1:1","f","a","s","t",3,8,225,33,4,28,"r",8061,0.939393939393939,0.477095151515152,139.104075,18.392578,4222.232421,300.917379,12,6,6,6778,1365
3004,"m","2:1:1","f","a","s","t",3,8,225,33,4,28,"r",9087,0.939393939393939,0.537819575757576,135.65015,15.478515,4563.921875,307.854077,12,6,6,4302,1592
3005,"m","2:1:1","f","a","s","t",3,8,225,11,4,28,"d",2251,0.909090909090909,0.399680363636364,128.377018,17.289062,3997.699218,378.381608,12,6,6,7428,1143
3006,"m","2:1:1","f","a","s","t",3,8,225,33,4,28,"d",1931,0.272727272727273,0.114287393939394,205.910704,94.623046,2488.3125,466.30813,12,6,6,39954,6400
3007,"m","2:1:1","f","a","s","t",3,8,225,11,4,28,"r",3716,1,0.659801090909091,50.513174,17.236328,4067.537109,271.319967,12,6,6,6378,1345
3008,"m","2:1:1","f","a","s","t",3,8,625,93,12,78,"r",27661,0.978494623655914,0.580918172043011,450.875558,80.455078,11949.376953,882.044177,12,6,6,30619,4722
3009,"m","2:1:1","f","a","s","t",3,8,225,33,4,28,"d",1359,0.242424242424242,0.0804332121212121,170.873335,18.160156,2468.27539,422.557027,12,6,6,7072,1204
3010,"m","2:1:1","f","a","s","t",3,8,625,93,12,78,"d",1306,0.0967741935483871,0.027427752688172,258.8561,48.251953,12045.617187,1113.283307,12,6,6,19510,3630
3011,"m","2:1:1","f","a","s","t",3,8,225,33,4,28,"r",9631,1,0.570016545454545,128.379222,16.425781,4386.076171,307.909874,12,6,6,4514,1878
3012,"m","2:1:1","f","a","s","t",3,8,225,11,4,28,"r",3802,1,0.675071,47.889081,298.152343,4592.423828,262.23435,12,6,6,57327,27032
3013,"m","2:1:1","f","a","s","t",3,8,225,33,4,28,"d",1273,0.272727272727273,0.0753432727272727,90.071349,79.273437,5223.914062,435.666142,12,6,6,24357,9220
3014,"m","2:1:1","f","a","s","t",3,8,225,33,4,28,"d",1990,0.303030303030303,0.117779333333333,191.981736,96.175781,3952.68164,380.311055,12,6,6,35022,10715
3015,"m","2:1:1","f","a","s","t",3,8,225,11,4,28,"d",1415,0.727272727272727,0.251242818181818,84.012083,179.52539,4463.257812,481.923674,12,6,6,85276,5767
3016,"m","2:1:1","f","a","s","t",3,8,625,31,12,78,"d",1610,0.354838709677419,0.101436483870968,180.227345,102.871093,14101.896484,1150.699378,12,6,6,49434,2423
3017,"m","2:1:1","f","a","s","t",3,8,225,33,4,28,"d",3042,0.363636363636364,0.180042606060606,177.758195,48.199218,4078.453125,372.904996,12,6,6,21489,2550
3018,"m","2:1:1","f","a","s","t",3,8,225,11,4,28,"d",1489,0.818181818181818,0.264382090909091,38.515326,14.78125,3721.050781,431.719274,12,6,6,7168,310
3019,"m","2:1:1","f","a","s","t",3,8,225,33,4,28,"d",2602,0.363636363636364,0.154000939393939,149.727927,27.105468,2919.308593,438.915065,12,6,6,11909,980
3020,"m","2:1:1","f","a","s","t",3,8,225,11,4,28,"d",1850,0.727272727272727,0.328480090909091,108.925089,277.705078,3904.066406,220.886486,12,6,6,122505,16227
3021,"m","2:1:1","f","a","s","t",3,8,225,33,4,28,"r",8337,0.939393939393939,0.493430393939394,138.493564,19.107421,4163.21289,305.412498,12,6,6,6589,1753
3022,"m","2:1:1","f","a","s","t",3,8,225,33,4,28,"r",8778,0.96969696969697,0.519531242424242,144.430084,28.763671,4422.105468,309.650262,12,6,6,8231,3284
3023,"m","2:1:1","f","a","s","t",3,8,625,93,12,78,"d",2168,0.139784946236559,0.0455309032258064,329.419334,227.46289,10914.888671,1078.32011,12,6,6,77728,18767
3024,"m","2:1:1","f","a","s","t",3,8,225,11,4,28,"r",3545,1,0.629438909090909,55.196687,18.142578,5097.59375,268.390126,12,6,6,6663,1663
3025,"m","2:1:1","f","a","s","t",3,8,625,31,12,78,"r",10428,1,0.657006032258065,242.542196,62.072265,11797.214843,791.590909,12,6,6,22190,4564
3026,"m","2:1:1","f","a","s","t",3,8,625,93,12,78,"d",2096,0.150537634408602,0.0440188064516129,409.353896,113.166015,7714.279296,1063.453721,12,6,6,48444,6742
3027,"m","2:1:1","f","a","s","t",3,8,225,11,4,28,"d",1581,0.636363636363636,0.280717272727273,61.309117,31.103515,5072.888671,472.479443,12,6,6,13852,1445
3028,"m","2:1:1","f","a","s","t",3,8,625,93,12,78,"d",1449,0.0967741935483871,0.0304309462365591,309.753155,248.763671,10425.693359,1158.759834,12,6,6,86738,30299
3029,"m","2:1:1","f","a","s","t",3,8,625,31,12,78,"r",9915,1,0.624684967741935,209.793041,62.523437,10912.380859,674.669288,12,6,6,22012,5489
3030,"m","2:1:1","f","a","s","t",3,8,225,11,4,28,"r",3370,1,0.598366454545455,47.976383,259.015625,4330.402343,263.711869,12,6,6,29925,18757
3031,"m","2:1:1","f","a","s","t",3,8,625,31,12,78,"d",3844,0.580645161290323,0.242187483870968,218.911519,206.96289,15685.646484,998.131633,12,6,6,64368,21718
3032,"m","2:1:1","f","a","s","t",3,8,225,11,4,28,"d",1588,0.818181818181818,0.281960181818182,67.207147,31.355468,5001.623046,371.81675,12,6,6,13531,1796
3033,"m","2:1:1","f","a","s","t",3,8,225,33,4,28,"d",1632,0.242424242424242,0.0965908787878788,139.359337,24.927734,3631.175781,318.766544,12,6,6,10737,1611
3034,"m","2:1:1","f","a","s","t",3,8,625,93,12,78,"d",2423,0.150537634408602,0.050886247311828,347.278038,732.917968,13384.404296,1039.578208,12,6,6,243866,84174
3035,"m","2:1:1","f","a","s","t",3,8,625,31,12,78,"d",1233,0.290322580645161,0.0776839677419355,223.583755,151.574218,14887.669921,1230.484184,12,6,6,69331,6774
3036,"m","2:1:1","f","a","s","t",3,8,625,31,12,78,"d",1426,0.32258064516129,0.0898437419354839,180.605739,289.298828,11449.376953,1167.878681,12,6,6,104433,32056
3037,"m","2:1:1","f","a","s","t",3,8,625,93,12,78,"d",618,0.0645161290322581,0.0129788279569892,458.602505,159.113281,8881.953125,1298.601941,12,6,6,69310,10291
3038,"m","2:1:1","f","a","s","t",3,8,225,33,4,28,"d",1447,0.242424242424242,0.0856415454545455,132.217176,8.591796,1762.535156,472.985487,12,6,6,4038,262
3039,"m","2:1:1","f","a","s","t",3,8,625,93,12,78,"r",26192,0.956989247311828,0.550067193548387,480.671702,46.755859,11547.171875,907.171006,12,6,6,15776,4474
3040,"m","2:1:1","f","a","s","t",3,8,225,11,4,28,"d",1664,0.727272727272727,0.295454454545455,70.643434,78.917968,4709.6875,425.427283,12,6,6,30164,7823
3041,"m","2:1:1","f","a","s","t",3,8,625,31,12,78,"r",9768,1,0.615423387096774,280.889467,101.6875,11344.878906,760.9957,12,6,6,33007,8089
3042,"m","2:1:1","f","a","s","t",3,8,625,31,12,78,"d",3918,0.548387096774194,0.246849774193548,186.445562,218.101562,11854.166015,1024.79173,12,6,6,93228,13156
3043,"m","2:1:1","f","a","s","t",3,8,625,31,12,78,"d",1396,0.32258064516129,0.0879536129032258,319.753796,419.191406,11203.52539,1206.186246,12,6,6,184535,26428
3044,"m","2:1:1","f","a","s","t",3,8,625,31,12,78,"d",2009,0.387096774193548,0.126575096774194,280.362925,85.09375,10276.302734,1068.569935,12,6,6,37773,4212
3045,"m","2:1:1","f","a","s","t",3,8,625,93,12,78,"r",25526,0.946236559139785,0.536080301075269,507.174382,941.470703,11166.28125,875.020567,12,6,6,365434,60074
3046,"m","2:1:1","f","a","s","t",3,8,225,11,4,28,"r",3386,1,0.601207363636364,66.118948,62.945312,4184.820312,323.073538,12,6,6,26747,4005
3047,"m","2:1:1","f","a","s","t",3,8,625,93,12,78,"d",1657,0.129032258064516,0.0347992258064516,469.260793,103.222656,8232.949218,1169.019915,12,6,6,44120,6644
