"EXPERIMENT","EVENNESS_CONTROL","EXTRACTED_RESOURCES","MODEL","SPECIES","INTERACTIONS","COMPLEXITY","CLONES","GRIDS","RESOURCES","SITES","OBSTACLES","DIFFICULTY","CAPTURES_TOTAL","CAPTURES_BEST_CASE","CAPTURES_MEAN","TOT_FITNESS_MEAN","RATE_COMMUNICATION","RATE_MOTION","RES_E2C_STEPS_MEAN","NUM_DETECTORS","NUM_EXTRACTORS","NUM_TRANSPORTERS","SIGNAL_SENT","SIGNAL_RECEIVED"
49,"d","f","a","s","b",3,4,625,31,12,78,"r",3643.4381270903,0.625525946704067,0.229551277268314,54.5223718093646,1847.91987572575,11126.0245736555,699.54976557483,6.33444816053512,8.82274247491639,7.1505016722408,349306.033444816,152063.110367893
50,"d","f","a","s","b",3,4,225,33,4,28,"d",4.70234113712375,0.0263504611330698,0.000278301408736191,58.6095990936455,448.314211006689,3659.34279584281,498.276262136364,9.00334448160535,7.24414715719064,6.76254180602007,83059.9030100334,39610.1137123746
51,"d","f","a","s","b",3,4,225,33,4,28,"d",0.0668896321070234,0.00182426269382791,3.95865004560657e-06,45.0989545919732,357.899305842809,2542.39824109365,476.527777777778,8.53177257525084,6.99665551839465,7.54515050167224,76694.8662207358,40511.3110367893
52,"d","f","a","s","b",3,4,225,11,4,28,"r",1169.47491638796,0.536029188203101,0.207648202797203,16.4859354414716,438.090816618729,4021.08911171572,330.002272373702,7.58862876254181,8.46488294314381,7.17391304347826,101355.050167224,34133.0367892977
53,"d","f","a","s","b",3,4,225,33,4,28,"r",365.642140468227,0.134590047633526,0.0216407373061721,70.9176729498328,456.517257615385,2430.90604704348,378.757399373288,7.35117056856187,6.95317725752508,8.50501672240803,74752.2775919732,42375.2107023411
54,"d","f","a","s","b",3,4,225,11,4,28,"d",3.46822742474916,0.0650653694131955,0.000615787777439951,2.46687019063545,38.6103086655518,3889.90372158528,495.118855924731,8.70234113712375,6.98327759197324,7.19732441471572,11924.7859531773,3462.26755852843
55,"d","f","a","s","b",3,4,225,11,4,28,"r",1536.10367892977,0.778960170264518,0.272745640316206,11.5814196354515,465.391166735786,4475.09114322408,301.142172975862,7.74247491638796,8.77591973244147,6.34448160535117,131268.45819398,39391.7658862876
56,"d","f","a","s","b",3,4,625,31,12,78,"r",5906.7525083612,0.835149422807207,0.372149210162909,134.405202220736,1564.86588061538,11187.1397753278,718.079429199313,6.79264214046823,8.77926421404682,7.08695652173913,294032.862876254,168648.441471572
57,"d","f","a","s","b",3,4,625,93,12,78,"r",10015.3511705686,0.47739777753803,0.210335830869925,228.3392220301,1175.01774098997,8307.17343577926,877.466475133562,6.89632107023411,8.72240802675585,6.96321070234114,230868.882943144,127526.966555184
58,"d","f","a","s","b",3,4,225,33,4,28,"r",69.4214046822742,0.106719367588933,0.00410873406303841,57.2833726120401,414.019935809365,2793.98168980602,359.045994013699,7.61538461538461,7.80936454849498,7.21404682274247,67469.4581939799,32090.6856187291
59,"d","f","a","s","b",3,4,625,93,12,78,"d",26.4180602006689,0.0199230409609091,0.000554810119754019,181.184052003344,1572.46246557525,8310.12665220401,1175.34626856272,9.48494983277592,7.27090301003344,6.62876254180602,321812.170568562,157940.494983278
60,"d","f","a","s","b",3,4,225,33,4,28,"d",2.98996655518395,0.0302016823755954,0.000176953582649235,58.6620335785953,576.1501550301,3068.91913757525,509.623934504348,9.19063545150502,7.03010033444816,7.03010033444816,114624.441471572,54524.72909699
61,"d","f","a","s","b",3,4,625,93,12,78,"r",11340.0367892977,0.552990254252526,0.238156009709785,189.020449725753,1463.04591435117,11107.3244861204,802.480598058021,8.26755852842809,7.89297658862876,6.4314381270903,351400.311036789,179081.003344482
62,"d","f","a","s","b",3,4,625,31,12,78,"d",4710.25418060201,0.706440824252886,0.296764992232172,66.576954548495,1873.32449263545,12076.4600029532,849.708201,6.64214046822742,9.41471571906355,7.08695652173913,433303.719063545,115408.297658863
63,"d","f","a","s","b",3,4,225,11,4,28,"r",183.658862876254,0.342657342657343,0.0326098412891456,41.4232558862876,268.714640829431,2824.49398341472,426.535690543554,8.46153846153846,6.77257525083612,7.59531772575251,66350.2341137124,29649.7525083612
64,"d","f","a","s","b",3,4,625,93,12,78,"d",16.2107023411371,0.0148164131333837,0.000340442190815262,215.59462973913,890.34895573913,7006.65337541806,1209.00989054717,9.23745819397993,7.11036789297659,7.01003344481605,182351.939799331,91065.4347826087
65,"d","f","a","s","b",3,4,225,33,4,28,"d",3.54515050167224,0.0295935948109861,0.000209814127901084,61.5975137959866,563.477215294314,3038.65458385284,577.611430570815,8.64882943143813,7.51505016722408,7.31103678929766,115144.418060201,56120.7859531773
66,"d","f","a","s","b",3,4,225,33,4,28,"r",1953.73578595318,0.368399716225803,0.115633023512719,67.3347283545151,353.83619180602,2779.87953290635,326.957961406897,7.52508361204013,7.33779264214047,7.58862876254181,87273.5852842809,40214.1471571906
67,"d","f","a","s","b",3,4,625,93,12,78,"d",16.4080267558528,0.0149602618045816,0.000344586614881145,146.314524889632,911.423442287625,7466.73216665886,1174.55511540684,8.29096989966555,7.44147157190635,7.36120401337793,158936.361204013,82243.3311036789
68,"d","f","a","s","b",3,4,225,11,4,28,"r",1631.04682274247,0.714198844633627,0.289603439343265,6.63031876923077,557.354579946488,4514.64461572575,325.474806608247,6.72909698996656,9.8494983277592,6.52173913043478,142531.52173913,58846.7257525084
69,"d","f","a","s","b",3,4,625,31,12,78,"d",932.391304347826,0.241665767612472,0.058744397993311,60.587550909699,1704.60030133779,9451.19530554515,1220.23911910584,7.40802675585284,8.97658862876254,7.19397993311037,342681.795986622,107512.531772575
70,"d","f","a","s","b",3,4,625,31,12,78,"d",2067.64548494983,0.413960513539756,0.130269992016399,15.5094388729097,1802.85870829097,10963.2713075485,866.677123390135,6.89297658862876,8.19397993311037,8.37458193979933,457900.882943144,191679.581939799
71,"d","f","a","s","b",3,4,225,33,4,28,"d",1.40468227424749,0.025336981858721,8.31317523056653e-05,54.3875525518395,581.07186019398,2555.16705382609,467.44507219403,7.90969899665552,8.09698996655518,7.31103678929766,122300.100334448,53318.1839464883
72,"d","f","a","s","b",3,4,625,31,12,78,"d",2892.77591973244,0.554752400474701,0.182256533390873,95.0170663913044,1276.89366204013,12216.2683811338,957.499349309859,8.87290969899666,7.20066889632107,7.438127090301,290072.963210702,127840.304347826
73,"d","f","a","s","b",3,4,225,33,4,28,"r",3626.58862876254,0.563494476537955,0.214641831458397,59.0410550501672,410.295444013378,3194.73168984281,314.210480272414,6.7257525083612,7.52508361204013,7.81270903010033,98208.9297658863,39683.4381270903
74,"d","f","a","s","b",3,4,625,93,12,78,"r",57.7892976588629,0.0369331463300608,0.00121364825403675,236.963905795987,1650.75576747826,6447.46652207358,924.118607027397,8.77591973244147,7.30100334448161,7.09030100334448,277718.043478261,109058.20735786
75,"d","f","a","s","b",3,4,225,11,4,28,"d",13.0635451505017,0.111888111888112,0.00231949285497112,32.2313642173913,317.241657976589,2831.41333047826,415.006516526104,9.12709030100334,7.17391304347826,7.10702341137124,61302.6488294314,34469.3076923077
76,"d","f","a","s","b",3,4,625,93,12,78,"d",397.28762541806,0.0919552630632575,0.00834356910130543,157.435152494983,1436.53616177926,7743.61923164214,1004.97818563322,9.06020066889632,6.8494983277592,7.34113712374582,347948.551839465,132349.391304348
77,"d","f","a","s","b",3,4,625,31,12,78,"r",4146.55183946488,0.601035710432625,0.261249469953609,145.855163762542,1242.36284318395,9578.51852486622,875.007842217687,6.75250836120401,8.02675585284281,8.35117056856187,254990.43812709,139825.588628763
78,"d","f","a","s","b",3,4,625,93,12,78,"d",4.7056856187291,0.00938612579566296,9.88234976804402e-05,132.510980177258,970.054954879599,9450.89359668896,1210.12074859906,9.06020066889632,7.40133779264214,6.93979933110368,212484.046822742,103331.525083612
79,"d","f","a","s","b",3,4,225,11,4,28,"r",1224.29096989967,0.618425053207662,0.217381167528124,30.3398297826087,428.084630615385,3388.48046829766,337.505521489655,8.15384615384615,7.30434782608696,7.27759197324415,132915.170568562,40900.2274247492
80,"d","f","a","s","b",3,4,625,93,12,78,"r",10794.2508361204,0.513899377854497,0.226693770813105,220.964032230769,1009.57369573244,10012.7781075853,860.612179982818,6.61204013377926,8.72240802675585,6.71571906354515,244736.849498328,112521.227424749
81,"d","f","a","s","b",3,4,625,31,12,78,"d",2744.32107023411,0.585500053943252,0.172903278131406,37.6545955652174,2460.7300110602,12811.370903893,875.747103590747,6.73913043478261,9.39464882943144,6.93979933110368,522293.381270903,227038.230769231
82,"d","f","a","s","b",3,4,225,11,4,28,"d",277.541806020067,0.280328367284889,0.0492794007297051,39.1438933010033,807.762443397993,3923.42972624749,469.822351916968,8.74247491638796,8.45484949832776,6.36789297658863,202192.036789298,76432.5217391304
83,"d","f","a","s","b",3,4,225,33,4,28,"d",21.4882943143813,0.0475321779669606,0.00127178554778555,33.3849347491639,330.439798886288,2590.31155892308,438.759059989051,8.82274247491639,7.40133779264214,6.67892976588629,78327.237458194,35043.1471571906
84,"d","f","a","s","b",3,4,625,93,12,78,"d",26.5083612040134,0.0196713057863128,0.000556706764483763,180.653408354515,804.298220170569,6519.32852304682,1211.66897012774,8.81270903010033,8.0066889632107,6.77926421404682,198356.391304348,83363.872909699
85,"d","f","a","s","b",3,4,625,31,12,78,"d",284.923076923077,0.16646887474377,0.0179512880569641,82.9110027692308,1220.67951070903,8064.53001500334,958.973339892473,8.74247491638796,7.48494983277592,7.08695652173913,263245.598662207,126931.357859532
86,"d","f","a","s","b",3,4,225,33,4,28,"r",4545.30100334448,0.622783014087362,0.269016380257424,43.3840247090301,515.270902555184,4360.90970513712,320.571237527397,6.4180602006689,9.36789297658863,7.16053511705686,117191.324414716,43947.7391304348
87,"d","f","a","s","b",3,4,625,31,12,78,"r",4902.45484949833,0.678390333369296,0.308874407810983,116.666631107023,1244.29767146823,11555.6159001839,846.432059641638,6.70234113712375,9.02675585284281,6.91304347826087,340835.698996656,137531.929765886
88,"d","f","a","s","b",3,4,625,31,12,78,"d",34.5016722408027,0.0612795339303053,0.00217373168626605,74.9914382508361,1630.77529220067,11072.5255665719,1220.45479324354,8.70903010033445,7.16722408026756,7.33444816053512,283986.605351171,147531.923076923
89,"d","f","a","s","b",3,4,625,93,12,78,"d",1244.55518394649,0.11166253101737,0.0261373277951595,123.422721795987,995.10412267893,5776.46503270903,931.177801524194,8.91638795986622,6.53846153846154,7.91973244147157,243253.588628763,104782.421404682
90,"d","f","a","s","b",3,4,225,33,4,28,"r",4548.20066889632,0.644572818485862,0.269187998074389,53.4807088394649,583.940844056856,3550.4062691806,325.562437931271,6.47157190635451,9.03010033444816,7.58528428093646,122456.331103679,57701.3177257525
91,"d","f","a","s","b",3,4,225,11,4,28,"r",1218.89297658863,0.68166615992703,0.216422716327151,6.55285391973244,291.37258267893,4012.99379398662,358.360923689655,7.74247491638796,7.80267558528428,7.16387959866221,82727.0635451505,26361.7257525084
92,"d","f","a","s","b",3,4,625,93,12,78,"r",15520.3043478261,0.659725968281368,0.325947247096055,194.46892038796,1024.11918591973,10483.2279860803,774.103914383562,6.93645484949833,7.97324414715719,7.5685618729097,218828.147157191,120757.451505017
93,"d","f","a","s","b",3,4,625,93,12,78,"r",9055.4347826087,0.457079152731327,0.19017629661596,186.249501923077,721.279342180602,7721.2128379097,805.841240392491,6.79264214046823,8.70903010033445,6.22742474916388,145580.394648829,90135.7157190635
94,"d","f","a","s","b",3,4,625,93,12,78,"r",10248.5652173913,0.51440284820369,0.215233639263495,198.319720414716,663.493513107023,9057.91250741137,756.975315219178,7.81605351170569,7.19063545150502,6.8628762541806,148021.658862876,92037.6655518395
95,"d","f","a","s","b",3,4,225,11,4,28,"d",3.33779264214047,0.0808756460930374,0.000592617816965643,2.81424271571906,133.65930661204,3356.93505000334,439.28882450996,8.4247491638796,6.76923076923077,7.7257525083612,45273.0133779264,13177.1471571906
96,"d","f","a","s","b",3,4,625,31,12,78,"d",125.90635451505,0.108533822418815,0.00793259413097422,119.653257414716,1237.20488826421,10255.3537764816,1128.94778995307,8.52842809364548,7.69565217391304,6.66889632107023,327409.799331104,107817.822742475
97,"d","f","a","s","b",3,4,625,93,12,78,"r",12417.4882943144,0.565469126478944,0.260783939259899,218.786390899666,1322.62416344147,9430.94286245151,870.788920805461,7.37123745819398,7.65551839464883,7.42809364548495,331753.926421405,113041.826086957
98,"d","f","a","s","b",3,4,625,93,12,78,"d",221.240802675585,0.0660625022476355,0.00464634944438451,86.3956500535117,1597.63606508696,6953.4550972408,1153.70853615957,7.63879598662207,7.75250836120401,8.21739130434783,385214.314381271,158535.608695652
99,"d","f","a","s","b",3,4,225,11,4,28,"d",144.371237458194,0.264822134387352,0.0256340602006689,42.5692225551839,474.181293983278,2733.33336338462,432.30964943346,7.61204013377926,7.52842809364549,8.24414715719064,116162.137123746,38184.8093645485
100,"d","f","a","s","b",3,4,225,11,4,28,"r",814.57525083612,0.501064153238066,0.144633349346306,11.5302984782609,485.25265164214,3871.24152078261,366.683062897887,7.49498327759197,8.55183946488294,7.33444816053512,133445.986622074,43321.5016722408
101,"d","f","a","s","b",3,4,225,33,4,28,"r",2354.38127090301,0.377419681767508,0.139345467923381,61.3764103879599,346.222087498328,3130.89146070569,335.396889972318,7.93979933110368,7.31103678929766,7.27090301003344,77223.4849498328,32731.1070234114
102,"d","f","a","s","b",3,4,625,31,12,78,"r",3964.05685618729,0.593267882187938,0.24975155043694,133.182447735786,1784.73195762542,9676.91393794649,904.107303573379,7.54849498327759,8.5819397993311,7.2876254180602,482825.946488294,174341.347826087
103,"d","f","a","s","b",3,4,625,31,12,78,"r",2301.83946488294,0.401553565648937,0.145025153090948,163.572624578595,784.757674882943,8571.20060316054,986.414631051195,8.1304347826087,8.38461538461539,6.66220735785953,168457.682274247,78395.2508361204
104,"d","f","a","s","b",3,4,225,33,4,28,"r",3438.16387959866,0.49326036282558,0.203489798723016,25.2863044046823,452.601790668896,4341.01884495318,341.131223958763,7.42140468227425,8.49498327759197,7.17725752508361,122558.822742475,40926.2474916388
105,"d","f","a","s","b",3,4,625,31,12,78,"r",5451.13377926421,0.775703959434675,0.343443393677851,114.904870799331,1463.36288885953,10973.3527835753,666.042725996564,7.83612040133779,7.55183946488294,7.11705685618729,370276.414715719,172680.030100334
106,"d","f","a","s","b",3,4,225,11,4,28,"r",653.939799331104,0.474004256612952,0.116111428701733,14.6545051003344,166.722100591973,3470.29875582609,350.079686357639,7.52508361204013,8.45484949832776,6.39799331103679,43734.2040133779,17697.2173913043
107,"d","f","a","s","b",3,4,625,93,12,78,"r",14146.6889632107,0.617254648110188,0.29709947743374,255.750220250836,1074.0704361806,10372.2737767492,760.4881681843,6.77257525083612,7.9933110367893,7.7257525083612,226956.725752508,113815.705685619
108,"d","f","a","s","b",3,4,625,93,12,78,"r",13603.9297658863,0.592836336174345,0.285700804653505,166.702228692308,1394.16229835452,11230.5613760134,853.54987964966,6.33110367892977,9.55852842809364,6.82943143812709,333915.665551839,138428.471571906
109,"d","f","a","s","b",3,4,625,31,12,78,"r",5497.20401337793,0.753371453231201,0.346346003668141,101.975089939799,1319.97242720067,11672.2695242642,781.732913647059,6.8428093645485,9.30769230769231,6.88628762541806,343566.933110368,141747.096989967
110,"d","f","a","s","b",3,4,625,93,12,78,"r",12364.3779264214,0.550760599848959,0.259668550329054,234.033793247492,1080.84344909699,10368.1848474682,840.513106341297,6.39130434782609,9.27759197324415,7.07692307692308,241129.545150502,117828.47826087
111,"d","f","a","s","b",3,4,625,93,12,78,"d",405.481605351171,0.0610997230913079,0.00851565458337829,199.237844759197,1477.3265960602,8386.32357817391,1174.65301051493,7.87290969899666,8.16722408026756,7.53177257525084,324304.294314381,137620.361204013
112,"d","f","a","s","b",3,4,225,33,4,28,"r",3863.21739130435,0.583460018242627,0.228646848788892,30.4939873846154,434.273463160535,3574.43625848161,313.371057728522,7.80267558528428,7.45150501672241,7.71571906354515,120667.391304348,40937.0802675585
113,"d","f","a","s","b",3,4,225,11,4,28,"d",632.528428093646,0.47582851930678,0.112309695652174,47.8091639364549,352.458807565217,2569.3153606689,478.021601602941,8.48494983277592,7.15384615384615,7.37123745819398,84494.1070234114,34078.3612040134
114,"d","f","a","s","b",3,4,225,33,4,28,"d",0.0869565217391304,0.00263504611330698,5.14624505928854e-06,73.4444424347826,272.796652444816,2258.62303989632,467.961538461538,9.12374581939799,7.06688963210702,7.09698996655518,48186.0836120401,29266.6421404682
115,"d","f","a","s","b",3,4,225,11,4,28,"d",79.6086956521739,0.188811188811189,0.0141350291882031,44.6735480769231,413.091104023411,2320.33680586622,479.940608806569,8.91304347826087,7.31772575250836,7.22073578595318,97784.5317725753,42031.602006689
116,"d","f","a","s","b",3,4,225,11,4,28,"d",30.5852842809365,0.192763757981149,0.0054305910611128,30.3451974013378,440.468814866221,2625.72732634114,532.449269340996,8.69899665551839,7.04682274247492,7.76254180602007,89492.3344481605,45467.8862876254
117,"d","f","a","s","b",3,4,225,11,4,28,"r",1607.71571906355,0.666768014594102,0.285460846153846,21.8098901973244,594.474243140468,3605.15600785953,315.822665471831,6.47826086956522,9.12709030100334,7.52173913043478,135973.387959866,56867.127090301
118,"d","f","a","s","b",3,4,225,33,4,28,"d",3.26421404682274,0.0332421201986419,0.000193184047836222,53.2328534682274,507.88132922408,2502.25910543478,487.449116550201,9.06020066889632,7.20401337792642,6.54849498327759,106811.341137124,46789.143812709
119,"d","f","a","s","b",3,4,225,33,4,28,"r",4325.26086956522,0.625519408128104,0.25599317259552,70.1516134849498,405.261385180602,3653.01725109699,306.125309460481,6.34113712374582,8.74581939799331,6.75250836120401,87627.5585284281,48696.8093645485
120,"d","f","a","s","b",3,4,225,33,4,28,"d",0.0836120401337793,0.00233100233100233,4.94831255700821e-06,87.5101304280936,310.696024080268,2794.85067367893,416.152173913043,9.38795986622074,6.70903010033445,7.18394648829431,52697.6321070234,29580.3946488294
121,"d","p","a","s","b",3,4,625,93,12,78,"r",11878.9799331104,0.544647031323048,0.249474539540403,317.000152946488,747.935592140468,11037.6131567023,739.322222637631,8.37123745819398,8.45819397993311,6.37123745819398,188710.969899666,90217.7190635452
122,"d","p","a","s","b",3,4,625,31,12,78,"d",1469.7525083612,0.309850037760276,0.0926003181572985,146.92143058194,496.27865629097,9968.94088323411,1045.48361940244,7.27759197324415,8.51505016722408,7.03344481605351,153825.969899666,46193.8628762542
123,"d","p","a","s","b",3,4,625,31,12,78,"d",1840.86287625418,0.350199590031287,0.115981770201748,104.198799528428,427.451230220736,8708.27220247492,1098.66212121992,7.82608695652174,8.88294314381271,6.58528428093646,116094.280936455,45499.5785953177
124,"d","p","a","s","b",3,4,625,31,12,78,"d",1749.16387959866,0.379868378465854,0.11020436314597,152.11279561204,475.02949238796,8536.06162425418,1049.66525423166,7.69565217391304,6.99665551839465,8.47826086956522,137636.919732441,42395.3177257525
125,"d","p","a","s","b",3,4,625,93,12,78,"d",246.020066889632,0.0354586974502823,0.00516674743769554,235.600622602007,171.665179103679,6014.16632871572,991.959677403226,8.7257525083612,7.34782608695652,7.35117056856187,71915.745819398,12160.6454849498
126,"d","p","a","s","b",3,4,225,33,4,28,"r",3384.33110367893,0.477146042363434,0.200303671328671,71.436001270903,199.734060993311,4009.96165562876,237.425443067925,6.40468227424749,9.40133779264214,7.25752508361204,55737.9096989967,17920.6923076923
127,"d","p","a","s","b",3,4,225,11,4,28,"d",204.615384615385,0.227728792946184,0.0363308139252052,79.0010751939799,48.3215988963211,2510.80563425418,549.113621257576,8.26086956521739,7.84615384615385,6.98996655518395,18624.8060200669,3445.94314381271
128,"d","p","a","s","b",3,4,225,33,4,28,"d",47.7826086956522,0.0433769129421303,0.00282803344481605,103.737014117057,90.6478622441472,1614.93608205351,429.400740733333,9.02675585284281,6.59197324414716,7.46488294314381,34272.5217391304,6534.49163879599
129,"d","p","a","s","b",3,4,625,31,12,78,"r",2563.82274247492,0.434782608695652,0.161531154817132,205.608941608696,404.181777344482,10168.5721998528,446.148708614286,7.25418060200669,9.51505016722408,6.58862876254181,131494.321070234,40447.9397993311
130,"d","p","a","s","b",3,4,225,11,4,28,"r",692.250836120401,0.400121617512922,0.122913812100943,58.9376586889632,21.0266705083612,2297.66802056856,218.273092814346,6.9866220735786,9.37123745819398,6.92642140468227,7889.91973244147,1348.28762541806
131,"d","p","a","s","b",3,4,625,31,12,78,"d",1590.16053511706,0.284065163448053,0.10018651127414,143.375483779264,424.401618237458,10053.9287986689,680.730413747368,8.66555183946488,8.13377926421405,6.67892976588629,145247.046822742,40959.9197324415
132,"d","p","a","s","b",3,4,625,31,12,78,"r",3623.10702341137,0.537922105944546,0.228270336066458,159.339977725753,371.630623782609,13655.1261165886,638.272831809689,6.561872909699,10.38127090301,6.51839464882943,102167.722408027,39612.3076923077
133,"d","p","a","s","b",3,4,625,93,12,78,"d",4087.67224080268,0.242025389290466,0.0858466061783004,219.445314632107,730.057110488294,10585.1048477391,777.077552966527,7.48494983277592,8.1304347826087,7.8494983277592,225518.715719064,81792.6454849498
134,"d","p","a","s","b",3,4,225,11,4,28,"d",619.227424749164,0.39343265430222,0.109948011857708,42.1130812441472,65.4967138729097,2943.24108311706,348.347624940678,7.96321070234114,8.50501672240803,6.67558528428094,23365.3779264214,5816.78929765886
135,"d","p","a","s","b",3,4,225,11,4,28,"r",1972.68227424749,0.718455457585892,0.350263143812709,16.6554709899666,234.634536575251,5382.46665926087,255.810883565836,6.55183946488294,9.67558528428094,7.1438127090301,67089.2140468227,21183.0434782609
136,"d","p","a","s","b",3,4,225,33,4,28,"d",103.010033444816,0.070740853349549,0.00609669970609101,120.85747851505,29.7332379364548,1680.14539307023,294.426571885417,9.11036789297659,7.1438127090301,7.18060200668896,11824.4381270903,1952.29431438127
137,"d","p","a","s","b",3,4,625,31,12,78,"d",1943.15050167224,0.402632430682922,0.12242630208221,134.671525826087,511.990331896321,7668.75564989967,882.832053794118,7.2809364548495,9.61872909698997,6.5685618729097,144821.595317726,38091.8060200669
138,"d","p","a","s","b",3,4,625,93,12,78,"r",10923.5384615385,0.480310713129787,0.229408984859927,148.257629625418,487.144694123746,16545.9921021438,668.238664986207,6.82274247491639,10.494983277592,6.15384615384615,122968.909698997,59238.8528428094
139,"d","p","a","s","b",3,4,625,31,12,78,"r",3714.80267558528,0.54245333908728,0.234047531448916,139.263108976589,655.489358618729,10107.2437025351,666.64387070979,6.2809364548495,10.0401337792642,7.08361204013378,193373.956521739,85081.5953177257
140,"d","p","a","s","b",3,4,625,93,12,78,"d",320.391304347826,0.0373646923436545,0.00672864361491711,256.464090334448,192.601836391304,5029.53408455518,821.558428958333,8.34448160535117,8.32775919732441,6.85953177257525,64008.8394648829,14897.4180602007
141,"d","p","a","s","b",3,4,225,11,4,28,"d",635.311036789298,0.384615384615385,0.112803763757981,70.1134450234114,137.069658882943,3127.56074892308,478.606219878307,7.64214046822742,8.37458193979933,6.7056856187291,58550.618729097,7763.15050167224
142,"d","p","a","s","b",3,4,625,93,12,78,"r",8756.41137123746,0.414859567734743,0.183896402704355,272.989424528428,294.534933715719,11621.395484495,616.55215190625,6.79598662207358,9.5685618729097,6.97993311036789,74579.8193979933,37102.6588628763
143,"d","p","a","s","b",3,4,225,11,4,28,"d",26.4749163879599,0.194892064457282,0.00470076102158711,97.292695722408,21.4989086856187,2135.96885407692,411.628811341085,9.53846153846154,6.5685618729097,7,8065.40133779264,1627.14715719064
144,"d","p","a","s","b",3,4,225,33,4,28,"d",639.792642140468,0.151413803587717,0.0378665016722408,95.886059916388,102.47812980602,4003.324264,390.143518492063,7.5819397993311,8.93645484949833,6.92642140468227,33695.237458194,8172.98327759197
145,"d","p","a","s","b",3,4,225,33,4,28,"r",3215.32775919732,0.455254890037499,0.190301107124759,86.0455327023411,175.882910046823,4459.39913597659,249.377000102837,6.67224080267559,9.7056856187291,6.93979933110368,50151.8528428094,18544.1070234114
146,"d","p","a","s","b",3,4,225,33,4,28,"r",3823.60869565217,0.53288740245262,0.226302583054627,61.5485632408027,196.673814628763,4135.14324396321,217.630671717241,7.21404682274247,8.8561872909699,7.46488294314381,40044.1939799331,22463.1471571906
147,"d","p","a","s","b",3,4,225,11,4,28,"d",190.351170568562,0.244755244755245,0.0337981097598054,67.8653177658863,93.5661967892977,2641.42915796321,435.091912716814,8.65551839464883,8.21739130434783,6.52173913043478,38489.6555183946,6147.18394648829
148,"d","p","a","s","b",3,4,225,11,4,28,"d",378.551839464883,0.283976892672545,0.0672144174521131,77.549399819398,34.2598566220736,2229.32965309365,319.333048288557,8.12709030100334,8.27090301003344,6.90301003344482,13694.9531772575,2033.54180602007
149,"d","p","a","s","b",3,4,625,31,12,78,"r",1932.30100334448,0.366598338547848,0.121742739346208,260.635678608696,83.8976140100335,7008.50259283612,570.115937530121,7.35451505016722,7.30769230769231,7.98327759197324,35031.2675585284,4532.2474916388
150,"d","p","a","s","b",3,4,625,93,12,78,"r",9573.42474916388,0.429640018700327,0.201054781745604,194.15143022408,424.440484759197,11939.3417180635,644.807611130137,6.49498327759197,10.4882943143813,6.55518394648829,116301.779264214,50496.3344481605
151,"d","p","a","s","b",3,4,625,93,12,78,"r",9433.07692307692,0.428884813176538,0.198107289027943,314.322435715719,355.570697471572,8318.52052370903,781.465901878049,8.53846153846154,7.76923076923077,7.03010033444816,95840.9197324415,41933.4046822742
152,"d","p","a","s","b",3,4,225,11,4,28,"r",1584.57190635452,0.625722103982974,0.281351504408635,32.0527209498328,142.673723153846,4917.45840910702,287.846122207843,6.75250836120401,9.79598662207358,6.93979933110368,43301.4314381271,13350.2307692308
153,"d","p","a","s","b",3,4,625,93,12,78,"d",25.371237458194,0.0173337648793469,0.000532825583486173,297.502505949833,110.704346063545,4970.07996012709,1279.52136751282,8.68227424749164,7.19063545150502,7.54515050167224,44065.8127090301,7262.82608695652
154,"d","p","a","s","b",3,4,225,11,4,28,"d",782.086956521739,0.431742170872606,0.138864827607175,46.8220169531773,89.6827049431438,2978.22711730435,401.622556355212,7.61204013377926,8.67558528428094,7.17725752508361,34690.9163879599,6396.64882943144
155,"d","p","a","s","b",3,4,625,93,12,78,"r",8185.47826086957,0.37947279462006,0.171906040205704,273.312375578595,541.593945541806,13303.6915364515,660.349140133333,6.19397993311037,9.77926421404682,7.30434782608696,135536.381270903,67364.6086956522
156,"d","p","a","s","b",3,4,625,31,12,78,"r",4715.75919732441,0.577084906678175,0.29711182846046,124.55898658194,393.223113053512,11749.1438710201,663.944729968085,5.8561872909699,10.6655518394649,7.17056856187291,113652.10367893,43492.1070234114
157,"d","p","a","s","b",3,4,225,11,4,28,"d",25.6454849498328,0.153238066281545,0.00455349103070842,91.3844260033445,27.8725238561873,2126.5203669398,479.545529989691,9.46822742474916,6.19732441471572,7.52173913043478,8847.63545150502,2358.77591973244
158,"d","p","a","s","b",3,4,225,33,4,28,"r",3011.23745819398,0.457788588223371,0.178221898652073,66.0343395819398,181.205639464883,4227.28486184615,301.13365937234,6.76254180602007,9.93311036789298,6.59866220735786,60647.7090301003,17933.0702341137
159,"d","p","a","s","b",3,4,625,93,12,78,"d",308.397993311037,0.0404214766066099,0.00647676768439602,243.910795230769,167.86880051505,6978.0410282709,988.700357745665,8.22742474916388,7.36789297658863,7.64882943143813,60229.1939799331,17660.2943143813
160,"d","p","a","s","b",3,4,625,31,12,78,"r",3369.03678929766,0.52810443413529,0.212262885748193,104.204599210702,389.755512722408,11593.5661379933,630.576353200704,6.19063545150502,10.3545150501672,6.93311036789298,120026.806020067,46420.1705685619
161,"d","p","a","s","b",3,4,225,11,4,28,"r",1209.84949832776,0.561872909698997,0.214816982669504,43.548241638796,118.919549107023,4187.45150457525,279.345563392593,6.73578595317726,9.96989966555184,6.77591973244147,35586.2976588629,14073.9264214047
