"EXPERIMENT","EVENNESS_CONTROL","EXTRACTED_RESOURCES","MODEL","SPECIES","INTERACTIONS","COMPLEXITY","CLONES","GRIDS","RESOURCES","SITES","OBSTACLES","DIFFICULTY","CAPTURES_TOTAL","CAPTURES_BEST_CASE","CAPTURES_MEAN","TOT_FITNESS_MEAN","RATE_COMMUNICATION","RATE_MOTION","RES_E2C_STEPS_MEAN","NUM_DETECTORS","NUM_EXTRACTORS","NUM_TRANSPORTERS","SIGNAL_SENT","SIGNAL_RECEIVED"
275,"d","f","a","s","t",3,4,225,11,4,28,"d",1423.60200668896,0.671328671328671,0.252770205533597,23.2069787324415,122.487307508361,4996.72539282943,431.365924135531,7.02006688963211,9.51505016722408,6.96321070234114,50236.5652173913,6680.63210702341
276,"d","f","a","s","t",3,4,225,33,4,28,"r",6217.48829431438,0.748251748251748,0.367985798013581,80.0769655250836,385.477894588629,4240.37030947492,300.094807833898,6.62876254180602,9.12709030100334,7.84615384615385,92074.9464882943,39264.8528428094
277,"d","f","a","s","t",3,4,625,31,12,78,"r",7305.54180602007,0.814435214154709,0.460278575790269,121.843605147157,455.071239618729,12215.2396395318,915.828100040541,6.37792642140468,9.23076923076923,7.5752508361204,176051.096989967,37570.3545150502
278,"d","f","a","s","t",3,4,225,33,4,28,"r",5839.34782608696,0.730009121313469,0.345605325428195,62.9258392876254,132.564916474916,4279.82975107023,321.974654272109,6.67892976588629,9.1571906354515,7.5819397993311,35855.6220735786,12901.1237458194
279,"d","f","a","s","t",3,4,625,93,12,78,"d",345.521739130435,0.0361060164706729,0.00725641806020067,210.976450832776,450.799115133779,8581.16416657525,1244.15744874648,8.8628762541806,7.02006688963211,7.79598662207358,152289.090301003,35548.5016722408
280,"d","f","a","s","t",3,4,225,33,4,28,"r",6728.40133779264,0.771156379852032,0.398224496402149,71.7027343177258,41.0571105016722,4830.48406097324,295.340756077966,6.21739130434783,9.77257525083612,7.34782608695652,10757.7892976589,4108.47826086957
281,"d","f","a","s","t",3,4,225,33,4,28,"d",456.85618729097,0.128509171987433,0.0270392977602108,90.2946535652174,206.111647772575,3379.03443072575,463.712012207547,9.17725752508361,6.89966555183946,7.55518394648829,96028.745819398,6674.38127090301
282,"d","f","a","s","t",3,4,225,33,4,28,"r",6380.22742474916,0.753724536333232,0.377617612749569,46.7901805752508,40.9492183110368,4792.24774596656,321.679599959322,6.51505016722408,8.75919732441472,7.96321070234114,12759.6086956522,3508.01003344482
283,"d","f","a","s","t",3,4,625,93,12,78,"d",1964.44816053512,0.128492825547524,0.0412560469665911,244.649484892977,434.763338317726,10196.7895388896,1177.87459389761,8.51170568561873,6.95986622073579,7.97658862876254,133395.461538462,72774.0969899666
284,"d","f","a","s","t",3,4,225,33,4,28,"r",5018.29765886288,0.653998175737306,0.297010973142799,27.9077393377926,55.5446340301003,4427.57069746154,352.766290817568,6.09364548494983,9.92307692307692,7.35785953177258,24720.9264214047,2581.92976588629
285,"d","f","a","s","t",3,4,225,33,4,28,"r",6495.49163879599,0.760413499543934,0.384439594810986,68.6415221605351,146.5872369699,4411.57061254181,327.983622614865,6.19732441471572,9.30769230769231,7.46822742474916,37975.2173913043,22909.3779264214
286,"d","f","a","s","t",3,4,625,93,12,78,"r",14080.4080267559,0.605387132736361,0.295707488510087,240.644765424749,228.4543330301,11135.9352002274,966.142975750842,6.87625418060201,9.01003344481605,7.67892976588629,87884.4247491639,17583.5585284281
287,"d","f","a","s","t",3,4,225,11,4,28,"d",1225.94648829431,0.549711158406811,0.217675115232594,53.2328499297659,144.847394498328,4044.73643221739,473.078114560284,8.97993311036789,7.63545150501672,6.91638795986622,41138.2274247492,25157.0401337793
288,"d","f","a","s","t",3,4,625,93,12,78,"r",20638.27090301,0.753335491063401,0.433431423562412,159.160560939799,213.426061682274,15291.0750805686,951.518124246622,6.19732441471572,9.73244147157191,7.69565217391304,61679.9866220736,20953.4247491639
289,"d","f","a","s","t",3,4,225,11,4,28,"d",1070.43143812709,0.577379142596534,0.190062362116145,33.334621729097,140.736752264214,3764.70375163545,408.460927456204,8.92307692307692,7.50501672240803,7.14715719063545,35711.6421404682,11026.9632107023
290,"d","f","a","s","t",3,4,225,33,4,28,"r",6551.36454849498,0.758082497212932,0.387746466301814,64.1009740535117,35.3494260367893,4771.52094828094,315.670818733108,5.99665551839465,10.0200668896321,7.49832775919732,11252.0802675585,2964.61538461538
291,"d","f","a","s","t",3,4,225,11,4,28,"r",2334.67892976589,0.847674065065369,0.414538121617513,7.51950513043478,123.201478448161,5097.35588637793,337.981077616438,6.1371237458194,9.91304347826087,7.52842809364549,35923.1605351171,12185.2441471572
292,"d","f","a","s","t",3,4,225,33,4,28,"d",1081.61538461538,0.179487179487179,0.0640160496604844,33.3699150635452,59.5942721471572,3650.59362543478,514.574607816092,7.44147157190635,7.80602006688963,8.23745819397993,23636.602006689,3695.84615384615
293,"d","f","a","s","t",3,4,225,33,4,28,"r",6254.58862876254,0.748657139961488,0.370181604337691,73.7591305919732,209.409881451505,3718.40574658863,338.270619260135,5.80267558528428,10.5819397993311,6.95652173913043,36277.5317725753,19190.5016722408
294,"d","f","a","s","t",3,4,625,31,12,78,"d",1561.3779264214,0.31297874635883,0.0983730908404359,106.873327859532,724.719350511706,9671.22516419733,1180.54906063043,8.4247491638796,7.26421404682274,7.96989966555184,292782.989966555,51562.9397993311
295,"d","f","a","s","t",3,4,625,93,12,78,"d",1589.79933110368,0.11094328766138,0.0333879180062574,157.150856367893,1369.85533113043,11947.8204949699,1118.62008994346,8.78595317725753,6.97658862876254,7.80267558528428,387079.859531773,191648.070234114
296,"d","f","a","s","t",3,4,625,93,12,78,"d",1208.94314381271,0.0879634624375157,0.0253894261157263,137.398010003344,191.738659685619,10816.4629685753,1194.442022,8.14715719063545,7.96989966555184,7.54515050167224,65955.1170568562,14580.2575250836
297,"d","f","a","s","t",3,4,625,93,12,78,"r",17740.4214046823,0.685151220915597,0.372572688963211,201.771142056856,157.841208538462,12098.7144644281,980.323963672297,6.5752508361204,9.01003344481605,7.83946488294314,54781.635451505,13625.1538461538
298,"d","f","a","s","t",3,4,625,31,12,78,"d",2675.03010033445,0.454202179307369,0.168537668249002,64.7643952341137,101.908823247492,13223.2273916388,1114.84777339576,7.44147157190635,7.10702341137124,8.63545150501672,34083.856187291,7433.24414715719
299,"d","f","a","s","t",3,4,625,93,12,78,"r",17161.4381270903,0.67260042435358,0.360413261804582,88.9845604247492,188.393701227425,14271.9878953779,905.521512351351,6.63210702341137,9.41137123745819,7.5752508361204,58180.4515050167,12661.9598662207
300,"d","f","a","s","t",3,4,625,31,12,78,"r",7776.05351170569,0.818319128277053,0.489922711943036,72.4544484046823,320.918438632107,14180.9193400268,884.458269938983,6.27759197324415,10.1371237458194,7.16053511705686,98936.8628762542,28615.3143812709
301,"d","f","a","s","t",3,4,625,31,12,78,"d",3122.41471571906,0.484841946272521,0.196724702125364,92.8513741337793,510.057476287625,13372.561611194,1066.94474795455,7.59866220735786,8.47157190635452,6.81605351170569,127841.193979933,43157.4080267559
302,"d","f","a","s","t",3,4,225,11,4,28,"d",1281.97993311037,0.594709638187899,0.227624240194588,23.4173344882943,57.9456191003344,4166.38555557859,487.508758942029,6.88294314381271,8.46153846153846,8.25418060200669,17496.9163879599,3461.65217391304
303,"d","f","a","s","t",3,4,225,33,4,28,"d",1429.45484949833,0.252761731022601,0.0846031376304855,86.5860697090301,39.181823090301,3736.12567889967,422.726747241007,8.21404682274247,7.79933110367893,7.67224080267559,15767.0200668896,2444.36789297659
304,"d","f","a","s","t",3,4,625,93,12,78,"d",764.267558528428,0.0709893192361636,0.0160506416010357,136.569833023411,326.918151210702,11381.2544349599,1206.17255804089,9.8628762541806,6.33779264214047,7.49832775919732,81480.508361204,23825.491638796
305,"d","f","a","s","t",3,4,225,11,4,28,"r",2317.52508361204,0.840377014290058,0.411492337488598,6.64842069899666,100.681000050167,4710.05778333445,330.898883317406,6.10033444816054,10.0434782608696,6.95652173913043,21690.8795986622,7642.39464882943
306,"d","f","a","s","t",3,4,225,11,4,28,"d",1322.3110367893,0.657342657342657,0.234785297658863,23.189400090301,106.140520063545,4201.31750974582,451.569697184028,7.7056856187291,8.64882943143813,7,33659.4448160535,11828.4280936455
307,"d","f","a","s","t",3,4,225,33,4,28,"d",864.180602006689,0.137833181311442,0.0511470413499544,75.2666232909699,63.8399739331104,3656.84233213043,515.593862769547,7.68561872909699,7.81605351170569,7.94648829431438,25562.8127090301,4076.11036789298
308,"d","f","a","s","t",3,4,625,31,12,78,"r",6245.27424749164,0.76437587657784,0.393477444816054,150.722034729097,1119.24360455518,13259.0799078796,913.298685023649,6.91638795986622,9.1438127090301,7.57859531772575,282031.076923077,101097.411371237
309,"d","f","a","s","t",3,4,225,11,4,28,"r",2360.47491638796,0.824566737610216,0.419118370021283,32.3985460869565,61.1835018729097,4981.20482945485,356.035336604811,6.14046822742475,10.9397993311037,6.55852842809365,19780.7157190635,4895.8093645485
310,"d","f","a","s","t",3,4,625,93,12,78,"d",591.946488294314,0.0578990901571547,0.0124316670982127,153.370045267559,132.385170197324,8128.79072123411,1211.82293697778,8.7123745819398,7.13377926421405,7.78929765886288,48066.2675585284,9975.127090301
311,"d","f","a","s","t",3,4,225,11,4,28,"r",2840.86287625418,0.909090909090909,0.504414529036181,27.8175584280936,48.7873244983278,5486.11190904013,304.109730730375,6.38461538461539,9.19063545150502,7.2809364548495,14738.6120401338,3857.63210702341
312,"d","f","a","s","t",3,4,225,11,4,28,"r",2708.39464882943,0.867436910915172,0.480893892368501,23.9305503712375,92.7786366722408,5227.97631384615,319.150008476351,6.1505016722408,9.77926421404682,7.20066889632107,36010.0735785953,5862.88294314381
313,"d","f","a","s","t",3,4,225,33,4,28,"r",5866.54849498328,0.733860342555995,0.347215214350867,62.5055532809365,422.29919348495,4067.28932986957,309.056196766892,7.03344481605351,7.82608695652174,8.37792642140468,95590.8193979933,47143.635451505
314,"d","f","a","s","t",3,4,225,33,4,28,"d",958.304347826087,0.175230566534914,0.0567178101753319,87.8089686354515,69.6731026354515,3111.85964892977,487.245487898601,8.46822742474916,7.11705685618729,8.01672240802676,22568.7692307692,4734.32107023411
315,"d","f","a","s","t",3,4,625,31,12,78,"r",7196.52173913043,0.830941849174668,0.45340987226238,143.199023354515,156.856696364548,13868.9509558662,935.753312333333,5.61538461538461,11.257525083612,6.73578595317726,68482.9966555184,6250.0602006689
316,"d","f","a","s","t",3,4,225,11,4,28,"r",2508.19732441472,0.889936150805716,0.445347494071146,16.8527122107023,75.1733900234114,5827.42111680268,356.683412986254,7.39464882943144,9.05351170568562,7.04013377926421,24478.8227424749,8024.09364548495
317,"d","f","a","s","t",3,4,625,31,12,78,"d",2292.00668896321,0.377710648397885,0.144405648074226,51.5166626588629,437.968227003344,13848.9058837759,1139.27445436749,7.00334448160535,9.12374581939799,6.79598662207358,165980.401337793,24124.4013377926
318,"d","f","a","s","t",3,4,625,31,12,78,"r",5987.39799331104,0.745711511489913,0.37723020056101,107.540217638796,388.211825444816,13860.945357786,980.033661467797,7.20066889632107,9.73913043478261,6.5685618729097,93825.143812709,35525.2575250836
319,"d","f","a","s","t",3,4,625,93,12,78,"d",248.501672240803,0.0325817240263243,0.00521886496205991,154.332733926421,342.976196270903,8544.7671269398,1279.68575532558,9.78595317725753,6.62541806020067,7.25752508361204,136195.608695652,20668.3010033445
320,"d","f","a","s","t",3,4,225,33,4,28,"r",5350.90969899666,0.66403162055336,0.316696819296645,44.4631826889632,40.387044909699,4465.35761741472,326.844334081356,6.77591973244147,9.14715719063545,7.61872909698997,14019.3277591973,3000.07692307692
321,"d","f","a","s","t",3,4,225,11,4,28,"d",2233.89966555184,0.811796898753421,0.396644071450289,8.82180141137124,300.485837752508,4974.68634337458,322.648818299652,6.62541806020067,8.63545150501672,8.18060200668896,76157.635451505,36226.1070234114
322,"d","f","a","s","t",3,4,625,31,12,78,"d",1684.9397993311,0.309957924263675,0.106157988779804,67.3831862374582,172.624026284281,11430.500594,1124.78642704132,7.10367892976589,8.10702341137124,8.27090301003344,59832.8595317726,13260.1337792642
323,"d","f","a","s","t",3,4,225,11,4,28,"d",1201.40133779264,0.629674673152934,0.213316956521739,49.4009596086957,81.8716681438127,4201.69983234448,448.467613387543,8.19063545150502,7.76588628762542,7.49832775919732,23731.3444816054,7238.79598662207
324,"d","f","a","s","t",3,4,625,93,12,78,"r",19264.0602006689,0.717984680116517,0.404571151616499,125.17396970903,84.2744495685619,11589.9557897057,933.32365139527,6.83277591973244,8.47826086956522,7.99665551839465,30999.5585284281,5993.37123745819
325,"d","f","a","s","t",3,4,225,11,4,28,"d",511.528428093645,0.320462146549103,0.0908253228944968,27.3450046688963,45.6451905819398,3455.29891258863,503.22394234717,8.38127090301003,7.69899665551839,7.49163879598662,16944.6856187291,3109.39464882943
326,"d","f","a","s","t",3,4,225,11,4,28,"d",1044.52508361204,0.522347217999392,0.185462511097598,16.5723743010033,61.3580224013378,4066.62478397993,444.499763868132,7.31772575250836,9.07357859531773,7.30434782608696,25616.4080267559,4011.50501672241
327,"d","f","a","s","t",3,4,625,93,12,78,"d",252.384615384615,0.0353508109468839,0.00530041133527529,189.031623812709,212.588334401338,9929.54286381271,1348.58183997163,9.72909698996656,6.77591973244147,7.1571906354515,74912.7926421405,16360.7759197324
328,"d","f","a","s","t",3,4,625,31,12,78,"d",606.006688963211,0.156435429927716,0.0381808516560578,89.7551518929766,194.848178381271,11791.0594164181,1278.66198492565,8.73578595317726,7.87625418060201,6.95986622073579,59564.1337792642,16290.3043478261
329,"d","f","a","s","t",3,4,625,93,12,78,"d",1648.88963210702,0.112022152695364,0.0346288938756428,183.682784779264,209.158888571906,11822.1399909465,1186.53465050526,8.4247491638796,6.7190635451505,8.43478260869565,92551.8260869565,9349.41806020067
330,"d","f","a","s","t",3,4,225,33,4,28,"r",5893.13712374582,0.729096989966555,0.34878887726766,63.4176591973244,60.1391482976589,4160.99069118395,341.483926338983,6.47826086956522,9.48160535117057,7.39130434782609,24942.9464882943,3676.05351170569
331,"d","f","a","s","t",3,4,625,93,12,78,"r",18789.6655518395,0.709893192361636,0.394608226381846,220.402420615385,731.440824468227,11707.343390291,932.924579074324,6.85284280936455,7.83277591973244,8.51839464882943,250597.97993311,82751.8996655518
332,"d","f","a","s","t",3,4,625,31,12,78,"r",6143.22073578595,0.78357967418276,0.387047661344266,214.447587662207,287.435827301003,11542.8273406957,999.449540300676,7.59531772575251,8.69230769230769,6.89297658862876,79496.6822742475,26396.2775919732
333,"d","f","a","s","t",3,4,225,33,4,28,"d",520.95652173913,0.0900983074896118,0.0308331130029391,37.5549804715719,108.147535605351,4146.52289488963,549.09365785461,8.54515050167224,7.76923076923077,7.25083612040134,37210.6622073579,6000.62876254181
334,"d","f","a","s","t",3,4,625,93,12,78,"d",1267.6220735786,0.0992915452943503,0.0266217621821843,194.993919117057,250.443417732441,12318.5437652107,1128.86026201773,8.92642140468227,7.12709030100334,7.60200668896321,72662.9431438127,16894.1806020067
335,"d","f","a","s","t",3,4,625,93,12,78,"r",13860.6488294314,0.565109504800949,0.291092250224764,87.4915654046823,742.380114237458,14348.5106927692,959.05269476431,6.28428093645485,10.1137123745819,7.08361204013378,237506.819397993,66577.1304347826
336,"d","f","a","s","t",3,4,225,33,4,28,"d",883.943143812709,0.210398297354819,0.0523166974764366,62.7353354749164,84.6314011337793,2768.29731222074,479.016217981752,7.66555183946488,6.57859531772575,8.81605351170569,20301.1571906355,5538.9397993311
337,"d","f","a","s","t",3,4,225,33,4,28,"r",6719.27424749164,0.768014594101551,0.397684304043782,64.397487006689,228.840614113712,4963.01087561204,305.998157081356,6.03010033444816,10.0869565217391,7.45484949832776,29106.745819398,15879.7692307692
338,"d","f","a","s","t",3,4,225,33,4,28,"d",88.8394648829431,0.0439850005067396,0.00525801175635958,84.4972735953177,157.810899150502,3450.55652259197,505.645977142077,8.79933110367893,7.37123745819398,7.51505016722408,28022.7692307692,13864.9632107023
339,"d","f","a","s","t",3,4,625,31,12,78,"r",7400.94983277592,0.848851008738807,0.466289666199159,78.0832750936455,408.749803595318,11288.8293983378,820.651156722973,6.67558528428094,8.09698996655518,8.68227424749164,130525.053511706,34734.635451505
340,"d","f","a","s","t",3,4,625,93,12,78,"d",931.859531772575,0.081849893911605,0.0195702985938792,151.288316755853,408.410090508361,10676.3849872742,1241.00921391255,8.44481605351171,6.81270903010033,8.4247491638796,129089.387959866,36357.2107023411
341,"d","f","a","s","t",3,4,625,31,12,78,"r",6674.8127090301,0.789837091379868,0.420540099579243,130.705927685619,243.48747080602,13770.7128771171,902.907786037415,6.30434782608696,10.0936454849498,7.07357859531773,99351.2441471572,13782.1404682274
342,"d","f","a","s","t",3,4,625,93,12,78,"r",17893.6923076923,0.688855324198943,0.375791583809832,210.618056347826,84.100386270903,11969.0629502508,962.151177662162,5.93311036789298,8.75919732441472,8.61204013377926,34026.4448160535,5204.96989966555
343,"d","f","a","s","t",3,4,625,31,12,78,"r",7877.15719063545,0.832344373718848,0.496292650124069,101.49616332107,170.06016758194,12334.7787150736,855.991642707483,5.82943143812709,10.6555183946488,7.1571906354515,50741.7591973244,14909.6321070234
344,"d","f","a","s","t",3,4,225,11,4,28,"d",1127.3143812709,0.617816965643053,0.200162315597446,42.6888870033445,37.5555297123746,4509.49747159866,439.613429264493,7.87290969899666,8.49498327759197,7.16053511705686,15727.5217391304,2026.09364548495
345,"d","f","a","s","t",3,4,225,11,4,28,"r",2156.33110367893,0.813621161447248,0.382871247795683,5.82059831103679,46.8575847257525,4944.90634101672,361.542805178082,5.97658862876254,10.2508361204013,7.33110367892977,15854.7725752508,3339.94314381271
346,"d","f","a","s","t",3,4,225,11,4,28,"r",1874.41806020067,0.827303131650958,0.332815664031621,38.6673689364548,250.666897043478,4112.03454181605,370.021420037415,6.81605351170569,9.29765886287625,7.32441471571906,45178.5384615385,24510.7759197324
347,"d","f","a","s","t",3,4,225,11,4,28,"r",2717.92307692308,0.855883247187595,0.482585728792946,6.28976857190635,53.3328669297659,5202.08583905686,308.302842212329,6.1304347826087,9.60869565217391,7.7123745819398,17502.8127090301,4892.77257525084
348,"d","f","a","s","t",3,4,225,11,4,28,"d",1089.63545150502,0.549103070842201,0.193472163271511,5.30823743143813,165.239953063545,4991.22624202341,470.067664349091,7.03678929765886,9.16722408026756,7.4180602006689,28251.3578595318,11902.0602006689
349,"d","f","a","s","t",3,4,625,31,12,78,"d",630.230769230769,0.185133239831697,0.0397070652713346,90.1679402909699,277.327510541806,9995.27328024749,1268.29151278339,8.79933110367893,6.39464882943144,8.49498327759197,94383.1772575251,25651.7859531773
350,"d","f","a","s","t",3,4,625,93,12,78,"r",16395.5317725753,0.645808609342971,0.344328199194447,260.141729963211,112.8813749699,11758.5309490468,773.899322902685,7.11705685618729,8.10033444816053,8.16387959866221,32893.2508361204,8007.127090301
351,"d","f","a","s","t",3,4,625,31,12,78,"d",1339.12040133779,0.29517747329809,0.0843699705469846,95.0195884113712,511.325590073579,11621.4990654649,1160.4664527993,8.38127090301003,7.5685618729097,7.36789297658863,169944.384615385,43194.0702341137
352,"d","f","a","s","t",3,4,225,11,4,28,"r",2294.43143812709,0.912739434478565,0.407391899969596,8.14802878929766,78.7539253812709,5169.88711678261,363.865159564626,7.53177257525084,8.15384615384615,7.53846153846154,21729.237458194,13899.4448160535
353,"d","f","a","s","t",3,4,225,33,4,28,"d",1176.07692307692,0.208269990878687,0.0696068115942029,76.7649457090301,51.3205014849498,4386.69759832107,436.094010507092,8.49163879598662,7.57859531772575,7.55852842809365,21795.1204013378,2748.64214046823
354,"d","f","a","s","t",3,4,625,93,12,78,"d",590.742474916388,0.0555615492501888,0.0124063811270543,142.853255331104,247.092560719064,8752.55213950836,1354.63063535036,8.42809364548495,7.66220735785953,7.561872909699,90407.1872909699,13773.7324414716
355,"d","f","a","s","t",3,4,625,31,12,78,"d",1908.59197324415,0.321501780127306,0.120248977451721,85.0044260367893,173.524201331104,11636.9324762977,1165.84061924242,8.22408026755853,7.04682274247492,7.94648829431438,64218.8963210702,12369.237458194
356,"d","f","a","s","t",3,4,625,93,12,78,"r",15391.9096989967,0.613874204337037,0.323250786240875,242.689993866221,177.278865287625,12431.1334064615,962.972800956229,6.08361204013378,8.8628762541806,8.46153846153846,61347.3344481605,16651.6622073579
357,"d","f","a","s","t",3,4,625,31,12,78,"r",5948.20066889632,0.769985974754558,0.374760610637609,109.697918979933,641.731474267558,12419.284946796,899.962142701695,6.64214046822742,9.01672240802676,7.84615384615385,247690.585284281,37063.8929765886
358,"d","f","a","s","t",3,4,625,31,12,78,"d",1806.55852842809,0.350415363038084,0.113820457223001,66.8472845719064,444.448440959866,13173.9706047291,1153.52825198252,7.47826086956522,8.30100334448161,7.83277591973244,145753.230769231,38500.6120401338
359,"d","f","a","s","t",3,4,625,31,12,78,"d",2433.88963210702,0.423130866328622,0.153344846153846,24.7797788595318,3214.1468693612,13433.1804251806,1099.82631037591,7.1438127090301,7.49832775919732,8.76588628762542,834753.003344482,772780.026755853
360,"d","f","a","s","t",3,4,225,11,4,28,"d",1075.89297658863,0.569474004256613,0.191032090605047,30.9669053712375,119.476483692308,4074.5083999699,400.815182450172,8.04347826086956,8.54849498327759,6.89966555183946,28284.2575250836,11254.8193979933
361,"d","p","a","s","t",3,4,625,93,12,78,"r",20854.3344481605,0.743985327435538,0.437969048369116,216.900728183946,564.206116287625,12476.0407669933,839.779325993243,6.4314381270903,10.1739130434783,6.88963210702341,137478.525083612,54550.1939799331
362,"d","p","a","s","t",3,4,225,33,4,28,"r",7674.75919732441,0.819499341238472,0.45423525914665,85.1981153511706,68.1100016354515,4251.66760249164,290.901781808874,6.80602006688963,9.78260869565217,6.58528428093646,18520.9966555184,7119.58528428094
363,"d","p","a","s","t",3,4,225,33,4,28,"d",1405.81605351171,0.202087767305159,0.0832040638491943,104.926148073579,29.8101806421405,3352.12324894649,390.20351320339,8.29765886287625,8.55518394648829,6.74247491638796,11093.4581939799,2235.02675585284
364,"d","p","a","s","t",3,4,625,31,12,78,"r",8874.05351170569,0.878951343186967,0.559101137015859,165.711825812709,80.4724533411371,11881.9407068528,770.162923976109,7.37458193979933,9.27090301003344,6.79933110367893,26975.72909699,6390.45819397993
365,"d","p","a","s","t",3,4,225,33,4,28,"d",1942.86956521739,0.29218607479477,0.114989900374987,76.0557555117057,36.2240079899666,4020.02434502341,380.92293864684,6.63545150501672,9.21739130434783,7.52842809364549,11963.6254180602,3330.02675585284
366,"d","p","a","s","t",3,4,625,31,12,78,"d",2936.15384615385,0.458409752939907,0.184989516344805,244.394019394649,117.048246327759,10384.7208724983,1193.76257730282,8.25752508361204,8.38127090301003,6.79264214046823,46223.1137123746,8710.97993311037
367,"d","p","a","s","t",3,4,225,33,4,28,"d",1506.74581939799,0.25296442687747,0.0891776526806527,102.271255351171,23.0650797491639,3817.26644111706,517.907869736111,7.88294314381271,8.8494983277592,6.83277591973244,10524.0066889632,906.47491638796
368,"d","p","a","s","t",3,4,225,33,4,28,"r",6084.6220735786,0.695449478058174,0.360122029593595,76.2117506187291,310.313316060201,5010.98202951505,328.332123051546,6.04013377926421,11.180602006689,6.30434782608696,131509.498327759,19009.5785953177
369,"d","p","a","s","t",3,4,625,93,12,78,"d",2667.40802675585,0.155248678390333,0.056019148739526,256.161299558528,71.3870906354515,9699.59260642141,1407.02958600749,7.5685618729097,7.85284280936455,8.18060200668896,26864.4782608696,5077.30100334448
370,"d","p","a","s","t",3,4,625,31,12,78,"d",2738.90969899666,0.419786384723271,0.172562339734599,181.32841119398,85.1936267859532,10409.0123388829,1276.08890380969,7.68227424749164,9.16722408026756,6.68896321070234,26690.779264214,6004.41471571906
371,"d","p","a","s","t",3,4,225,11,4,28,"d",1277.96989966555,0.615384615384615,0.226912226816662,67.5931333712375,27.7175411003344,3609.85626523746,466.242021523636,8.54849498327759,8.09698996655518,6.73244147157191,11727.8662207358,1849.29765886288
372,"d","p","a","s","t",3,4,625,31,12,78,"r",7621.00668896321,0.819074333800841,0.480154134966016,111.756084160535,178.269955391304,13536.8644043645,818.763350255973,5.77257525083612,9.87290969899666,7.68561872909699,45675.3846153846,15669.6220735786
373,"d","p","a","s","t",3,4,225,33,4,28,"r",9074.47491638796,0.84726867335563,0.537078282051282,52.9741146588629,65.0151673244147,4494.50694980268,258.125579010274,5.81605351170569,10.2307692307692,7.16387959866221,15027.1404682274,6667.28093645485
374,"d","p","a","s","t",3,4,625,93,12,78,"d",3352.89632107023,0.17671809256662,0.0704153246304887,256.331696033445,92.098988361204,8533.85710138127,1495.62987813523,7.75585284280936,8.1571906354515,7.37123745819398,41614.9331103679,4184.53511705686
375,"d","p","a","s","t",3,4,225,33,4,28,"d",1088.49498327759,0.203607986216682,0.0644232216479173,94.8481308896321,26.0738002441472,4290.34207081605,491.710861980769,7.46822742474916,8.62207357859532,7.37123745819398,8486.2474916388,2125.53511705686
376,"d","p","a","s","t",3,4,625,31,12,78,"r",8051.2474916388,0.844967094616463,0.507261041428417,132.475076849498,187.861582428094,14211.3586429231,853.127467944828,6.32775919732441,10.8327759197324,6.31438127090301,43562.8361204013,15041.1839464883
377,"d","p","a","s","t",3,4,225,11,4,28,"r",3004.50501672241,0.874429917908179,0.533470308604439,28.494030729097,62.6205903344482,5078.73243451505,313.502886162069,5.52842809364549,11.1371237458194,6.72909698996656,13679.1939799331,5991.85618729097
378,"d","p","a","s","t",3,4,225,11,4,28,"r",2994.37123745819,0.862876254180602,0.531670987534205,23.243359458194,47.7546439364548,4206.03403883612,292.933842017182,6.95317725752508,8.63879598662207,7.68896321070234,8578.36120401338,3512.54515050167
379,"d","p","a","s","t",3,4,625,93,12,78,"r",22900.8160535117,0.779803646563815,0.480947912216348,208.780851889632,405.52621977592,13928.7213428428,786.409892187075,6.20735785953177,9.61872909698997,7.21070234113712,60378.2408026756,34028.27090301
380,"d","p","a","s","t",3,4,225,33,4,28,"r",8190.27759197324,0.814330596939293,0.484746527820006,63.1610225585284,79.5391926989967,4634.17106457191,294.821510210169,5.8628762541806,9.83277591973244,7.80936454849498,29773.0869565217,7550.11036789298
381,"d","p","a","s","t",3,4,625,31,12,78,"r",7473.24080267559,0.825008091487755,0.470844288704283,86.5799906688963,1774.84762318395,12805.3019435452,839.697248085616,6.56521739130435,9.95986622073579,6.90301003344482,757580.946488294,108060.959866221
382,"d","p","a","s","t",3,4,225,33,4,28,"d",2294.1872909699,0.295733252254991,0.135782852133374,102.122123565217,40.9095483177258,3188.60689887625,337.022962759336,7.79264214046823,8.66220735785953,7.08695652173913,12225.9464882943,3236.10367892977
383,"d","p","a","s","t",3,4,625,93,12,78,"r",21511.7926421405,0.7671449634984,0.451776554033157,231.06527993311,2586.32202347492,12374.6258879164,832.423278955932,6.38127090301003,9.95652173913044,7.19397993311037,1142350.05685619,124991.100334448
384,"d","p","a","s","t",3,4,625,31,12,78,"d",2027.5652173913,0.350415363038084,0.127744770525407,174.285059113712,135.877017993311,9987.87650847826,1123.35684244074,8.13377926421405,8.4247491638796,7.04682274247492,50525.491638796,9990.01003344482
385,"d","p","a","s","t",3,4,625,31,12,78,"r",8573.61204013378,0.881648505771928,0.540172113604488,123.32890790301,130.255708688963,13222.0770924749,787.394554503401,5.63210702341137,11.2341137123746,6.67558528428094,44693.7892976589,10455.5016722408
386,"d","p","a","s","t",3,4,625,93,12,78,"r",22429.127090301,0.762937389865861,0.471041810335527,139.186608535117,98.0297667257525,14067.4990197358,814.847230503401,5.70234113712375,10.8829431438127,7.03344481605351,24823.4046822742,7339.92642140468
