"EXPERIMENT","MODEL","SPECIES","INTERACTIONS","QUALITY","COMPLEXITY","CLONES","GRIDS","RESOURCES","SITES","OBSTACLES","DIFFICULTY","CAPTURES_TOTAL","CAPTURES_BEST_CASE","CAPTURES_MEAN","TOT_FITNESS_MEAN","RATE_COMMUNICATION","RATE_MOTION","RES_E2C_STEPS_MEAN","SIGNAL_SENT","SIGNAL_RECEIVED"
4489,"a","g","u","l",3,8,625,31,12,78,"r",3.90301003344482,0.0453123314273384,0.000245891681950588,0.00174265551839465,91.3030082675585,1351.6950899699,743.27246185614,41807.0033444816,409.224080267559
4490,"a","g","u","l",3,8,625,93,12,78,"d",0.177257525083612,0.0017261840543748,3.72240802675585e-06,0.000779785953177258,121.77186280602,1395.33806004682,828.63829787234,58578.6421404682,303.254180602007
4491,"a","g","u","l",3,8,225,33,4,28,"r",2.60869565217391,0.0291882031012466,0.000154387655822438,0.00146847826086957,35.3279612441472,645.529107003345,295.602099715867,16028.7090301003,235.919732441472
4492,"a","g","u","l",3,8,225,33,4,28,"d",0.00668896321070234,0.000202695854869768,3.95865004560657e-07,0.000753421404682274,105.721669444816,283.059599294314,378.5,52838.4080267559,222.23745819398
4493,"a","g","u","l",3,8,625,31,12,78,"r",15.0735785953177,0.0610637609235085,0.000949682921566512,0.00445391638795987,142.515082377926,1591.93727093311,745.772387519031,65951.0468227425,843.468227424749
4494,"a","g","u","l",3,8,625,31,12,78,"r",2158.54849498328,0.356672780235193,0.135997243823498,0.527805147157191,544.694600056856,1805.87852042475,459.839307566553,225137.277591973,22241.5719063545
4495,"a","g","u","l",3,8,625,31,12,78,"d",0.0301003344481605,0.000863092027187399,1.89632107023411e-06,0.0007001872909699,70.316725916388,1688.02223516388,594.5,31658.7391304348,230.180602006689
4496,"a","g","u","l",3,8,225,33,4,28,"r",2.52173913043478,0.0280733758994629,0.000149241309415222,0.0014677491638796,48.3855490468227,588.676316438127,294.799906444015,22210.0769230769,377.521739130435
4497,"a","g","u","l",3,8,625,31,12,78,"r",171.608695652174,0.119969791779048,0.0108120248138958,0.042579491638796,192.191934939799,1965.09054226756,585.301033754266,68696.5685618729,3183.70234113712
4498,"a","g","u","l",3,8,225,11,4,28,"d",0.00668896321070234,0.000608087564609304,1.18759501368197e-06,0.000725060200668896,22.4274269498328,562.886071625418,135,10143.1538461538,109.903010033445
4499,"a","g","u","l",3,8,625,31,12,78,"d",0.0301003344481605,0.000970978530585824,1.89632107023411e-06,0.000753976588628763,48.9947999632107,1935.42980465217,757.444444444444,21046.9765886288,149.752508361204
4500,"a","g","u","l",3,8,625,31,12,78,"r",2.17391304347826,0.0334448160535117,0.000136956845398641,0.00135180267558528,301.937192598662,1318.07289884615,801.226613970037,146286.538461538,2738.70568561873
4501,"a","g","u","l",3,8,225,33,4,28,"d",0.00334448160535117,0.000101347927434884,1.97932502280328e-07,0.000756341137123746,81.2725552006689,412.776618234114,217,40290.9331103679,176.789297658863
4502,"a","g","u","l",3,8,625,31,12,78,"d",1.36120401337793,0.0233034847340598,8.57559607293128e-05,0.00102935785953177,241.681999438127,1861.07417258528,879.161766179245,119344.468227425,531.367892976589
4503,"a","g","u","l",3,8,625,31,12,78,"r",10.3578595317726,0.0516776351278455,0.000652572014241018,0.00326198327759197,144.521973866221,1522.84624488294,776.466793133562,67923.7357859532,683.026755852843
4504,"a","g","u","l",3,8,625,31,12,78,"d",0.183946488294314,0.0034523681087496,1.15886287625418e-05,0.000753996655518395,104.277944287625,1719.14284551839,938.78229165625,49749.0969899666,237.588628762542
4505,"a","g","u","l",3,8,625,93,12,78,"r",3105.81605351171,0.164598842018197,0.0652263067932535,0.759064277591973,394.929837280936,1542.34789751171,375.80861985034,159220.371237458,18310.2608695652
4506,"a","g","u","l",3,8,225,33,4,28,"d",0.0602006688963211,0.00152021891152326,3.56278504104591e-06,0.000808204013377926,116.900625314381,360.211244063545,514.6,58294.4046822742,226.314381270903
4507,"a","g","u","l",3,8,625,93,12,78,"r",2338.91304347826,0.153918078181753,0.0491203125112382,0.571766939799331,366.843096347826,1547.39715020401,410.965621268707,138505.006688963,16175.3010033445
4508,"a","g","u","l",3,8,625,93,12,78,"d",0.0100334448160535,0.000107886503398425,2.10702341137124e-07,0.000749160535117057,116.197715913043,1233.20609670903,722,55294.3344481605,310.190635451505
4509,"a","g","u","l",3,8,625,31,12,78,"r",19.8160535117057,0.0552378897399935,0.00124847728989103,0.0055975618729097,179.895242842809,1584.38880207692,685.133109718213,80364.2876254181,1884.77926421405
4510,"a","g","u","l",3,8,625,31,12,78,"d",0.217391304347826,0.00625741719710864,1.3695652173913e-05,0.000761976588628763,175.163049565217,2053.78382977592,855.655172413793,84582.3946488294,571.428093645485
4511,"a","g","u","l",3,8,225,11,4,28,"r",5.37123745819398,0.107023411371237,0.000953659166920037,0.00200578260869565,36.1361565785953,811.684429424749,290.648161638889,16345.0836120401,200.086956521739
4512,"a","g","u","l",3,8,225,11,4,28,"d",0.11371237458194,0.00912131346913956,2.01891152325935e-05,0.000734859531772575,23.2534289498328,638.461041575251,396.666666666667,10369.6053511706,135.598662207358
4513,"a","g","u","l",3,8,225,11,4,28,"r",3.2742474916388,0.0924293098206142,0.000581331711766494,0.0014898093645485,32.5313148862876,864.967926464883,296.205010929368,14763.7056856187,141.591973244147
4514,"a","g","u","l",3,8,225,33,4,28,"d",0.20066889632107,0.00547278808148373,1.18759501368197e-05,0.000773963210702341,50.4297915685619,436.368944220736,379.768518518519,23929.2274247492,229.391304347826
4515,"a","g","u","l",3,8,225,11,4,28,"d",0.00668896321070234,0.000608087564609304,1.18759501368197e-06,0.000696254180602007,60.4825128494983,430.708160869565,541,29621.4481605351,162.130434782609
4516,"a","g","u","l",3,8,625,31,12,78,"r",3.97993311036789,0.0392706872370266,0.000250737404250728,0.00177417725752508,159.11542335786,1555.68041866221,773.50874131338,76271.1638795987,675.133779264214
4517,"a","g","u","l",3,8,625,93,12,78,"r",62.1605351170569,0.0267198906750099,0.00130544995864351,0.0159612608695652,138.580776645485,1233.05688186957,673.477285914966,58531.1571906355,1498.95986622074
4518,"a","g","u","l",3,8,225,33,4,28,"r",32.1705685618729,0.0499645282253978,0.00190402026958549,0.00867956856187291,57.331279638796,579.00352041806,283.162505760274,24017.0501672241,864.374581939799
4519,"a","g","u","l",3,8,225,11,4,28,"r",1.47157190635451,0.0711462450592885,0.000261270903010033,0.00108775919732441,22.1678899397993,786.782203287625,298.810962902222,9581.22408026756,130.438127090301
4520,"a","g","u","l",3,8,625,31,12,78,"d",0.0635451505016722,0.00194195706117165,4.00334448160535e-06,0.000710173913043478,151.252873719064,1505.6788117291,802.25,73410.4682274247,294.608695652174
4521,"a","g","u","l",3,8,625,93,12,78,"r",4.48160535117057,0.0131981155824073,9.41148631639515e-05,0.00191608026755853,125.390637615385,1380.91214159532,694.19959795189,56116.9397993311,958.060200668896
4522,"a","g","u","l",3,8,625,31,12,78,"d",0.207357859531773,0.00582587118351494,1.30635451505017e-05,0.000809769230769231,106.938211568562,2334.81585058528,901.12962962963,50648.4046822742,262.832775919732
4523,"a","g","u","l",3,8,225,11,4,28,"r",0.936454849498328,0.0519914867740955,0.000166263301915476,0.00102446153846154,28.6281872976589,812.458200113712,319.668417335294,12968.3846153846,139.418060200669
4524,"a","g","u","l",3,8,225,33,4,28,"d",0.0133779264214047,0.000405391709739536,7.91730009121314e-07,0.000753508361204013,36.518635909699,427.758929086957,441.75,16875.2976588629,166.478260869565
4525,"a","g","u","l",3,8,625,93,12,78,"d",0.351170568561873,0.00291293559175747,7.37458193979933e-06,0.000781892976588629,178.822604882943,1017.3451931806,939.882716037037,85395.0969899666,1235.08026755853
4526,"a","g","u","l",3,8,625,31,12,78,"r",4.12374581939799,0.0414284173049951,0.000259798791671162,0.00176350836120401,124.3659459699,1762.65940461873,680.281776958333,58605.9197324415,424.374581939799
4527,"a","g","u","l",3,8,625,93,12,78,"d",0.277591973244147,0.00251735174596325,5.82943143812709e-06,0.000806662207357859,112.817548926421,1309.18862962542,964.292857142857,49669.0401337793,1060.15384615385
4528,"a","g","u","l",3,8,225,33,4,28,"d",0.0133779264214047,0.000405391709739536,7.91730009121314e-07,0.000782588628762542,55.3928063311037,302.975667133779,343.5,26305.3043478261,303.09364548495
4529,"a","g","u","l",3,8,225,33,4,28,"r",2.00334448160535,0.0265531569879396,0.000118561568865917,0.00134523411371237,36.7641417759197,524.265193441472,305.483268152344,16648.0401337793,259.030100334448
4530,"a","g","u","l",3,8,625,31,12,78,"d",1.47826086956522,0.0264321933326141,9.31304347826087e-05,0.00103313712374582,124.962766063545,1648.34245619732,863.302402328829,59897.4648829431,308.183946488294
4531,"a","g","u","l",3,8,225,33,4,28,"r",5.24080267558528,0.0328367284889024,0.000310166311948921,0.00210478929765886,59.6493319799331,507.61378377592,296.262602542662,27456.8628762542,563.167224080268
4532,"a","g","u","l",3,8,625,93,12,78,"r",4409.3143812709,0.21782285036142,0.0926015235372388,1.07732268227425,512.190915889632,1652.73281989632,371.805411725424,202819.605351171,26902.4882943144
4533,"a","g","u","l",3,8,625,31,12,78,"r",4.58528428093646,0.0490883590462833,0.000288876793613119,0.00192639799331104,154.784790003344,1668.26320109365,771.945828423611,73513.4046822743,652.311036789298
4534,"a","g","u","l",3,8,225,11,4,28,"d",0.040133779264214,0.00364852538765582,7.12557008209182e-06,0.000762969899665552,39.5932465852843,616.11481587291,410,18793.4949832776,127.765886287625
4535,"a","g","u","l",3,8,625,31,12,78,"r",5.49498327759197,0.0436940338763621,0.000346191390657029,0.00214260535117057,138.282908752508,1664.91538809699,753.360042494915,65104.5618729097,567.678929765886
4536,"a","g","u","l",3,8,625,93,12,78,"d",0.0602006688963211,0.000467508181393174,1.26421404682274e-06,0.00076328762541806,121.561924715719,1171.97481797324,1293.40384615385,58297.6956521739,262.033444816054
4537,"a","g","u","l",3,8,225,11,4,28,"r",2.41137123745819,0.0808756460930374,0.000428128914563697,0.00133522742474916,45.9189416053512,774.95512341806,304.793663185039,21659.1170568562,189.558528428094
4538,"a","g","u","l",3,8,225,33,4,28,"r",4.25752508361204,0.030607074085335,0.000251972230667883,0.00188695317725753,48.1578042341137,535.452771809365,323.293294989091,22261.5317725753,369.1872909699
4539,"a","g","u","l",3,8,225,11,4,28,"d",0.0702341137123746,0.00547278808148373,1.24697476436607e-05,0.000730635451505017,58.9633670501672,595.918151214047,399.888888888889,28477.2675585284,207.755852842809
4540,"a","g","u","l",3,8,225,11,4,28,"r",2.48829431438127,0.082091821222256,0.000441785345089693,0.00135266220735786,86.2045159297659,771.474288879599,318.341093736842,42257.3678929766,336.635451505017
4541,"a","g","u","l",3,8,225,33,4,28,"r",1.85284280936455,0.0271612445525489,0.000109654606263302,0.00127710702341137,31.473825083612,583.584382391304,290.263605355102,14124.2341137124,178.678929765886
4542,"a","g","u","l",3,8,225,11,4,28,"d",0.0334448160535117,0.00273639404074187,5.93797506840985e-06,0.000685682274247492,41.4016835585284,523.93432493311,463.111111111111,19483.474916388,168.769230769231
4543,"a","g","u","l",3,8,225,11,4,28,"d",0.581939799331104,0.0377014290057768,0.000103320766190331,0.0007821872909699,33.0297798528428,522.225386234114,387.931300788618,14693.5919732441,245.672240802676
4544,"a","g","u","l",3,8,625,31,12,78,"d",0.414715719063545,0.0119754018772252,2.61270903010033e-05,0.00076495652173913,79.7821118327759,1252.92411512375,847.989393936364,35911.1705685619,254.066889632107
4545,"a","g","u","l",3,8,225,33,4,28,"r",1.74581939799331,0.0261477652782001,0.000103320867538259,0.00127051839464883,64.6195451672241,570.550225535117,309.06122994332,30856.72909699,364.190635451505
4546,"a","g","u","l",3,8,225,33,4,28,"r",3.02675585284281,0.0293908989561163,0.000179129421303334,0.00157286287625418,47.7163260936455,592.646203073579,275.28233664,22200.8595317726,268.458193979933
4547,"a","g","u","l",3,8,225,11,4,28,"r",1.89297658862876,0.0817877774399514,0.000336089388871998,0.00122263879598662,34.7519265585284,981.454254652174,290.421629965385,16121.1538461538,141.454849498328
4548,"a","g","u","l",3,8,225,33,4,28,"r",280.996655518395,0.0919225701834397,0.0166309437519003,0.069395635451505,132.090842759197,586.060833869565,273.310794851211,54860.4347826087,3277.84280936455
4549,"a","g","u","l",3,8,225,33,4,28,"d",0.0167224080267559,0.00050673963717442,9.89662511401642e-07,0.000769387959866221,45.7550162809365,374.649358080268,360,22045.4581939799,134.394648829431
4550,"a","g","u","l",3,8,225,11,4,28,"d",1.04013377926421,0.0565521435086652,0.000184671024627546,0.000936207357859532,29.3915456287625,685.085577779264,314.768913792135,13400.1404682274,128.351170568562
4551,"a","g","u","l",3,8,625,93,12,78,"d",0.230769230769231,0.0021577300679685,4.84615384615385e-06,0.000801779264214047,171.316229441472,1576.89394941806,947.766666666667,83363,379.394648829431
4552,"a","g","u","l",3,8,225,11,4,28,"r",1.01003344481605,0.054119793250228,0.000179326847065977,0.00102755183946488,84.8692904414716,705.366475063545,265.76800762069,41771.1304347826,274.498327759197
4553,"a","g","u","l",3,8,225,11,4,28,"d",0.387959866220736,0.0307084220127698,6.88805107935543e-05,0.00080766889632107,17.1831752943144,531.562786959866,310.146048103093,7226.89632107023,95.8294314381271
4554,"a","g","u","l",3,8,625,93,12,78,"r",37.8996655518395,0.0221167331966771,0.00079593936778509,0.0100585652173913,148.63804435786,1194.73401529097,694.151232635135,64786.6053511706,1943.99331103679
4555,"a","g","u","l",3,8,625,31,12,78,"d",4.561872909699,0.0360340921350739,0.000287403711295717,0.0017900602006689,101.873653949833,1962.21750192308,947.24258538806,46971.1304347826,481.117056856187
4556,"a","g","u","l",3,8,625,93,12,78,"d",0.0769230769230769,0.000827129859387924,1.61538461538462e-06,0.000735070234113712,153.737895431438,1287.33730885284,1168,72245.5551839465,1095.29765886288
4557,"a","g","u","l",3,8,625,93,12,78,"d",122.394648829431,0.0254252526342288,0.00257044798072428,0.0305239498327759,276.972564377926,1589.76904089967,917.168756338403,88097.4414715719,4242.43143812709
4558,"a","g","u","l",3,8,625,31,12,78,"d",0.0769230769230769,0.00226561657136692,4.84615384615385e-06,0.00072580602006689,116.410874364548,1435.43557909699,1059.85714285714,55323.5284280936,417.591973244147
4559,"a","g","u","l",3,8,225,33,4,28,"d",0.00334448160535117,0.000101347927434884,1.97932502280328e-07,0.000737247491638796,25.3630848461538,354.618767862876,62,11594.7525083612,125.327759197324
4560,"a","g","u","l",3,8,225,11,4,28,"r",1.50167224080268,0.0699300699300699,0.000266615080571602,0.00112501337792642,53.2560287558528,903.538141023411,326.540715324201,25538.5284280936,167.792642140468
4561,"a","g","u","l",4,10,625,31,12,78,"r",0,0,0,0.000826645484949833,191.476496735786,2110.8791866689,NA,92751.3377926421,590.605351170569
4562,"a","g","u","l",4,10,225,11,4,28,"r",0,0,0,0.000817675585284281,30.4124682006689,1078.69985848161,NA,13601.9933110368,163.973244147157
4563,"a","g","u","l",4,10,625,93,12,78,"d",0,0,0,0.000782026755852843,155.260731946488,1881.24235038127,NA,74487.3377926421,396.876254180602
4564,"a","g","u","l",4,10,625,31,12,78,"r",0,0,0,0.000819692307692308,180.914081655518,1911.55812301003,NA,87268.0234113712,557.846153846154
4565,"a","g","u","l",4,10,625,93,12,78,"r",0,0,0,0.000817170568561873,176.680072454849,1326.81553702676,NA,82804.6153846154,1181.24080267559
4566,"a","g","u","l",4,10,225,33,4,28,"r",0,0,0,0.000857451505016722,56.4743672274248,691.495178826087,NA,26878.2842809365,264.869565217391
4567,"a","g","u","l",4,10,625,31,12,78,"r",0,0,0,0.000839672240802676,144.890598438127,1742.04206688294,NA,68491.9565217391,513.05016722408
4568,"a","g","u","l",4,10,625,31,12,78,"r",0,0,0,0.000839869565217391,249.488620494983,1853.07555740468,NA,120424.64548495,1292.83612040134
4569,"a","g","u","l",4,10,225,33,4,28,"r",0,0,0,0.000854488294314381,50.8368450334448,704.205933421405,NA,24076.0234113712,221.658862876254
4570,"a","g","u","l",4,10,225,11,4,28,"d",0,0,0,0.000762234113712375,60.0364361371237,752.896483936455,NA,29041.9397993311,183.501672240803
4571,"a","g","u","l",4,10,225,11,4,28,"r",0,0,0,0.000800816053511706,41.9146499464883,1020.26016365217,NA,19282.2876254181,218.354515050167
4572,"a","g","u","l",4,10,625,93,12,78,"d",0,0,0,0.00075590635451505,125.050911468227,1699.22311307358,NA,55996.9364548495,481.277591973244
4573,"a","g","u","l",4,10,625,31,12,78,"d",0,0,0,0.000717511705685619,208.77864319398,2026.32760850836,NA,101545.919732441,461.183946488294
4574,"a","g","u","l",4,10,225,33,4,28,"d",0,0,0,0.000726127090301003,42.5627020468227,439.284914107023,NA,19803.2675585284,205.789297658863
4575,"a","g","u","l",4,10,225,11,4,28,"r",0,0,0,0.000838946488294314,37.3978883411371,993.650442474916,NA,17334.1538461538,143.732441471572
4576,"a","g","u","l",4,10,625,31,12,78,"d",0,0,0,0.000734414715719064,73.9338937725752,2174.25393846823,NA,32384.7391304348,338.90635451505
4577,"a","g","u","l",4,10,625,93,12,78,"d",0,0,0,0.000713799331103679,107.638736749164,1256.66410780268,NA,50131.9531772575,360.010033444816
4578,"a","g","u","l",4,10,625,93,12,78,"r",0,0,0,0.000791521739130435,179.945854254181,1262.62618841806,NA,76585.2508361204,2235.69565217391
4579,"a","g","u","l",4,10,625,31,12,78,"r",0,0,0,0.000841066889632107,263.186513204013,1916.25504895987,NA,129204.214046823,758.103678929766
4580,"a","g","u","l",4,10,625,31,12,78,"r",0,0,0,0.000838739130434783,215.393087204013,1901.90677214716,NA,101349.180602007,1380.5652173913
4581,"a","g","u","l",4,10,225,11,4,28,"d",0,0,0,0.000691137123745819,52.7204021906355,767.999189558528,NA,25122.9464882943,221.749163879599
4582,"a","g","u","l",4,10,625,93,12,78,"r",0,0,0,0.000795719063545151,205.431744702341,1598.35671595652,NA,96655.6454849498,1346.43143812709
4583,"a","g","u","l",4,10,625,93,12,78,"d",0,0,0,0.000725401337792642,166.584957254181,1486.88036902007,NA,79637.491638796,550.301003344482
4584,"a","g","u","l",4,10,625,93,12,78,"d",0,0,0,0.000708040133779264,141.113907919732,1425.42601595318,NA,67602.8528428094,280.096989966555
4585,"a","g","u","l",4,10,625,31,12,78,"r",0,0,0,0.000839963210702341,170.859433337793,1674.70036796656,NA,82336.5183946488,464.585284280936
4586,"a","g","u","l",4,10,225,11,4,28,"d",0,0,0,0.000673214046822743,58.9889862876254,599.683227511706,NA,28208.3076923077,250.150501672241
4587,"a","g","u","l",4,10,225,11,4,28,"d",0,0,0,0.000730063545150502,31.0825990869565,761.555882458194,NA,14083.5150501672,148.785953177258
4588,"a","g","u","l",4,10,625,31,12,78,"r",0,0,0,0.000846448160535117,185.163082220736,1811.54522844147,NA,89554.1137123746,593.953177257525
4589,"a","g","u","l",4,10,225,33,4,28,"d",0,0,0,0.000720214046822742,85.2550881270903,514.485308652174,NA,41114.2307692308,397.866220735786
4590,"a","g","u","l",4,10,225,11,4,28,"r",0,0,0,0.000831224080267559,43.3743267725753,1110.38852776589,NA,20045.3444816054,283.943143812709
4591,"a","g","u","l",4,10,625,31,12,78,"d",0,0,0,0.000709822742474916,264.914186167224,2395.38538573579,NA,129768.491638796,684.71906354515
4592,"a","g","u","l",4,10,225,11,4,28,"d",0,0,0,0.000738896321070234,26.7942421204013,907.006002675585,NA,12103.1170568562,129.167224080268
4593,"a","g","u","l",4,10,625,93,12,78,"d",0,0,0,0.000763421404682274,206.761541929766,1602.75882455184,NA,101555.869565217,443.879598662207
4594,"a","g","u","l",4,10,225,11,4,28,"d",0,0,0,0.000730127090301003,29.6379790434783,744.721669441472,NA,13399.4080267559,138.622073578595
4595,"a","g","u","l",4,10,625,93,12,78,"r",0,0,0,0.000781869565217391,179.313564301003,1357.93844670569,NA,80029.381270903,1604.23745819398
4596,"a","g","u","l",4,10,225,11,4,28,"r",0,0,0,0.000811615384615385,24.7086573076923,1068.29808957525,NA,10829.3712374582,161.180602006689
4597,"a","g","u","l",4,10,625,93,12,78,"r",0,0,0,0.000787103678929766,208.306535658863,1438.2512080301,NA,98635.6688963211,1166.04013377926
4598,"a","g","u","l",4,10,225,11,4,28,"d",0,0,0,0.000752374581939799,42.80368109699,1033.60665062542,NA,19550.4147157191,211.939799331104
4599,"a","g","u","l",4,10,625,93,12,78,"d",0,0,0,0.000726090301003345,239.515996876254,1503.46330824749,NA,116909.117056856,743.735785953177
4600,"a","g","u","l",4,10,625,31,12,78,"d",0,0,0,0.000723715719063545,389.703320511706,2332.68306421739,NA,194133.100334448,720.494983277592
4601,"a","g","u","l",4,10,225,33,4,28,"r",0,0,0,0.000848969899665552,60.5011230869565,665.345173578595,NA,27326.0401337793,545.468227424749
4602,"a","g","u","l",4,10,225,11,4,28,"d",0,0,0,0.000727117056856187,50.5323861772575,738.720519769231,NA,23942.1973244147,207.147157190635
4603,"a","g","u","l",4,10,225,33,4,28,"r",0,0,0,0.000853886287625418,57.9241738795987,692.946220026756,NA,27195.0267558528,337.147157190635
4604,"a","g","u","l",4,10,225,11,4,28,"r",0,0,0,0.000826297658862876,57.5070216622074,950.700034816054,NA,27793.2976588629,185.016722408027
4605,"a","g","u","l",4,10,625,31,12,78,"d",0,0,0,0.000694852842809365,173.36452845485,2191.37273943144,NA,82808.8394648829,581.304347826087
4606,"a","g","u","l",4,10,625,31,12,78,"d",0,0,0,0.000715167224080268,183.010006879599,2544.73110846154,NA,88285.0602006689,453.795986622074
4607,"a","g","u","l",4,10,625,93,12,78,"r",0,0,0,0.000801013377926421,180.527761351171,1362.4293996388,NA,83006.4581939799,1397.31772575251
4608,"a","g","u","l",4,10,225,33,4,28,"r",0,0,0,0.000864163879598662,29.9898681304348,772.396072421405,NA,12840.5852842809,213.929765886288
4609,"a","g","u","l",4,10,625,93,12,78,"r",0,0,0,0.000798056856187291,149.205110344482,1219.06397583612,NA,64066.745819398,1630.55518394649
4610,"a","g","u","l",4,10,625,93,12,78,"r",0,0,0,0.000809418060200669,131.831612735786,1515.30999119064,NA,60596.1404682274,706.026755852843
4611,"a","g","u","l",4,10,225,33,4,28,"r",0,0,0,0.000847361204013378,73.9636675250836,659.512469494983,NA,34984.2943143813,517.183946488294
4612,"a","g","u","l",4,10,225,11,4,28,"d",0,0,0,0.00068347491638796,80.2884414916388,791.017656100334,NA,39050.4515050167,322.672240802676
4613,"a","g","u","l",4,10,225,33,4,28,"r",0,0,0,0.00083304347826087,42.3273602809365,673.406301789298,NA,19468.6622073579,260.297658862876
4614,"a","g","u","l",4,10,225,11,4,28,"r",0,0,0,0.000787344481605351,28.034313173913,1000.63190410033,NA,12678.745819398,129.571906354515
4615,"a","g","u","l",4,10,225,11,4,28,"r",0,0,0,0.00081428762541806,33.5725526020067,1088.49768064883,NA,15281.6488294314,179.290969899666
4616,"a","g","u","l",4,10,225,33,4,28,"d",0,0,0,0.000748183946488294,117.367036829431,363.193117230769,NA,57959.4983277592,332.290969899666
4617,"a","g","u","l",4,10,625,93,12,78,"r",0,0,0,0.000816732441471572,225.561166996656,1293.77670314716,NA,104860.652173913,1978.52842809365
4618,"a","g","u","l",4,10,225,33,4,28,"d",0,0,0,0.000729541806020067,86.0106601170569,501.863698899666,NA,42082.4247491639,299.086956521739
4619,"a","g","u","l",4,10,225,33,4,28,"d",0,0,0,0.000768635451505017,40.1388608494983,470.757263344482,NA,18527.6220735786,231.180602006689
4620,"a","g","u","l",4,10,225,33,4,28,"d",0,0,0,0.000743418060200669,102.315955110368,476.160475892977,NA,50270.237458194,338.685618729097
4621,"a","g","u","l",4,10,625,31,12,78,"r",0,0,0,0.000821016722408027,160.523580789298,1909.73008944816,NA,75381.016722408,780.80602006689
4622,"a","g","u","l",4,10,225,11,4,28,"r",0,0,0,0.000797852842809365,63.9410922809365,1021.24289905686,NA,30962.8093645485,211.073578595318
4623,"a","g","u","l",4,10,625,93,12,78,"d",0,0,0,0.000743678929765886,230.662703354515,1570.71187769565,NA,109978.301003344,1619.76923076923
4624,"a","g","u","l",4,10,225,33,4,28,"r",0,0,0,0.000835769230769231,74.2980373043478,719.550258214047,NA,34921.1505016722,487.314381270903
4625,"a","g","u","l",4,10,625,93,12,78,"d",0,0,0,0.000743130434782609,153.583748779264,1497.06063133445,NA,72176.2173913044,690.190635451505
4626,"a","g","u","l",4,10,225,11,4,28,"r",0,0,0,0.000794277591973244,74.8170067759197,997.898025511706,NA,36323.1906354515,248.85618729097
4627,"a","g","u","l",4,10,225,33,4,28,"d",0,0,0,0.000758919732441472,97.0163365953177,501.193933785953,NA,47762.6053511706,280.006688963211
4628,"a","g","u","l",4,10,625,93,12,78,"d",0,0,0,0.000716866220735786,232.628853551839,1425.0608795786,NA,107009.515050167,2305.97658862876
4629,"a","g","u","l",4,10,625,93,12,78,"d",0,0,0,0.000729488294314381,220.464301150502,1462.26322725084,NA,106750.595317726,1000.79264214047
4630,"a","g","u","l",4,10,225,11,4,28,"d",0,0,0,0.000710648829431438,55.7453682307692,808.028453782609,NA,26855.8461538462,175.799331103679
4631,"a","g","u","l",4,10,625,93,12,78,"r",0,0,0,0.000800682274247492,163.199355528428,1276.37350370903,NA,76935.7525083612,919.993311036789
4632,"a","g","u","l",4,10,225,11,4,28,"d",0,0,0,0.000698923076923077,69.528937187291,671.000914083612,NA,33820.7257525084,176.986622073579
4633,"a","g","u","l",4,10,625,31,12,78,"d",0,0,0,0.000717438127090301,187.900984622074,2142.93872107358,NA,91328.9230769231,516.367892976589
4634,"a","g","u","l",4,10,625,93,12,78,"d",0,0,0,0.000747140468227425,273.463164558528,1586.66210889298,NA,133967.742474916,765.04347826087
4635,"a","g","u","l",4,10,225,11,4,28,"r",0,0,0,0.000817933110367893,53.2063776254181,963.821768752508,NA,25183.7926421405,234.227424749164
4636,"a","g","u","l",4,10,625,93,12,78,"r",0,0,0,0.000805307692307692,163.994296986622,1327.94160176923,NA,74588.7826086956,1359.34113712375
4637,"a","g","u","l",4,10,225,33,4,28,"r",0,0,0,0.00085614381270903,53.301819458194,626.023018993311,NA,24305.2842809365,443.367892976589
4638,"a","g","u","l",4,10,625,93,12,78,"d",0,0,0,0.000729859531772575,147.022091421405,1310.62083854849,NA,69647.9230769231,454.147157190635
4639,"a","g","u","l",4,10,625,93,12,78,"d",0,0,0,0.00073790635451505,132.050016565217,1359.55125113712,NA,62469.9665551839,435.655518394649
4640,"a","g","u","l",4,10,625,31,12,78,"r",0,0,0,0.00082952508361204,126.938348749164,1846.73718341472,NA,59968.7056856187,309.645484949833
4641,"a","g","u","l",4,10,225,11,4,28,"d",0,0,0,0.000706578595317726,150.652362919732,730.814975254181,NA,75383.9799331104,299.61872909699
4642,"a","g","u","l",4,10,625,31,12,78,"r",0,0,0,0.000844214046822742,240.083343795987,1921.32569460535,NA,116522.662207358,851.622073578595
4643,"a","g","u","l",4,10,625,93,12,78,"r",0,0,0,0.000786160535117057,223.703196434783,1314.39916213043,NA,104717.344481605,1857.79264214047
4644,"a","g","u","l",4,10,225,11,4,28,"d",0,0,0,0.000739401337792642,32.2393782006689,790.732388755853,NA,14541.2809364549,171.060200668896
4645,"a","g","u","l",4,10,225,33,4,28,"d",0,0,0,0.000733505016722408,51.5784707625418,461.002632056856,NA,24707.7525083612,175.996655518395
4646,"a","g","u","l",4,10,225,33,4,28,"d",0,0,0,0.000769053511705686,48.1609658160535,458.916407147157,NA,22853.889632107,164.56856187291
4647,"a","g","u","l",4,10,625,31,12,78,"r",0,0,0,0.000801678929765886,153.965235234114,1809.6607698495,NA,71553.6923076923,727.511705685619
4648,"a","g","u","l",4,10,225,33,4,28,"r",0,0,0,0.000862558528428094,77.5981196153846,720.010359578595,NA,35835.8628762542,726.314381270903
