"EXPERIMENT","MODEL","RICHNESS_TYPE","RICHNESS_VARIATION","RICHNESS","TRAITSUM","T2SRATIO","SPECIES","INTERACTIONS","COMPLEXITY","CLONES","GRIDS","RESOURCES","SITES","OBSTACLES","DIFFICULTY","CAPTURES_TOTAL","CAPTURES_BEST_CASE","CAPTURES_MEAN","TOT_FITNESS_MEAN","RATE_COMMUNICATION","RATE_MOTION","RES_E2C_STEPS_MEAN","SIGNAL_SENT","SIGNAL_RECEIVED"
2782,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"r",10616,1,0.628314393939394,79.858622,21.095703,5506.910156,291.467784,9322,1021
2783,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"r",10500,1,0.621448848484848,80.381674,17.089843,5254.914062,280.00838,5147,1652
2784,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"d",2220,0.909090909090909,0.394176090909091,42.598895,36.652343,4640.5625,403.466666,17791,750
2785,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"d",3233,0.548387096774194,0.203692032258065,194.55409,454.363281,11442.685546,1172.143519,195253,29151
2786,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"r",11018,1,0.694178419354839,96.118487,1537.296875,14910.925781,707.191595,415496,133690
2787,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"r",29199,0.956989247311828,0.61321823655914,291.597954,108.777343,14236.162109,924.281105,40756,9043
2788,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"d",3316,0.204301075268817,0.0696404516129032,232.564187,31.511718,13842.787109,1068.661338,14161,1631
2789,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"d",1894,0.727272727272727,0.336292545454545,55.473147,25.478515,4132.136718,393.831573,11012,1517
2790,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"r",11079,1,0.69802164516129,125.235096,51.511718,14074.339843,688.702139,18813,4884
2791,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"d",2078,0.303030303030303,0.122987666666667,101.945432,137.003906,4005.033203,492.950914,55916,11337
2792,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"d",4300,0.515151515151515,0.254498090909091,78.44294,15.521484,3527.451171,411.873255,7066,502
2793,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"r",29479,0.989247311827957,0.619098612903226,283.326643,42.443359,14712.595703,944.579599,14490,3822
2794,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"r",10723,1,0.675592225806452,129.736638,255.001953,14671.251953,758.984705,87845,26734
2795,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"d",2342,0.129032258064516,0.0491851397849462,295.31435,54.410156,11143.060546,1169.404782,24424,2036
2796,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"d",1654,0.212121212121212,0.0978929696969697,112.117121,16.589843,3921.621093,509.590689,7587,661
2797,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"d",1845,0.242424242424242,0.109197424242424,44.788289,61.636718,4397.439453,507.906775,23582,5552
2798,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"r",11271,1,0.710118419354839,137.043765,51.488281,14389.568359,611.310176,20324,3899
2799,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"r",11640,1,0.733366903225806,93.171545,734.939453,15226.980468,711.821993,158828,69647
2800,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"r",30481,0.989247311827957,0.640141967741935,269.133609,55.138671,14233.71289,886.504379,20050,4205
2801,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"d",2276,1,0.404119272727273,52.889837,17.90625,3790.947265,442.781195,7923,796
2802,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"d",5504,0.741935483870968,0.346774161290323,134.087052,118.123046,15298.238281,985.436228,38951,11552
2803,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"d",1949,0.818181818181818,0.346058181818182,41.91658,35.46875,5350.841796,478.509492,14827,2440
2804,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"d",3688,0.225806451612903,0.0774529462365591,181.680307,38.724609,12158.263671,1054.774132,16575,2164
2805,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"d",4740,0.67741935483871,0.298639096774194,130.985312,417.320312,17943.779296,1037.66308,110017,44140
2806,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"r",3588,1,0.637073818181818,29.15279,421.804687,4682.492187,230.813545,57703,32606
2807,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"d",4528,0.225806451612903,0.0950940860215054,352.983451,768.6875,12252.701171,1057.485865,288686,74033
2808,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"r",29287,0.978494623655914,0.61506635483871,327.128647,59.076171,14557.175781,867.627889,21024,5188
2809,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"r",4067,1,0.722123545454545,21.741687,36.361328,5909.509765,253.201131,10689,3101
2810,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"d",2286,0.818181818181818,0.405894818181818,92.534595,16.326171,3982.607421,377.700349,6953,1307
2811,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"r",3855,1,0.684481454545455,33.224493,29.033203,5134.027343,241.664072,8302,3107
2812,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"d",3198,1,0.567826636363636,11.162958,21.992187,6160.873046,371.34928,10329,700
2813,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"r",10439,1,0.657699064516129,151.56517,282.003906,11699.058593,782.296963,106473,26003
2814,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"r",9960,0.96969696969697,0.589488606060606,95.045562,23.02539,4807.179687,299.803112,7226,2779
2815,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"d",1531,0.118279569892473,0.0321530537634409,230.603534,87.386718,14387.443359,1303.398432,28542,6438
2816,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"d",2337,0.272727272727273,0.138316757575758,124.721495,11.792968,3153.621093,486.321352,5445,430
2817,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"d",1925,0.303030303030303,0.113932272727273,75.489051,15.935546,3142.628906,444.248831,6429,1311
2818,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"d",1946,0.727272727272727,0.345525545454545,55.381264,177.314453,4844.310546,389.838643,49976,22466
2819,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"r",25928,0.924731182795699,0.544522849462366,274.138171,66.386718,14594.732421,739.171706,24849,4825
2820,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"r",28766,0.967741935483871,0.604124655913979,267.389963,991.503906,14940.021484,764.953312,348760,82236
2821,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"r",11076,1,0.69783264516129,133.760637,40.517578,13502.351562,775.252889,14112,3403
2822,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"r",8668,0.96969696969697,0.513020818181818,110.418841,353.964843,4769.660156,308.46389,55147,35510
2823,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"d",2186,0.242424242424242,0.129379727272727,86.291136,17.103515,3441.396484,538.809698,8176,494
2824,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"r",11538,1,0.726940516129032,105.252418,38.599609,15752.27539,650.372508,15835,2321
2825,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"d",1886,0.909090909090909,0.334872090909091,35.525433,37.566406,3763.800781,331.545068,16980,1289
2826,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"r",3644,1,0.647017,9.172588,31.232421,5816.195312,276.072722,8597,3382
2827,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"r",3898,1,0.692116454545455,28.877328,41.101562,5337.984375,224.228578,9959,3866
2828,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"r",10508,1,0.621922333333333,82.647612,84.943359,5294.919921,255.879901,21087,8079
2829,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"d",1503,0.272727272727273,0.0889559393939394,138.739032,29.298828,2967.447265,473.819028,14485,420
2830,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"r",4012,1,0.712357909090909,28.451322,32.375,5847.771484,229.242273,7440,2500
2831,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"d",1862,0.818181818181818,0.330610727272727,36.345574,57.648437,5131.375,473.018796,28128,1238
2832,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"d",2286,0.387096774193548,0.144027193548387,97.097376,345.095703,13946.923828,1248.368328,140621,21405
2833,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"r",3910,1,0.694247090909091,26.710258,52.308593,5261.576171,239.643222,10067,4163
2834,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"r",10442,1,0.657888096774194,135.42739,65.03125,13912.998046,746.896763,24976,5456
2835,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"d",2405,0.333333333333333,0.142341363636364,105.075371,19.455078,3457.115234,303.054885,9285,487
2836,"a","mo","4_24",4,96,1,"s","t",4,24,625,93,12,78,"r",36403,1,0.764511924731183,506.533945,9037.398437,71942.58789,644.186165,1941570,1347352
2837,"a","mo","4_24",4,96,1,"s","t",4,24,225,11,4,28,"d",3202,1,0.568536909090909,128.386181,1024.265625,24715.966796,333.164584,141371,102801
2838,"a","mo","4_24",4,96,1,"s","t",4,24,625,93,12,78,"d",10550,0.451612903225806,0.221564172043011,585.521601,3091.072265,65512.90625,1183.703412,309278,240752
2839,"a","mo","4_24",4,96,1,"s","t",4,24,625,31,12,78,"r",12724,1,0.801663290322581,443.415234,11781.611328,63639.408203,496.386277,1736867,1306165
2840,"a","mo","4_24",4,96,1,"s","t",4,24,225,33,4,28,"r",13228,1,0.782907181818182,176.671759,3143.205078,23208.162109,229.100015,354197,290092
2841,"a","mo","4_24",4,96,1,"s","t",4,24,225,11,4,28,"d",3167,1,0.562322363636364,118.246177,1096.013671,21157.505859,384.739501,87093,67478
2842,"a","mo","4_24",4,96,1,"s","t",4,24,225,33,4,28,"r",13348,1,0.790009454545455,177.67971,4877.863281,24941.652343,250.133053,649254,532192
2843,"a","mo","4_24",4,96,1,"s","t",4,24,225,33,4,28,"d",5282,0.636363636363636,0.312618363636364,179.368746,341.013671,18244.939453,434.2624,44968,29472
2844,"a","mo","4_24",4,96,1,"s","t",4,24,225,11,4,28,"d",3170,1,0.562855090909091,127.40678,2474.265625,24266.912109,389.395899,337255,247623
2845,"a","mo","4_24",4,96,1,"s","t",4,24,225,11,4,28,"r",4004,1,0.710937454545455,145.187938,6051.404296,21044.300781,221.192557,249341,209743
2846,"a","mo","4_24",4,96,1,"s","t",4,24,225,11,4,28,"r",4089,1,0.726029818181818,141.238411,8915.583984,22709.355468,258.182929,1387018,985268
2847,"a","mo","4_24",4,96,1,"s","t",4,24,625,31,12,78,"r",12279,1,0.773626483870968,449.922781,19712.896484,67773.904296,592.523576,4023168,2369805
2848,"a","mo","4_24",4,96,1,"s","t",4,24,625,31,12,78,"d",10283,1,0.647870451612903,437.494135,7361.02539,57205.757812,1002.877078,760642,615988
2849,"a","mo","4_24",4,96,1,"s","t",4,24,625,31,12,78,"r",12133,1,0.764427903225806,445.474026,23824.546875,69207.705078,543.315668,1181367,977967
2850,"a","mo","4_24",4,96,1,"s","t",4,24,625,31,12,78,"d",10012,1,0.63079635483871,415.140045,7035.652343,65208.435546,1087.67479,840692,689590
2851,"a","mo","4_24",4,96,1,"s","t",4,24,625,31,12,78,"d",10220,1,0.643901193548387,438.526159,5391.298828,58103.4375,1073.931604,994841,680022
2852,"a","mo","4_24",4,96,1,"s","t",4,24,225,11,4,28,"d",3660,1,0.649857909090909,132.034937,3953.927734,22527.820312,341.476502,579899,410199
2853,"a","mo","4_24",4,96,1,"s","t",4,24,625,93,12,78,"r",37215,1,0.781565010752688,558.318877,7328.925781,65848.246093,688.523874,782925,621613
2854,"a","mo","4_24",4,96,1,"s","t",4,24,225,33,4,28,"r",13084,1,0.774384454545455,176.56636,1545.287109,23142.042968,233.246484,135024,113317
2855,"a","mo","4_24",4,96,1,"s","t",4,24,225,11,4,28,"d",3926,1,0.697088,131.862145,3475.603515,21456.814453,311.308456,902629,468363
2856,"a","mo","4_24",4,96,1,"s","t",4,24,225,11,4,28,"d",3263,1,0.579367818181818,127.295885,1815.93164,27259.927734,372.083665,127496,109342
2857,"a","mo","4_24",4,96,1,"s","t",4,24,625,31,12,78,"r",12343,1,0.777658741935484,439.698981,11375.761718,68891.259765,504.733452,750639,630415
2858,"a","mo","4_24",4,96,1,"s","t",4,24,625,93,12,78,"r",38833,1,0.815545193548387,515.828651,2934.515625,70079.158203,599.578374,454549,288357
2859,"a","mo","4_24",4,96,1,"s","t",4,24,225,33,4,28,"d",6530,0.727272727272727,0.386482,162.497517,1213.86914,20401.193359,454.322511,132757,107927
2860,"a","mo","4_24",4,96,1,"s","t",4,24,625,93,12,78,"d",13766,0.634408602150538,0.289104494623656,573.978862,1039.699218,76462.572265,1141.649498,142291,93921
2861,"a","mo","4_24",4,96,1,"s","t",4,24,225,33,4,28,"d",5508,0.666666666666667,0.325994303030303,180.365628,2832.599609,19684.529296,455.374001,395189,285172
2862,"a","mo","4_24",4,96,1,"s","t",4,24,225,11,4,28,"r",4050,1,0.719105090909091,142.723097,5251.707031,21172.376953,295.489629,737982,571831
2863,"a","mo","4_24",4,96,1,"s","t",4,24,625,93,12,78,"r",37766,1,0.793136752688172,511.660431,2740.449218,63605.675781,657.156622,315638,227633
2864,"a","mo","4_24",4,96,1,"s","t",4,24,625,31,12,78,"d",10355,1,0.652406741935484,427.83366,20326.876953,68653.378906,1036.964171,2185122,1765673
2865,"a","mo","4_24",4,96,1,"s","t",4,24,225,11,4,28,"r",3694,1,0.655894818181818,142.953576,4219.677734,22398.283203,269.913914,497988,398150
2866,"a","mo","4_24",4,96,1,"s","t",4,24,625,93,12,78,"r",36404,1,0.764532924731183,535.148488,15380.082031,65535.125,648.042577,2468504,1367365
2867,"a","mo","4_24",4,96,1,"s","t",4,24,625,93,12,78,"r",37155,1,0.780304935483871,536.542717,8823.908203,62692.357421,659.028905,3236164,903259
2868,"a","mo","4_24",4,96,1,"s","t",4,24,625,93,12,78,"d",14269,0.623655913978495,0.299668172043011,540.912752,1500.101562,70634.242187,1221.884785,151552,111927
2869,"a","mo","4_24",4,96,1,"s","t",4,24,225,11,4,28,"d",3421,1,0.607421818181818,129.272696,1712.683593,24064.908203,331.885413,212382,162605
2870,"a","mo","4_24",4,96,1,"s","t",4,24,225,33,4,28,"r",13045,1,0.772076212121212,176.56616,5118.765625,22672.021484,250.721885,462112,397911
2871,"a","mo","4_24",4,96,1,"s","t",4,24,225,33,4,28,"r",12665,1,0.749585696969697,179.631747,9074.882812,20710.021484,245.613185,1714211,1068548
2872,"a","mo","4_24",4,96,1,"s","t",4,24,225,11,4,28,"d",3677,1,0.652876363636364,134.907744,2336.255859,23919.949218,300.514821,220245,182998
2873,"a","mo","4_24",4,96,1,"s","t",4,24,625,31,12,78,"d",10604,1,0.668094741935484,418.598646,6486.80664,67442.857421,1036.382968,1052332,760762
2874,"a","mo","4_24",4,96,1,"s","t",4,24,225,33,4,28,"r",13510,1,0.799597515151515,171.737662,612.427734,21864.376953,229.917986,98780,67529
2875,"a","mo","4_24",4,96,1,"s","t",4,24,625,93,12,78,"d",13121,0.580645161290323,0.275558634408602,531.516551,6849.353515,65867.197265,1202.580138,880894,736151
2876,"a","mo","4_24",4,96,1,"s","t",4,24,225,33,4,28,"r",13381,1,0.791962575757576,185.871417,5177.685546,24179.517578,246.456841,583674,450929
2877,"a","mo","4_24",4,96,1,"s","t",4,24,225,33,4,28,"d",7304,0.818181818181818,0.432291636363636,189.70227,3603.890625,28655.751953,417.346796,278568,244994
2878,"a","mo","4_24",4,96,1,"s","t",4,24,625,31,12,78,"r",13145,1,0.828188,437.332212,11288.685546,61838.761718,458.582807,1744892,1330333
2879,"a","mo","4_24",4,96,1,"s","t",4,24,625,31,12,78,"d",9998,1,0.629914290322581,424.443014,8829.197265,73508.347656,1019.537307,1218974,996993
2880,"a","mo","4_24",4,96,1,"s","t",4,24,625,93,12,78,"r",36732,1,0.771421365591398,515.01515,2099.697265,67998.445312,607.200424,338760,201651
2881,"a","mo","4_24",4,96,1,"s","t",4,24,625,31,12,78,"d",9496,1,0.598286258064516,432.363932,12980.46875,73531.611328,1150.737047,951549,800685
2882,"a","mo","4_24",4,96,1,"s","t",4,24,225,11,4,28,"r",4140,1,0.735085181818182,146.230745,4753.638671,25059.220703,235.633574,312930,256961
2883,"a","mo","4_24",4,96,1,"s","t",4,24,225,33,4,28,"r",12674,1,0.750118363636364,181.812999,3253.927734,22967.099609,239.541975,265981,231497
2884,"a","mo","4_24",4,96,1,"s","t",4,24,625,31,12,78,"d",10137,1,0.638671870967742,419.544685,16056.810546,71585.042968,991.085626,2032816,1863311
2885,"a","mo","4_24",4,96,1,"s","t",4,24,225,11,4,28,"d",3315,1,0.588600818181818,123.739429,1852.599609,23362.597656,368.732126,214618,175122
2886,"a","mo","4_24",4,96,1,"s","t",4,24,625,93,12,78,"r",36806,1,0.772975462365591,500.760444,7122.265625,70274.107421,652.173422,1474905,899056
2887,"a","mo","4_24",4,96,1,"s","t",4,24,625,93,12,78,"d",12663,0.537634408602151,0.265940010752688,595.646652,4160.804687,60166.201171,1283.711916,642685,418511
2888,"a","mo","4_24",4,96,1,"s","t",4,24,225,11,4,28,"r",3810,1,0.676491454545455,143.235895,8455.097656,21800.640625,281.993175,768173,603251
2889,"a","mo","4_24",4,96,1,"s","t",4,24,625,31,12,78,"r",12019,1,0.757245451612903,446.234234,20475.908203,66523.634765,606.982111,3689256,2222763
2890,"a","mo","4_24",4,96,1,"s","t",4,24,225,11,4,28,"d",3672,1,0.651988545454545,129.637309,1159.486328,20371.763671,301.1811,349652,133061
2891,"a","mo","4_24",4,96,1,"s","t",4,24,225,11,4,28,"d",3512,1,0.623579454545454,132.095208,2515.044921,24062.105468,345.600797,531800,324362
2892,"a","mo","4_24",4,96,1,"s","t",4,24,625,93,12,78,"d",14482,0.612903225806452,0.304141462365591,538.083644,7315.240234,81573.52539,1202.555724,764663,643188
2893,"a","mo","4_24",4,96,1,"s","t",4,24,225,11,4,28,"r",3802,1,0.675071,144.010608,8042.978515,22473.630859,281.668069,1135396,782794
2894,"a","mo","4_24",4,96,1,"s","t",4,24,225,33,4,28,"d",5623,0.696969696969697,0.332800636363636,187.003673,2815.435546,19811.015625,509.879957,367664,274957
2895,"a","mo","4_24",4,96,1,"s","t",4,24,225,11,4,28,"r",4089,1,0.726029818181818,146.064661,3407.152343,22270.626953,235.435803,275588,211451
2896,"a","mo","4_24",4,96,1,"s","t",4,24,625,31,12,78,"d",9874,1,0.622101806451613,472.02959,2445.013671,68392.318359,1120.688981,228765,188687
2897,"a","mo","4_24",4,96,1,"s","t",4,24,225,11,4,28,"d",3631,1,0.644708727272727,128.55419,413.078125,17727.263671,321.134122,58049,40514
2898,"a","mo","4_24",4,96,1,"s","t",4,24,625,93,12,78,"r",37072,1,0.778561827956989,535.169436,17077.791015,69558.248046,684.461669,2899788,2180299
2899,"a","mo","4_24",4,96,1,"s","t",4,24,625,93,12,78,"d",15232,0.645161290322581,0.319892462365591,512.079757,622.310546,72096.957031,1199.613904,86774,55690
2900,"a","mo","4_24",4,96,1,"s","t",4,24,225,11,4,28,"r",3924,1,0.696732909090909,138.599749,2502.740234,22756.11914,276.012996,152131,116173
2901,"a","mo","4_24",4,96,1,"s","t",4,24,625,93,12,78,"r",34676,1,0.728242602150538,558.338207,21189.80664,59649.642578,808.132483,4337850,2910507
2902,"a","mo","4_24",4,96,1,"s","t",4,24,625,31,12,78,"r",12481,1,0.786353322580645,431.053223,19477.09375,68120.83789,574.795128,4242195,2772832
2903,"a","mo","4_24",4,96,1,"s","t",4,24,625,93,12,78,"r",37263,1,0.782573075268817,537.467763,9025.730468,63829.947265,734.294232,1881929,1170648
2904,"a","mo","4_24",4,96,1,"s","t",4,24,625,31,12,78,"d",10276,1,0.647429419354839,437.532753,5568.402343,69531.673828,1023.896068,594013,487307
2905,"a","mo","4_24",4,96,1,"s","t",4,24,625,31,12,78,"d",9398,1,0.592111870967742,433.77656,7479.582031,60698.791015,1144.114066,1033336,785927
2906,"a","mo","4_24",4,96,1,"s","t",4,24,225,33,4,28,"d",5795,0.696969696969697,0.342980575757576,186.243991,2863.77539,19864.267578,504.377911,594342,375039
2907,"a","mo","4_24",4,96,1,"s","t",4,24,625,93,12,78,"d",9605,0.451612903225806,0.201717903225806,503.802409,2343.203125,69422.505859,1295.4861,292846,213208
2908,"a","mo","4_24",4,96,1,"s","t",4,24,225,33,4,28,"d",4724,0.545454545454545,0.279592787878788,186.023004,851.8125,20319.097656,468.494072,121878,87479
2909,"a","mo","4_24",4,96,1,"s","t",4,24,225,11,4,28,"d",3318,1,0.589133454545455,129.80248,2228.662109,23716.304687,334.656419,139333,117974
2910,"a","mo","4_24",4,96,1,"s","t",4,24,625,93,12,78,"r",36806,1,0.772975462365591,519.171706,14679.25,61735.904296,591.534939,4457076,1752033
2911,"a","mo","4_24",4,96,1,"s","t",4,24,225,33,4,28,"r",13219,1,0.782374515151515,170.113462,2716.652343,22803.1875,223.13942,270779,231631
2912,"a","mo","4_24",4,96,1,"s","t",4,24,225,33,4,28,"d",6173,0.727272727272727,0.365352727272727,161.342366,1914.820312,20397.253906,436.985582,415649,238194
2913,"a","mo","4_24",4,96,1,"s","t",4,24,225,33,4,28,"r",12428,1,0.735558696969697,176.884244,4960.152343,21009.982421,267.42887,505693,430762
2914,"a","mo","4_24",4,96,1,"s","t",4,24,625,31,12,78,"d",10729,1,0.675970258064516,405.303021,18146.21289,64895.107421,987.767266,3903839,2537599
2915,"a","mo","4_24",4,96,1,"s","t",4,24,225,11,4,28,"r",3932,1,0.698153363636364,145.165711,5420.59375,20364.74414,294.008392,834699,640050
2916,"a","mo","4_24",4,96,1,"s","t",4,24,225,11,4,28,"r",3954,1,0.702059636363636,145.148441,3527.224609,19734.59375,246.399342,177626,152705
2917,"a","mo","4_24",4,96,1,"s","t",4,24,225,11,4,28,"d",3313,1,0.588245727272727,128.09062,1300.919921,29879.357421,383.434349,94120,78943
2918,"a","mo","4_24",4,96,1,"s","t",4,24,625,31,12,78,"r",12489,1,0.78685735483871,433.718412,10934.767578,68651.080078,528.176555,1431449,1080737
2919,"a","mo","4_24",4,96,1,"s","t",4,24,625,31,12,78,"r",12060,1,0.759828612903226,429.720471,18967.074218,73688.599609,652.231426,2386408,1752400
2920,"a","mo","4_24",4,96,1,"s","t",4,24,625,31,12,78,"d",11600,1,0.730846741935484,436.133839,4294.828125,75979.640625,925.127672,589048,458246
2921,"a","mo","4_24",4,96,1,"s","t",4,24,625,93,12,78,"d",15182,0.612903225806452,0.318842397849462,604.871321,6080.503906,79777.148437,1176.72329,1110323,807209
2922,"a","mo","4_24",4,96,1,"s","t",4,24,625,93,12,78,"d",13093,0.645161290322581,0.274970591397849,527.675197,9060.923828,69976.585937,1216.058733,1033428,847496
2923,"a","mo","4_24",4,96,1,"s","t",4,24,625,93,12,78,"d",11628,0.666666666666667,0.244203623655914,487.647054,13404.546875,67996.707031,1259.610337,1682230,1274604
2924,"a","mo","4_24",4,96,1,"s","t",4,24,625,93,12,78,"r",36986,1,0.776755709677419,534.224055,9270.078125,64988.568359,628.435867,1374392,994815
