"EXPERIMENT","MODEL","SPECIES","INTERACTIONS","COMPLEXITY","CLONES","GRIDS","RESOURCES","SITES","OBSTACLES","DIFFICULTY","CAPTURES_TOTAL","CAPTURES_BEST_CASE","CAPTURES_MEAN","TOT_FITNESS_MEAN","RATE_COMMUNICATION","RATE_MOTION","RES_D2C_STEPS_MEAN","SIGNAL_SENT","SIGNAL_RECEIVED"
432,"a","g","t",4,5,625,31,12,78,"r",6055.76857142857,0.703870967741935,0.381537838064516,2.36640918285714,25.4280748514286,2044.24250002571,297.012548412326,10867.3685714286,1729.44
433,"a","g","t",4,5,625,31,12,78,"d",2516.76285714286,0.359170506912442,0.158566208387097,0.983888814285714,32.6712110085714,2455.12470989429,893.364102056028,15070.5685714286,1557.31714285714
434,"a","g","t",4,5,625,93,12,78,"d",0,0,0,0.000757934285714286,27.5860045028571,666.287544691429,NA,13219.5,860.871428571429
435,"a","g","t",4,5,225,11,4,28,"r",0.505714285714286,0.0358441558441558,8.97877922077922e-05,0.00099326,3.82741636285714,499.260234434286,329.86,1741.41142857143,180.351428571429
436,"a","g","t",4,5,625,31,12,78,"d",0.802857142857143,0.0165898617511521,5.05807373271889e-05,0.00104980857142857,45.6179688342857,762.832527962857,919.771739130435,22077.3314285714,1148.52857142857
437,"a","g","t",4,5,225,33,4,28,"r",3919.10285714286,0.471082251082251,0.231954477922078,1.53177578571429,9.48340966857143,706.482829311429,160.146680643929,3945.60571428571,747.42
438,"a","g","t",4,5,625,31,12,78,"d",0.00571428571428571,0.000184331797235023,3.6e-07,0.000732397142857143,34.6495926971429,1253.51759491714,NA,16963.1771428571,726.08
439,"a","g","t",4,5,625,93,12,78,"r",7678.96285714286,0.333241167434716,0.161268541321045,3.00041741714286,27.4210770914286,1244.22335384286,346.503474435587,12732.3542857143,1176.23714285714
440,"a","g","t",4,5,625,31,12,78,"r",4056.33714285714,0.504423963133641,0.25556559640553,1.58536303428571,31.0063058542857,1573.25207593714,561.602858756207,15024.8485714286,785.608571428571
441,"a","g","t",4,5,225,33,4,28,"d",0,0,0,0.000742702857142857,11.0943694742857,308.451819268571,NA,5360.59428571429,300.982857142857
442,"a","g","t",4,5,225,11,4,28,"d",0.0628571428571429,0.00571428571428571,1.116e-05,0.000774051428571429,3.58372773714286,365.708013428571,515,1698.98571428571,118.545714285714
443,"a","g","u",3,10,225,33,4,28,"r",9125.45428571429,0.818181818181818,0.540095542510822,1.78320653428571,74.5324999685714,1965.44240511143,213.86127754778,11498.1514285714,0
444,"a","g","u",3,10,225,11,4,28,"r",3002.70571428571,0.796883116883117,0.533150872207792,0.587217248571429,72.9180747285714,1794.67743859429,242.304477287833,17404.36,0
445,"a","g","u",3,10,625,31,12,78,"r",9429.58,0.86,0.594101562488479,1.84257105142857,253.8200279,4311.96992746857,292.169600248479,67812.9142857143,0
446,"a","g","u",3,10,625,31,12,78,"d",1914.50571428571,0.303410138248848,0.120621580184332,0.374660462857143,378.9542299,2723.56909598857,904.904157277557,116656.722857143,0
447,"a","g","u",3,10,625,31,12,78,"d",1210.85142857143,0.23778801843318,0.0762885230414747,0.237201268571429,359.162851568571,2244.38260044571,972.858753695518,61219.8771428571,0
448,"a","g","u",3,10,225,11,4,28,"r",2107.31714285714,0.668831168831169,0.374168528571429,0.412342231428571,70.5646149714286,1411.66588728571,195.149742658745,17099.0571428571,0
449,"a","g","u",3,10,225,33,4,28,"r",8245.20857142857,0.754372294372294,0.487997665454545,1.61126796,73.2153906171429,1816.04680246,171.650490428054,16595.48,0
450,"a","g","u",3,10,625,93,12,78,"r",27461.3542857143,0.825099846390169,0.576725350138249,5.36443943714286,200.581389508571,6085.02070313714,425.577310272734,41319.7114285714,0
451,"a","g","u",3,10,225,33,4,28,"r",8266.2,0.834978354978355,0.489240057316017,1.61536633428571,60.7118024571429,2243.84205914571,195.625379537002,11342.4085714286,0
452,"a","g","u",3,10,625,93,12,78,"r",24150.2342857143,0.76989247311828,0.507187380122888,4.71772127714286,335.053130591429,4375.48695313143,319.164994040205,48364.58,0
453,"a","g","u",3,10,625,93,12,78,"r",27420.7485714286,0.826635944700461,0.575872576036866,5.35651086,324.027031245714,5795.05058035143,311.30917941849,69161.2142857143,0
454,"a","g","u",3,10,625,31,12,78,"d",2304.03714285714,0.373548387096774,0.145163630230415,0.450706485714286,237.952209817143,2848.03088726571,877.136628507787,54160.3085714286,0
455,"a","g","u",3,10,625,93,12,78,"d",1939.27428571429,0.124393241167435,0.0407273668202765,0.37951836,608.531824757143,2337.01064730571,983.662111531486,54498.2571428571,0
456,"a","g","u",3,10,625,31,12,78,"r",9835.04571428571,0.871705069124424,0.619647538064516,1.92176842857143,519.954787954286,4775.43118303143,340.925392594806,50653.0428571429,0
457,"a","g","u",3,10,225,11,4,28,"r",2891.37714285714,0.856103896103896,0.513383727792208,0.565445331428571,75.2796596,1782.02845428,148.233467263561,13364.5171428571,0
458,"a","g","u",3,10,225,33,4,28,"r",8631.8,0.813852813852814,0.510878314458874,1.68678196285714,88.2859654,1872.19064732857,188.880210182603,15552.22,0
459,"a","g","u",3,10,225,11,4,28,"d",1300.90285714286,0.568051948051948,0.23098417038961,0.254774071428571,69.3696316942857,708.498219848571,295.191365363245,17896.6542857143,0
460,"a","g","u",3,10,225,11,4,28,"d",1066.25428571429,0.528311688311688,0.189320716363636,0.20895882,170.541958702857,957.39541294,302.021024465617,35709.2657142857,0
461,"a","g","u",3,10,625,31,12,78,"d",4693.86285714286,0.595483870967742,0.295732287096774,0.917538251428571,183.346183037143,4130.01138952286,755.530445975949,41572.9885714286,0
462,"a","g","u",3,10,225,33,4,28,"d",2.23428571428571,0.0238095238095238,0.000132235497835498,0.00117176285714286,169.29853794,436.704201994286,378.3,45591.6057142857,0
463,"a","g","u",3,10,625,31,12,78,"d",2356.3,0.350322580645161,0.14845640202765,0.460929102857143,459.665156271429,3062.45413507429,905.057898403113,42973.5085714286,0
464,"a","g","u",3,10,625,93,12,78,"d",502.96,0.0361290322580645,0.010562835483871,0.0989525285714286,273.947332628571,1272.88698661714,1084.54140075355,59080.54,0
465,"a","g","u",3,10,625,31,12,78,"r",9346.68285714286,0.856405529953917,0.588878706728111,1.82637984,222.909659582857,4167.36455915429,332.294466073408,59686.18,0
466,"a","g","u",3,10,225,11,4,28,"d",437.268571428571,0.258181818181818,0.0776400145454545,0.0860406285714286,136.521283508571,679.0741853,311.986276192398,42446.0028571429,0
467,"a","g","u",3,10,625,31,12,78,"r",9174.80857142857,0.858617511520737,0.5780499359447,1.79281222571429,275.955005551429,4036.55442524857,381.97872547796,46165.1914285714,0
468,"a","g","u",3,10,225,33,4,28,"d",0.34,0.00857142857142857,2.01218181818182e-05,0.000813168571428571,107.187684134286,476.429196405714,321.664473684211,14179.7314285714,0
469,"a","g","u",3,10,225,33,4,28,"r",9337.92,0.813506493506494,0.552670454458874,1.82469853142857,77.8872154171429,2230.09374444,212.985914543074,17365.16,0
470,"a","g","u",3,10,225,33,4,28,"d",857.091428571429,0.113073593073593,0.0507274767099567,0.168086071428571,122.5772154,518.46572546,399.442666886211,18202.7942857143,0
471,"a","g","u",3,10,625,93,12,78,"r",25624.2571428571,0.809554531490015,0.538143841597542,5.00563359714286,175.929023437143,5201.61542408286,341.152170049972,37527.3028571429,0
472,"a","g","u",3,10,625,93,12,78,"r",27721.58,0.834500768049155,0.58219044030722,5.41526584857143,251.01198102,5793.21085380857,331.86909654027,41024.8542857143,0
473,"a","g","u",3,10,225,33,4,28,"d",2834.55428571429,0.343722943722944,0.167764812640693,0.55438246,262.078889522857,910.966702014286,284.138067245186,42776.2885714286,0
474,"a","g","u",3,10,225,11,4,28,"d",1241.38571428571,0.531948051948052,0.220416496103896,0.243062457142857,97.8148939714286,688.128694214286,317.045362809507,12157.7257142857,0
475,"a","g","u",3,10,225,11,4,28,"r",2952.06857142857,0.785454545454545,0.524159905714286,0.577336502857143,102.54889508,1739.37055802857,180.005352306186,28566.7085714286,0
476,"a","g","u",3,10,625,93,12,78,"d",4135.71714285714,0.19668202764977,0.0868556189554531,0.808531025714286,231.417734382857,3208.7593694,682.260577565949,62208.7,0
477,"a","g","u",3,10,625,93,12,78,"d",599.94,0.0468202764976959,0.0125995464208909,0.117913165714286,399.52160714,1269.21151227143,983.131837732966,80671.5257142857,0
478,"a","g","u",3,10,225,11,4,28,"d",0.0628571428571429,0.00545454545454545,1.116e-05,0.000735797142857143,207.355351537143,518.860619431429,340,63174.9114285714,0
479,"a","g","u",3,10,225,11,4,28,"r",2098.08285714286,0.787272727272727,0.372528916363636,0.410467417142857,86.0440290028571,1798.0079241,218.631624110576,16425.2857142857,0
480,"a","g","u",3,10,225,33,4,28,"d",151.357142857143,0.0285714285714286,0.00895816424242424,0.0302874485714286,102.384648422857,445.923420725714,323.600880680159,21913.8457142857,0
481,"a","g","u",3,10,625,31,12,78,"r",9608.71142857143,0.834009216589862,0.605387564147465,1.87755930571429,266.527421848571,4818.08050221429,254.076624750241,67142.1457142857,0
482,"a","g","u",3,10,625,93,12,78,"d",320.848571428571,0.0295238095238095,0.0067382512749616,0.0633531142857143,311.322499962857,1529.54747211714,1109.66225062349,37801.8742857143,0
483,"a","g","u",3,5,225,33,4,28,"r",3278.53142857143,0.442337662337662,0.194041869350649,1.28151472857143,52.0114732314286,581.405055822857,157.810401080757,9032.76857142857,0
484,"a","g","u",3,5,625,31,12,78,"d",414.722857142857,0.108018433179723,0.0261292121658986,0.162661974285714,126.443833714286,873.227204237143,851.032393079976,13850.9514285714,0
485,"a","g","u",3,5,625,31,12,78,"d",0.162857142857143,0.00488479262672811,1.026e-05,0.000744585714285714,195.065970968571,696.903169605714,747,39431.6771428571,0
486,"a","g","u",3,5,625,31,12,78,"d",1005.66,0.206912442396313,0.0633606341013825,0.393539168571429,192.291434145714,1360.33053570571,707.773843712575,66535.26,0
487,"a","g","u",3,5,625,93,12,78,"r",19965.0485714286,0.689032258064516,0.419292854654378,7.79975162571429,119.618035688571,2952.94758370571,402.617633047614,26134.2285714286,0
488,"a","g","u",3,5,225,11,4,28,"d",1365.20857142857,0.579220779220779,0.24240208987013,0.534050817142857,46.8099609342857,473.70398438,228.431994239468,14508.3857142857,0
489,"a","g","u",3,5,625,93,12,78,"d",373.337142857143,0.0435637480798771,0.00784058178187404,0.146534,358.42559712,788.275831471429,602.969383105294,86506.5571428571,0
490,"a","g","u",3,5,625,31,12,78,"r",6125.20285714286,0.723778801843318,0.385912477511521,2.39349276857143,112.598995531429,2183.20742187143,398.643600313169,17999.4342857143,0
491,"a","g","u",3,5,625,93,12,78,"d",2288.96857142857,0.121781874039939,0.0480714167127496,0.894908522857143,156.402299102857,1565.64511721714,895.713048599243,35260.7685714286,0
492,"a","g","u",3,5,625,31,12,78,"d",2518.94,0.432534562211982,0.158703377695853,0.984706891428571,108.687516762857,1991.69422992286,427.825811501266,32902.0885714286,0
493,"a","g","u",3,5,225,33,4,28,"r",5287.23714285714,0.635411255411255,0.312928335324675,2.06621479142857,52.1932421742857,709.404202,127.189882411405,11237.1314285714,0
494,"a","g","u",3,5,225,11,4,28,"d",676.951428571429,0.37012987012987,0.12019734,0.2651612,111.901668522857,377.919966494286,258.254704766649,17358.1085714286,0
495,"a","g","u",3,5,225,11,4,28,"d",0.0457142857142857,0.00415584415584416,8.11636363636364e-06,0.000759322857142857,30.5537667457143,286.379425208571,315,4751.36,0
496,"a","g","u",3,5,225,11,4,28,"r",1916.81142857143,0.731428571428571,0.340342937662338,0.749523811428571,51.1802567342857,750.711160725714,180.32592766952,12956.2685714286,0
497,"a","g","u",3,5,225,11,4,28,"r",1805.78,0.689090909090909,0.320628552207792,0.706170088571429,45.3837500371429,705.913236608571,192.950725543645,13026.5314285714,0
498,"a","g","u",3,5,625,31,12,78,"r",5798.38,0.705253456221198,0.365321320552995,2.26583682285714,188.086445334286,1700.39748885429,262.36389883964,36984.0514285714,0
499,"a","g","u",3,5,225,33,4,28,"r",5963.22857142857,0.66,0.352937297748918,2.33026985714286,49.6813839485714,961.268515634286,188.35735347037,12112.4571428571,0
500,"a","g","u",3,5,625,93,12,78,"d",672.657142857143,0.0551152073732719,0.0141267039631336,0.263545274285714,264.512181951429,1030.50972096571,790.575203690976,43378.1714285714,0
501,"a","g","u",3,5,225,11,4,28,"r",2491.32857142857,0.842857142857143,0.442352374025974,0.973992445714286,43.3198270114286,973.557767854286,152.958765889067,11971.28,0
502,"a","g","u",3,5,625,31,12,78,"r",7370.12,0.77926267281106,0.464347277880184,2.87982098285714,160.986595954286,2366.18273995714,396.025372020536,26630.9571428571,0
503,"a","g","u",3,5,225,11,4,28,"d",11.62,0.0394805194805195,0.00206320909090909,0.00527727142857143,114.298537968571,295.514698611429,325.653333333333,41809.3571428571,0
504,"a","g","u",3,5,225,11,4,28,"d",671.834285714286,0.377662337662338,0.11928875974026,0.26299508,41.3336830371429,358.9407422,217.538763874873,7781.96,0
505,"a","g","u",3,5,225,11,4,28,"r",1867.86,0.721558441558442,0.331651278441558,0.730403025714286,70.3388113914286,721.75905136,196.729013238096,11815.2885714286,0
506,"a","g","u",3,5,625,93,12,78,"r",7731.62571428571,0.343993855606759,0.162374531920123,3.02100203428571,178.124391711429,1885.08276226,480.476870159414,19413.8628571429,0
507,"a","g","u",3,5,625,31,12,78,"d",0.462857142857143,0.0116129032258065,2.916e-05,0.00090784,194.22810268,1042.36709261714,236.833333333333,47942.0085714286,0
508,"a","g","u",3,5,225,33,4,28,"d",0.00571428571428571,0.000173160173160173,3.38181818181818e-07,0.000770782857142857,62.0967354771429,299.954291271429,120,10514.2685714286,0
509,"a","g","u",3,5,625,31,12,78,"r",7154.27428571429,0.783133640552995,0.450748128294931,2.79551218285714,249.906489945714,2375.92630026857,336.153875239504,12434.6657142857,0
510,"a","g","u",3,5,625,93,12,78,"r",17447.0628571429,0.625867895545315,0.366411770168971,6.81615813428571,88.3314732314286,2476.98536273714,308.444886878664,19788.5685714286,0
511,"a","g","u",3,5,225,33,4,28,"d",2.56,0.0124675324675325,0.000151514545454545,0.00174038857142857,47.6378292314286,343.620714285714,456,6267.23714285714,0
512,"a","g","u",3,5,625,31,12,78,"r",8652.36857142857,0.862119815668203,0.545134108294931,3.38072247714286,108.008498914286,3256.46987723714,461.26208014268,32624.8114285714,0
513,"a","g","u",3,5,225,33,4,28,"r",3106.09142857143,0.43021645021645,0.183835903376623,1.21417528,33.6049107314286,722.118203122857,202.097671375125,7089.33428571429,0
514,"a","g","u",3,5,625,93,12,78,"d",458.305714285714,0.0399385560675883,0.00962503588325653,0.179753825714286,284.308565857143,1035.70508366857,878.954396708475,39365.0571428571,0
515,"a","g","u",3,5,225,33,4,28,"d",150.714285714286,0.0649350649350649,0.0089201161038961,0.05962522,41.62328126,303.43185826,394.824536143623,7713.99714285714,0
516,"a","g","u",3,5,625,93,12,78,"d",11.1685714285714,0.00691244239631336,0.000234554746543779,0.00511444285714286,190.202946454286,689.226328128571,1120.53636363636,29663.0257142857,0
517,"a","g","u",3,5,625,93,12,78,"r",16746.5028571429,0.60826420890937,0.35169906906298,6.54246126285714,179.205608254286,2182.00641184,327.764043446158,17282.2514285714,0
518,"a","g","u",3,5,225,33,4,28,"r",6054.22285714286,0.656450216450217,0.358322849264069,2.36581584857143,41.1292522342857,910.27999442,161.724764380083,6375.89714285714,0
519,"a","g","u",3,5,625,93,12,78,"r",17943.5285714286,0.637726574500768,0.376838217511521,7.01008556,136.491489988571,2329.79412945714,375.94801880367,32352.0971428571,0
520,"a","g","u",3,5,225,11,4,28,"r",1462.23714285714,0.621818181818182,0.259630174285714,0.571966617142857,44.8734207342857,703.983102657143,197.621395253263,13115.2885714286,0
521,"a","g","u",3,5,225,33,4,28,"d",0.0314285714285714,0.000692640692640693,1.86008658008658e-06,0.000740225714285714,87.7815792514286,249.503649568571,35,23673.84,0
522,"a","g","u",3,5,225,33,4,28,"d",0.0342857142857143,0.000865800865800866,2.02909090909091e-06,0.000709551428571429,112.108398417143,197.007505588571,NA,23987.4428571429,0
523,"a","g","u",4,10,225,33,4,28,"r",6116.99428571429,0.62034632034632,0.362038014891775,1.19560946857143,119.128259002857,1379.04332037143,135.818911906392,25235.7942857143,0
524,"a","g","u",4,10,625,31,12,78,"d",0.111428571428571,0.0032258064516129,7.02e-06,0.000693854285714286,996.510909651429,1119.63886166857,1194.66666666667,292493.914285714,0
525,"a","g","u",4,10,225,33,4,28,"d",0.00285714285714286,8.65800865800866e-05,1.69090909090909e-07,0.000792234285714286,219.305284648571,495.970987785714,NA,49105.0371428571,0
526,"a","g","u",4,10,625,93,12,78,"r",15404.8742857143,0.558678955453149,0.323523065437788,3.00960574285714,505.192003414286,3093.22758936286,353.076423874525,93043.9114285714,0
527,"a","g","u",4,10,225,11,4,28,"r",1951.54,0.698701298701299,0.346509233246753,0.381891968571429,114.642421937143,1284.48757260857,174.709464865691,30117.9457142857,0
528,"a","g","u",4,10,625,93,12,78,"d",0.0657142857142857,0.000706605222734255,1.38e-06,0.000761494285714286,812.153130631429,1565.05564178571,1219.33333333333,227403,0
529,"a","g","u",4,10,625,31,12,78,"r",6875.34285714286,0.693364055299539,0.433174323317972,1.34369475428571,752.2017969,3087.62810275714,373.814776538519,149875.857142857,0
530,"a","g","u",4,10,225,33,4,28,"r",6584.69714285714,0.656536796536797,0.389719291428571,1.28695488571429,225.246534651429,1425.45020652,125.782191862944,31709.2171428571,0
531,"a","g","u",4,10,625,93,12,78,"d",0.00857142857142857,9.21658986175115e-05,1.8e-07,0.000763165714285714,428.192516811429,1500.14236054,1237,104408.554285714,0
532,"a","g","u",4,10,625,31,12,78,"d",0.00571428571428571,0.000184331797235023,3.6e-07,0.000690197142857143,520.640000065714,1613.81677460286,NA,150022.44,0
533,"a","g","u",4,10,625,93,12,78,"d",0.477142857142857,0.00387096774193548,1.00200614439324e-05,0.00081004,289.066852748571,1495.02765074571,1252.25221238938,40274.0742857143,0
534,"a","g","u",4,10,225,33,4,28,"r",5232.94857142857,0.562770562770563,0.309715232294372,1.02291648857143,182.84037952,1259.41345990286,169.245846594524,28360.9771428571,0
535,"a","g","u",4,10,225,33,4,28,"d",0.00285714285714286,8.65800865800866e-05,1.69090909090909e-07,0.000727522857142857,189.540502291429,578.94579806,NA,43743.5257142857,0
536,"a","g","u",4,10,625,93,12,78,"d",0.00285714285714286,3.07219662058372e-05,6e-08,0.00075486,437.416093825714,1259.39083155429,NA,79639.2457142857,0
537,"a","g","u",4,10,225,11,4,28,"r",0.131428571428571,0.0111688311688312,2.33345454545455e-05,0.000864862857142857,413.982025734286,979.603264548571,237.833333333333,54440.9942857143,0
538,"a","g","u",4,10,225,33,4,28,"d",0.00857142857142857,0.00025974025974026,5.07272727272727e-07,0.000759265714285714,481.3714956,547.156462131429,NA,113652.388571429,0
539,"a","g","u",4,10,625,31,12,78,"d",0.0257142857142857,0.000829493087557604,1.62e-06,0.000718745714285714,609.797946488571,1897.69134492857,171,124469.731428571,0
540,"a","g","u",4,10,225,11,4,28,"d",0,0,0,0.000712717142857143,149.843013445714,699.236702077143,NA,36793.3342857143,0
541,"a","g","u",4,10,625,31,12,78,"r",7356.12,0.752718894009217,0.463465223133641,1.43758161714286,459.041813674286,3809.01941971143,471.524971309055,98517.8342857143,0
542,"a","g","u",4,10,225,11,4,28,"d",0.0371428571428571,0.00337662337662338,6.59454545454546e-06,0.000724757142857143,185.442165231429,831.07892304,490,65277.0771428571,0
543,"a","g","u",4,10,625,93,12,78,"r",22216.6885714286,0.695176651305684,0.466580321105991,4.34006709428571,321.730825951429,4704.28797997143,282.371552086541,67524.3085714286,0
544,"a","g","u",4,10,225,11,4,28,"d",0.0314285714285714,0.00285714285714286,5.58e-06,0.000731657142857143,174.778699874286,796.596858285714,699,56126.3114285714,0
545,"a","g","u",4,10,625,31,12,78,"d",1407.52285714286,0.250599078341014,0.0886796158525346,0.275569425714286,529.475703162857,3118.37147885714,785.464907049459,145421.348571429,0
546,"a","g","u",4,10,225,11,4,28,"d",956.345714285714,0.542857142857143,0.169805702597403,0.187407665714286,124.025479968571,720.535680865714,357.087458708538,22978.5228571429,0
547,"a","g","u",4,10,225,33,4,28,"r",5993.92,0.649090909090909,0.354753788311688,1.17156600857143,187.315318142857,1035.61316971143,140.449694769682,27871.2228571429,0
548,"a","g","u",4,10,225,11,4,28,"r",0.0742857142857143,0.00649350649350649,1.31890909090909e-05,0.000820337142857143,264.481713222857,1136.40003912,380.5,92018.7171428571,0
549,"a","g","u",4,10,625,93,12,78,"d",0.0342857142857143,0.000337941628264209,7.2e-07,0.000763822857142857,885.343504542857,1542.68042416571,1662,204590.974285714,0
550,"a","g","u",4,10,625,93,12,78,"r",18449.3342857143,0.599723502304148,0.387460817695853,3.60425980857143,324.494096068571,3939.60622216857,410.708370687184,65738.7914285714,0
551,"a","g","u",4,10,625,31,12,78,"r",5305.77428571429,0.605898617511521,0.334285173917051,1.03713054285714,473.517248937143,3127.47090407143,420.869932914141,72056.0714285714,0
552,"a","g","u",4,10,225,33,4,28,"d",0.0114285714285714,0.000346320346320346,6.76363636363636e-07,0.00070104,309.552081505714,487.032589331429,NA,89353.9628571429,0
553,"a","g","u",4,10,625,31,12,78,"d",0.285714285714286,0.00728110599078341,1.8e-05,0.000736714285714286,754.461037997143,1851.27920207714,921.375,213136.831428571,0
554,"a","g","u",4,10,625,31,12,78,"r",7727.16285714286,0.754285714285714,0.486842417880184,1.51006308285714,442.872745577143,3571.76082035429,323.247828502185,67615.2057142857,0
555,"a","g","u",4,10,625,93,12,78,"r",21465.2542857143,0.683717357910906,0.450799191182796,4.19330644,381.811244477143,3827.87772327714,359.251261884379,83948.4885714286,0
556,"a","g","u",4,10,225,11,4,28,"d",0.00857142857142857,0.000779220779220779,1.52181818181818e-06,0.00075752,73.8734375657143,834.839676411429,NA,14100.4514285714,0
557,"a","g","u",4,10,225,11,4,28,"r",2.18285714285714,0.08,0.000387574545454545,0.00124633142857143,148.042773488571,974.3593583,375.358208955224,28781.8771428571,0
558,"a","g","u",4,10,225,33,4,28,"d",0.00285714285714286,8.65800865800866e-05,1.69090909090909e-07,0.000749788571428571,189.618292491429,569.249185317143,471,62933.8914285714,0
559,"a","g","u",4,10,225,11,4,28,"r",1197.72,0.438181818181818,0.212663349350649,0.234720751428571,168.537020142857,1179.99281258571,198.086488880598,44247.8171428571,0
560,"a","g","u",4,10,225,33,4,28,"r",6208.29428571429,0.627359307359307,0.36744165982684,1.21342863142857,146.082059205714,1255.66466524571,165.386592447951,26382.6285714286,0
561,"a","g","u",4,10,625,31,12,78,"r",6721.54285714286,0.65778801843318,0.42348430359447,1.31365335142857,460.638113928571,3454.96298558571,473.263781075346,76321.6828571429,0
562,"a","g","u",4,10,625,93,12,78,"r",19984.5285714286,0.689339477726575,0.419701961105991,3.90408436857143,427.760044717143,3556.83832038857,293.60921917473,80338.0085714286,0
563,"a","g","u",4,5,625,31,12,78,"d",0.0171428571428571,0.000460829493087558,1.08e-06,0.000735805714285714,194.970479985714,1080.41614407143,1034.5,54712.0628571429,0
564,"a","g","u",4,5,225,33,4,28,"r",1017.06857142857,0.185974025974026,0.060195818961039,0.398107425714286,97.7689454057143,381.442265691429,197.763878123826,20240.5885714286,0
565,"a","g","u",4,5,625,31,12,78,"r",284.197142857143,0.0838709677419355,0.017905566359447,0.11185302,291.156947614286,1045.17292975429,438.762935191406,54178.0771428571,0
566,"a","g","u",4,5,225,11,4,28,"d",90.0342857142857,0.0867532467532467,0.0159862012987013,0.0359501257142857,69.8565346371429,485.884899625714,215.746956578775,6947.86857142857,0
567,"a","g","u",4,5,625,93,12,78,"d",0.0114285714285714,0.000122887864823349,2.4e-07,0.0006786,513.825089337143,640.014073731429,827,106996.045714286,0
568,"a","g","u",4,5,625,31,12,78,"d",11.2514285714286,0.00746543778801843,0.000708885529953917,0.00509875714285714,350.438431994286,1093.414163,710.28881551212,94723.5057142857,0
569,"a","g","u",4,5,625,31,12,78,"r",0.0771428571428571,0.00248847926267281,4.86e-06,0.000868628571428571,293.04608824,974.571785757143,753.363636363636,42851.4828571429,0
570,"a","g","u",4,5,225,33,4,28,"d",0.00571428571428571,0.000173160173160173,3.38181818181818e-07,0.000748057142857143,137.749391825714,332.3165514,732,24589.4142857143,0
571,"a","g","u",4,5,225,33,4,28,"d",0,0,0,0.000738797142857143,142.552700962857,254.854882874286,NA,39120.8228571429,0
572,"a","g","u",4,5,225,11,4,28,"d",0,0,0,0.000763588571428571,79.1505525171429,308.362628434286,NA,26374.8314285714,0
573,"a","g","u",4,5,625,93,12,78,"d",99.7685714285714,0.0213824884792627,0.00209527425499232,0.0397014914285714,223.288164134286,607.374341585714,872.436507936508,72705.3371428571,0
574,"a","g","u",4,5,225,11,4,28,"r",0.294285714285714,0.0215584415584416,5.22490909090909e-05,0.000922854285714286,151.540864991429,489.037433085714,168.75,30965.2942857143,0
575,"a","g","u",4,5,625,93,12,78,"r",9412.25428571429,0.378771121351766,0.19766999093702,3.67751948857143,277.293164114286,1548.64671325143,283.928194490483,69179.5114285714,0
576,"a","g","u",4,5,225,11,4,28,"r",0.637142857142857,0.0405194805194805,0.000113122337662338,0.00109073714285714,94.3356641,498.82617752,303.666666666667,26537.62,0
577,"a","g","u",4,5,225,11,4,28,"d",0.0142857142857143,0.0012987012987013,2.53636363636364e-06,0.000752422857142857,81.7498215,382.825346068571,NA,6228.61428571429,0
578,"a","g","u",4,5,625,31,12,78,"r",5875.87428571429,0.66294930875576,0.370203773364055,2.29612186,316.53946994,2210.31547998286,449.398084990198,39341.3085714286,0
579,"a","g","u",4,5,625,93,12,78,"r",6645.22,0.323993855606759,0.139558551643625,2.59663087142857,223.026601631429,1673.88669648,353.752794871203,61217.2257142857,0
580,"a","g","u",4,5,625,93,12,78,"d",0,0,0,0.00070964,150.21388954,582.714202048571,NA,25986.06,0
581,"a","g","u",4,5,225,11,4,28,"d",260.854285714286,0.143376623376623,0.0463164514285714,0.102592405714286,142.124598291429,342.135044705714,395.809347657762,39906.9542857143,0
582,"a","g","u",4,5,225,11,4,28,"r",581.354285714286,0.385714285714286,0.103223417922078,0.22779836,112.022042462857,390.943002271429,243.716664664352,18701.0028571429,0
583,"a","g","u",4,5,225,11,4,28,"r",1572.25428571429,0.658701298701299,0.279164469090909,0.614959154285714,57.8230525142857,692.238337105714,192.288053124083,17042.5571428571,0
584,"a","g","u",4,5,625,31,12,78,"d",0,0,0,0.000657885714285714,182.37568084,659.571545834286,NA,27650.5171428571,0
585,"a","g","u",4,5,225,33,4,28,"r",2412.72285714286,0.344415584415584,0.142798464155844,0.943301625714286,120.016919711429,434.301517931429,152.952717604618,18327.1228571429,0
586,"a","g","u",4,5,225,11,4,28,"r",0.00285714285714286,0.00025974025974026,5.07272727272727e-07,0.000816045714285714,81.5921373514286,510.566813682857,NA,29597.6771428571,0
587,"a","g","u",4,5,625,93,12,78,"r",12555.7,0.462334869431644,0.2636865759447,4.90544202285714,220.378928651429,1903.37571994857,317.139763166961,41495.2085714286,0
588,"a","g","u",4,5,225,33,4,28,"d",0,0,0,0.000748877142857143,98.4688281514286,257.905943162857,NA,26881.7942857143,0
589,"a","g","u",4,5,225,33,4,28,"r",0.0971428571428571,0.00268398268398268,5.74909090909091e-06,0.00090468,83.5004464657143,399.780373931429,118.5,10471.0714285714,0
590,"a","g","u",4,5,225,33,4,28,"r",2283.40857142857,0.32034632034632,0.13514492034632,0.892829051428571,72.8434878085714,411.305301388571,177.319373544403,14744.6057142857,0
591,"a","g","u",4,5,625,31,12,78,"r",3237.82285714286,0.477142857142857,0.203995895391705,1.26557650571429,449.23356594,1166.78688623143,459.342444079586,149372.071428571,0
