"EXPERIMENT","MODEL","SPECIES","INTERACTIONS","COMPLEXITY","CLONES","GRIDS","RESOURCES","SITES","OBSTACLES","DIFFICULTY","CAPTURES_TOTAL","CAPTURES_BEST_CASE","CAPTURES_MEAN","TOT_FITNESS_MEAN","RATE_COMMUNICATION","RATE_MOTION","RES_D2C_STEPS_MEAN","SIGNAL_SENT","SIGNAL_RECEIVED"
26,"a","g","b",3,10,625,31,12,78,"d",2513.09142857143,0.386451612903226,0.158334894193548,0.491593888571429,189.770736602857,2137.57737724,708.359699670156,81489.26,12204.3571428571
27,"a","g","b",3,10,225,33,4,28,"d",1.08,0.0131601731601732,6.39191341991342e-05,0.000952031428571429,56.0519698628571,477.045100465714,449.45,26380.3028571429,2175.56571428571
28,"a","g","b",3,10,625,93,12,78,"r",28735.7371428571,0.850875576036866,0.60348910344086,5.61334920571429,92.8529966285714,5591.81707591714,178.665934328336,42713.1542857143,4506.62571428571
29,"a","g","b",3,10,625,31,12,78,"d",3223.16857142857,0.47668202764977,0.203072616129032,0.63025584,125.540753331429,3208.23830916857,617.963887458769,49392.5971428571,10409.74
30,"a","g","b",3,10,625,93,12,78,"d",1340.36857142857,0.1078955453149,0.0281495415668203,0.262495768571429,212.156679694286,1645.48075892857,689.679232341443,62374.12,30707.1685714286
31,"a","g","b",3,10,225,11,4,28,"d",292.16,0.172727272727273,0.0518749984415584,0.0578111457142857,37.2444921885714,963.995228808571,227.610444558281,16926.9714285714,2113
32,"a","g","b",3,10,225,11,4,28,"r",2456.50285714286,0.745194805194805,0.436168833506493,0.480530751428571,27.9591573457143,1511.97925221143,207.239970478955,13045.6342857143,1194.65714285714
33,"a","g","b",3,10,625,93,12,78,"r",26114.1857142857,0.813517665130568,0.548432999815668,5.10133077142857,130.504827031429,4482.43342634571,373.413117348741,56325.5257142857,8901.81714285714
34,"a","g","b",3,10,625,31,12,78,"d",2335.78,0.366175115207373,0.147163558341014,0.45696522,120.819760048571,2610.97026784286,839.576840626635,51940.7771428571,8828.05142857143
35,"a","g","b",3,10,225,11,4,28,"r",2657.20285714286,0.718181818181818,0.471804485974026,0.519737317142857,30.75638948,1843.25035159429,165.152079974319,13837.4885714286,1633.00285714286
36,"a","g","b",3,10,625,93,12,78,"d",3511.02285714286,0.190076804915515,0.073736199047619,0.686525245714286,182.321250005714,3440.42704796,796.688969903081,67285.2342857143,18470.0314285714
37,"a","g","b",3,10,225,33,4,28,"r",9067.44571428571,0.821125541125541,0.53666227012987,1.77187168,53.4354743171429,1891.89286830286,188.883692829637,22574.7542857143,3892.76
38,"a","g","b",3,10,225,11,4,28,"r",2821.70285714286,0.762077922077922,0.501012582077922,0.551893214285714,27.4079185428571,1903.34412389143,196.977096853286,13001.0657142857,975.197142857143
39,"a","g","b",3,10,225,33,4,28,"d",2542.65714285714,0.316709956709957,0.150488704329004,0.497398231428571,49.47919642,818.035111608571,309.750364678817,22194.0485714286,2664.38
40,"a","g","b",3,10,225,33,4,28,"r",8361.59428571429,0.772034632034632,0.494886025367965,1.63402084857143,40.8347432885714,1651.25314734,142.368673434827,18350.5228571429,2317.73428571429
41,"a","g","b",3,5,625,31,12,78,"r",6928.19142857143,0.780829493087558,0.436503996589862,2.70718437428571,55.45316964,2253.15072544286,355.505292772309,26568.5457142857,1736.68571428571
42,"a","g","b",3,5,225,11,4,28,"d",589.054285714286,0.35012987012987,0.104590603376623,0.230864305714286,12.8614732171429,586.916579237143,318.803157581855,6330.56285714286,252.848571428571
43,"a","g","b",3,5,625,31,12,78,"d",1653.19142857143,0.312626728110599,0.104157726820276,0.646528262857143,49.0743303771429,1510.47083147714,598.895621477753,23953.7657142857,1104.15714285714
44,"a","g","b",3,5,225,33,4,28,"d",0.377142857142857,0.00883116883116883,2.232e-05,0.000894645714285714,8.19095982,226.364414054286,476,3959.20285714286,239.468571428571
45,"a","g","b",3,5,625,31,12,78,"d",431.322857142857,0.130322580645161,0.0271750792626728,0.1691722,38.8157533371429,1150.63900113143,722.739288980637,19214.1171428571,704.411428571429
46,"a","g","b",3,5,625,93,12,78,"d",1276.84571428571,0.0805222734254992,0.0268154764976959,0.499531697142857,35.0936216828571,924.249547948571,799.436412646524,16930.1514285714,1070.54285714286
47,"a","g","b",3,5,225,33,4,28,"r",4736.32,0.56034632034632,0.28032197012987,1.85098483714286,16.6691685257143,746.329760034286,195.712357631686,8001.73142857143,521.788571428571
48,"a","g","b",3,5,625,31,12,78,"r",4898.59428571429,0.62294930875576,0.308631192534562,1.91432882285714,62.0729966542857,1748.26755022286,435.135076212085,28932.0628571429,2596.52285714286
49,"a","g","b",3,5,225,33,4,28,"d",1948.01714285714,0.244415584415584,0.115294576277056,0.761763297142857,46.6498660628571,502.116925208571,242.328657801081,23431.4828571429,439.431428571429
50,"a","g","b",3,5,625,93,12,78,"d",79.6514285714286,0.0134869431643625,0.0016727868202765,0.0318715342857143,191.119888391429,653.923984374286,679.390659200452,89035.1685714286,8110.59714285714
51,"a","g","b",3,5,625,93,12,78,"d",1852.26285714286,0.117173579109063,0.0389000096159754,0.72431308,80.0686049028571,1544.12041852857,645.30969808626,38224.5685714286,2503.71714285714
52,"a","g","b",3,5,225,11,4,28,"r",1855.90857142857,0.692207792207792,0.329529219480519,0.725761542857143,37.4901785657143,650.580848194286,168.089297049056,17997.2485714286,1147.91428571429
53,"a","g","b",3,5,225,33,4,28,"d",0.0285714285714286,0.000865800865800866,1.69090909090909e-06,0.000776605714285714,12.3283426142857,252.981238854286,342.4,5945.64857142857,364.174285714286
54,"a","g","b",3,5,225,33,4,28,"r",5248.71428571429,0.61012987012987,0.310648336277056,2.05115292571429,15.2617689542857,667.619603828571,173.153828734249,7413.15142857143,386.028571428571
55,"a","g","b",3,5,625,93,12,78,"r",15638.4371428571,0.594777265745008,0.328428199662058,6.10960314285714,50.8175837342857,2419.98035157143,510.015824386098,23664.3771428571,2243.30285714286
56,"a","g","b",3,5,625,93,12,78,"r",17204.1514285714,0.632596006144393,0.361310303625192,6.72126336,47.71374444,2193.38565849143,244.025646622411,23036.6771428571,1366.17142857143
57,"a","g","b",3,5,225,11,4,28,"d",937.46,0.475844155844156,0.166452411948052,0.366918608571429,57.1897935057143,440.345814731429,310.43456020906,28886.8942857143,417.64
58,"a","g","b",3,5,625,31,12,78,"d",581.525714285714,0.155115207373272,0.0366384655299539,0.227848428571429,114.822762277143,794.069665188571,707.735856824719,54485.3885714286,4094.98857142857
59,"a","g","b",3,5,225,33,4,28,"d",117.685714285714,0.0438095238095238,0.00696529948051948,0.0467127085714286,58.8073716571429,321.170770108571,297.428684376977,27476.5971428571,2432.63142857143
60,"a","g","b",3,5,225,11,4,28,"r",2040.89428571429,0.72961038961039,0.362374698181818,0.798003445714286,11.6603627142857,663.259006722857,169.636423407034,5673.87714285714,290.097142857143
61,"a","g","b",3,5,625,93,12,78,"d",2284.63428571429,0.132596006144393,0.047980390875576,0.893220337142857,133.374927477143,1559.91911832286,907.411207887848,62508.0971428571,5147.26857142857
62,"a","g","b",3,5,625,31,12,78,"r",6833.73142857143,0.758617511520737,0.43055263483871,2.67030926571429,50.4209932942857,2096.10837610286,332.446627442566,24461.0657142857,1302.21428571429
63,"a","g","b",3,5,625,31,12,78,"r",5972.88857142857,0.695483870967742,0.376316064792627,2.33401802,59.7807087171429,1862.6938393,356.596138326976,28522.7857142857,1807.90285714286
64,"a","g","b",3,5,625,31,12,78,"d",59.9828571428571,0.0335483870967742,0.00377916175115207,0.0241103571428571,79.8523326,961.809553588571,913.665064102564,37178.6,3494.62285714286
65,"a","g","b",3,5,225,33,4,28,"r",4943.09714285714,0.614025974025974,0.292560200519481,1.93174941714286,19.2533984742857,693.845915182857,234.03167423342,9024.8,797.98
66,"a","g","b",3,5,225,11,4,28,"r",2183.66571428571,0.768831168831169,0.387724735064935,0.85381246,24.4562834571429,885.512751122857,229.452788537304,11563.7085714286,876.974285714286
67,"a","g","b",3,5,225,11,4,28,"r",2138.88285714286,0.781818181818182,0.379773233246753,0.836336568571429,38.2147433514286,725.163989957143,175.169748037514,18727.8857142857,738.548571428571
68,"a","g","b",3,5,225,33,4,28,"d",668.185714285714,0.137835497835498,0.0395469758441558,0.261806345714286,34.87580914,279.675753342857,275.149714321281,17255.9828571429,589.114285714286
69,"a","g","b",3,5,625,31,12,78,"r",5402.71428571429,0.668110599078341,0.3403927840553,2.11131074,28.5357198714286,3049.23329797429,515.218767412588,14073.0657142857,550.074285714286
70,"a","g","b",3,5,225,11,4,28,"d",800.968571428571,0.431428571428571,0.142217431948052,0.313586085714286,42.7138950914286,367.438733245714,272.742542040748,21161.46,683.237142857143
71,"a","g","b",3,5,625,93,12,78,"r",14597.8171428571,0.565560675883257,0.306573780737327,5.70314129714286,44.4990736685714,1851.78058596,217.476374012379,21646.7885714286,1107.30285714286
72,"a","g","b",3,5,625,93,12,78,"r",20729.1657142857,0.721658986175115,0.435340341843318,8.09823502285714,57.4115122771429,2451.58512837143,377.115488007544,28017.8285714286,1372.66857142857
73,"a","g","b",3,5,625,31,12,78,"d",1076.21714285714,0.208018433179723,0.0678060186175115,0.421116465714286,63.6835881628571,1352.62267299429,751.37724024127,30893.1942857143,1639.92857142857
74,"a","g","b",3,5,225,33,4,28,"r",3815.48857142857,0.50017316017316,0.225822003896104,1.49123727142857,47.5636216714286,503.535100451429,133.738323837205,22182.8,2002.86857142857
75,"a","g","b",3,5,225,11,4,28,"r",1841.17714285714,0.765194805194805,0.326913552467532,0.720009114285714,21.2483593771429,692.825591531429,163.730400418505,9990.97142857143,844.757142857143
76,"a","g","b",3,5,225,11,4,28,"d",0.06,0.00467532467532468,1.06527272727273e-05,0.00074278,11.49118306,301.447812488571,NA,5655.57428571429,232.98
77,"a","g","b",3,5,225,33,4,28,"r",4575.15714285714,0.557575757575758,0.270783448571429,1.78804441428571,16.59252788,685.903510057143,171.35685410011,7996.80857142857,486.048571428571
78,"a","g","b",3,5,225,11,4,28,"d",0.0142857142857143,0.0012987012987013,2.53636363636364e-06,0.00076256,30.7163560314286,289.627120534286,548,14832.4828571429,884.305714285714
79,"a","g","b",3,5,625,93,12,78,"d",144.74,0.0182795698924731,0.00303973456221198,0.0573147714285714,65.3429799228571,913.542472131429,811.73759548117,29777.2685714286,3022.34
80,"a","g","b",3,5,625,93,12,78,"r",16879.08,0.62,0.354483366912442,6.59428943142857,35.7935323428571,2209.75203682,198.45222075101,17510.9971428571,801.045714285714
81,"a","g","b",4,10,225,33,4,28,"r",3554.47142857143,0.38969696969697,0.210373545021645,0.695101714285714,64.2064732685714,1095.14228802,189.947932100485,28098.58,4347.52
82,"a","g","b",4,10,625,31,12,78,"r",6160.51428571429,0.66184331797235,0.388137241751152,1.20404975142857,200.95555808,2733.67944204571,409.685362055808,89276.6428571429,12281.14
83,"a","g","b",4,10,625,31,12,78,"d",1875.38,0.313548387096774,0.118156502949309,0.366999051428571,353.872165228571,2387.03331478571,733.374805611343,141974.008571429,31929.1571428571
84,"a","g","b",4,10,625,93,12,78,"d",172.44,0.0250384024577573,0.0036214712749616,0.0344665942857143,266.670742254286,1232.57407370571,809.007601862261,107682.497142857,21643.5571428571
85,"a","g","b",4,10,225,33,4,28,"d",48.5514285714286,0.0186147186147186,0.00287354554112554,0.0102670628571429,63.5462556485714,452.74597662,223.44752460219,30332.7285714286,2211.44857142857
86,"a","g","b",4,10,225,11,4,28,"d",0.00285714285714286,0.00025974025974026,5.07272727272727e-07,0.000757682857142857,82.1546317657143,823.260775714286,NA,36407.38,4997.39714285714
87,"a","g","b",4,10,625,93,12,78,"r",20096.3714285714,0.658371735791091,0.422050811336406,3.92595510285714,220.673197597143,3292.35312506286,286.126746372272,95995.7314285714,14370.6514285714
88,"a","g","b",4,10,625,31,12,78,"r",3301.07714285714,0.478341013824885,0.207981171612903,0.645529102857143,202.2291295,2930.21719313143,495.418265362775,91504.6514285714,11146.9228571429
89,"a","g","b",4,10,225,33,4,28,"r",4720.45714285714,0.563030303030303,0.279383116709957,0.922814531428571,52.7606976485714,961.582767925714,143.211053983087,23461.64,3214.29714285714
90,"a","g","b",4,10,225,33,4,28,"d",0.262857142857143,0.00718614718614719,1.55563636363636e-05,0.000807831428571429,64.7552232714286,479.680457631429,416.488372093023,27596.7114285714,4538.92857142857
91,"a","g","b",4,10,625,93,12,78,"r",19872.5257142857,0.692319508448541,0.417349750230415,3.88219976,146.665591602857,3201.08202014857,395.338270170344,66153.2085714286,8125.70857142857
92,"a","g","b",4,10,625,93,12,78,"d",1.61142857142857,0.00752688172043011,3.38417818740399e-05,0.00109251142857143,369.708437554286,1737.35674674857,765.707808857809,156848.54,28534.2657142857
93,"a","g","b",4,10,225,11,4,28,"d",0.348571428571429,0.0249350649350649,6.18872727272727e-05,0.000835685714285714,112.628253405714,863.749670834286,339.068965517241,53471.66,3990.54857142857
94,"a","g","b",4,10,625,93,12,78,"d",1139.84,0.103256528417819,0.0239381718894009,0.223306614285714,327.015468842857,1611.41371657143,760.620864028626,131470.508571429,28842.84
95,"a","g","b",4,10,225,33,4,28,"d",0.06,0.00173160173160173,3.55090909090909e-06,0.000785968571428571,112.570697631429,476.724827062857,265.928571428571,51209.2742857143,5904.42285714286
96,"a","g","b",4,10,225,11,4,28,"r",2006.94,0.638701298701299,0.356345877922078,0.392715231428571,76.3659989228571,1300.82323107429,169.640112477171,33670.7628571429,4684.47428571429
97,"a","g","b",4,10,225,11,4,28,"d",0.0685714285714286,0.00597402597402597,1.21745454545455e-05,0.000773822857142857,65.7046987,916.693180862857,NA,31207.8885714286,2364.09142857143
98,"a","g","b",4,10,625,31,12,78,"r",7777.54285714286,0.745714285714286,0.490016561105991,1.51991064857143,140.310558068571,3696.05003356571,419.261220815722,62517.5228571429,8557.63142857143
99,"a","g","b",4,10,625,93,12,78,"r",21733.7257142857,0.696497695852535,0.456437451950845,4.24574963142857,249.777472165714,4647.08741638857,312.111677333554,108119.794285714,17146.7228571429
100,"a","g","b",4,10,625,31,12,78,"d",6.90857142857143,0.0348387096774194,0.000435270322580645,0.00210717142857143,427.16144538,2151.75741077714,974.226899696049,181908.925714286,31733.5571428571
101,"a","g","b",4,10,225,33,4,28,"r",5868.99714285714,0.622164502164502,0.347360152900433,1.14715287428571,93.4838226057143,1148.50446993714,147.232427418357,40516.7342857143,6481.81142857143
102,"a","g","b",4,10,225,33,4,28,"d",0.0171428571428571,0.000519480519480519,1.01454545454545e-06,0.000772845714285714,81.2068025057143,630.102321477143,84,38365.6742857143,3015.41142857143
103,"a","g","b",4,10,225,33,4,28,"r",6396.80857142857,0.649177489177489,0.378598992207792,1.25024703714286,103.805926408571,1437.67123333714,141.001714365023,40909.2285714286,8123.34571428571
104,"a","g","b",4,10,625,31,12,78,"d",298.891428571429,0.0849769585253456,0.0188313641474654,0.0591136342857143,246.602801414286,2091.09672437143,819.075835145086,110811.514285714,13926.04
105,"a","g","b",4,10,225,33,4,28,"d",0.02,0.000606060606060606,1.18363636363636e-06,0.000769585714285714,57.4068136657143,347.147505654286,231,26124.8342857143,3045.09428571429
106,"a","g","b",4,10,625,93,12,78,"d",859.971428571429,0.0832872503840246,0.0180605560675883,0.168722645714286,344.59397888,1643.41777350286,718.486067678647,129763.208571429,33034.2428571429
107,"a","g","b",4,10,225,11,4,28,"r",1024.79142857143,0.443116883116883,0.181958703636364,0.200977571428571,50.2091797542857,1169.05915742286,235.418934151652,23145.7428571429,2323.93428571429
108,"a","g","b",4,10,625,31,12,78,"r",7428.53428571429,0.717235023041475,0.468027614009217,1.45173713428571,280.170714354286,3373.10627797143,359.502505109326,120003.56,19898.6457142857
109,"a","g","b",4,10,625,31,12,78,"d",2.03428571428571,0.0216589861751152,0.000128166267281106,0.00114912571428571,128.092472174286,2663.31511165714,908.40625,58573.2571428571,6441.52285714286
110,"a","g","b",4,10,225,11,4,28,"d",0.0114285714285714,0.00103896103896104,2.02909090909091e-06,0.000736308571428571,32.6005971714286,801.60845428,NA,14680.5771428571,1862.60571428571
111,"a","g","b",4,10,225,11,4,28,"r",1046.22571428571,0.384675324675325,0.185764504675325,0.205125765714286,125.145792482857,1208.02821993143,191.024796927566,54835.96,8182.37714285714
112,"a","g","b",4,10,625,93,12,78,"d",744.6,0.0653456221198157,0.0156376011059908,0.146194942857143,260.664977751429,1811.67464289714,850.859761932459,110922.691428571,19572.3171428571
113,"a","g","b",4,10,625,31,12,78,"r",6414.48,0.649677419354839,0.404138103686636,1.25367015714286,155.847366122857,3112.62771769714,388.613638756953,69966.7828571429,8854.33428571429
114,"a","g","b",4,10,625,93,12,78,"r",18275.8685714286,0.631981566820277,0.383817804208909,3.57036364,205.872901831429,2857.27818645714,330.332039445217,89422.4485714286,13924.0285714286
115,"a","g","b",4,10,225,33,4,28,"r",6859.92571428571,0.682424242424242,0.406008861558442,1.34069210857143,66.4375279714286,1386.89758935143,200.823621027639,29540.3542857143,4012.98571428571
116,"a","g","b",4,10,225,11,4,28,"d",0.00571428571428571,0.000519480519480519,1.01454545454545e-06,0.000763031428571429,59.3435603342857,656.076411894286,478,27714.6971428571,2323.04857142857
117,"a","g","b",4,10,225,11,4,28,"r",2270.83428571429,0.727012987012987,0.403202112467532,0.444284728571429,52.6978906942857,1221.28598777143,178.595238587931,24659.2742857143,2132.34857142857
118,"a","g","b",4,10,625,93,12,78,"r",13958.9571428571,0.52752688172043,0.293156861966206,2.72722328,186.011199822857,2695.70971544857,348.502037381091,83452.2628571429,10571.8085714286
119,"a","g","b",4,10,225,11,4,28,"r",2677.13142857143,0.806753246753247,0.475342938701299,0.52364712,68.3642467257143,1285.99998332571,160.009688503847,32197.0114285714,2601.65714285714
120,"a","g","b",4,10,625,31,12,78,"d",1677.33714285714,0.475944700460829,0.1056790040553,0.328224431428571,481.845597177143,2126.20312507143,445.945696111322,127384.357142857,60349.6485714286
121,"a","g","b",4,5,225,11,4,28,"r",0.0914285714285714,0.00493506493506494,1.62332467532468e-05,0.000867477142857143,22.8064286285714,496.019933114286,253,11165.6742857143,507.374285714286
122,"a","g","b",4,5,225,11,4,28,"r",2096.50857142857,0.732727272727273,0.372249392207792,0.81978246,18.8014286314286,828.792209882857,162.814180976818,8993.10857142857,573.42
123,"a","g","n",3,10,225,11,4,28,"r",2723.62285714286,0.803636363636364,0.483597806753247,0.5327035,0,1438.92698660857,184.002407354995,0,0
124,"a","g","n",3,10,625,31,12,78,"r",9642.64,0.880921658986175,0.607525201382488,1.88418234857143,0,4649.22047990571,354.165199648873,0,0
125,"a","g","n",3,10,225,33,4,28,"r",9219.11428571429,0.818181818181818,0.545638865627706,1.80146160857143,0,1565.13151229714,157.234362653632,0,0
126,"a","g","n",3,10,225,11,4,28,"d",1774.69142857143,0.709350649350649,0.315108560779221,0.347290437142857,0,911.103962082857,290.825415259451,0,0
127,"a","g","n",3,10,225,11,4,28,"d",1865.24857142857,0.63948051948052,0.33118760025974,0.365002725714286,0,1075.28453686,264.883498622365,0,0
128,"a","g","n",3,10,625,93,12,78,"r",25861.1342857143,0.798402457757296,0.543118579385561,5.05188153142857,0,4858.45307477143,335.703555344452,0,0
129,"a","g","n",3,10,225,33,4,28,"d",1473.39142857143,0.175497835497836,0.0872035637229437,0.288537502857143,0,482.72907922,446.999034960686,0,0
130,"a","g","n",3,10,625,31,12,78,"r",8999.70857142857,0.837235023041475,0.567017929769585,1.75860874571429,0,4637.21340962571,429.72728749707,0,0
131,"a","g","n",3,10,225,33,4,28,"r",8981.99142857143,0.833939393939394,0.531604606926407,1.75519001714286,0,1633.67034040571,201.499977015907,0,0
132,"a","g","n",3,10,225,11,4,28,"r",3178.66285714286,0.883116883116883,0.564393264415584,0.621613034285714,0,1796.30167971714,185.065239099953,0,0
133,"a","g","n",3,10,625,31,12,78,"r",10129.7942857143,0.904608294930876,0.638217886912442,1.97933704857143,0,4769.16075893714,356.325804360357,0,0
134,"a","g","n",3,10,625,93,12,78,"d",2926.88571428571,0.157941628264209,0.0614685341321045,0.57246684,0,3438.19146204857,901.756785982816,0,0
135,"a","g","n",3,10,225,11,4,28,"r",3049.09714285714,0.813506493506494,0.541387986753247,0.596297877142857,0,1936.00007253143,223.689181491254,0,0
136,"a","g","n",3,10,625,93,12,78,"d",40.3942857142857,0.013394777265745,0.00084833400921659,0.00865234571428571,0,1383.77562501429,1060.53407175878,0,0
137,"a","g","n",3,10,625,93,12,78,"r",27842.2942857143,0.843225806451613,0.584725602457757,5.43882841714286,0,5078.82444196571,333.835508011842,0,0
138,"a","g","n",3,10,625,31,12,78,"d",1431.94571428571,0.269216589861751,0.0902183529953917,0.280406857142857,0,2146.57092075714,798.979331603963,0,0
139,"a","g","n",3,10,225,11,4,28,"r",3171.09142857143,0.85974025974026,0.563048902597403,0.620096908571429,0,1877.72035712571,190.153737936286,0,0
140,"a","g","n",3,10,225,33,4,28,"r",8377.66,0.807532467532468,0.495836884242424,1.63714299428571,0,1617.09483816571,150.006273487036,0,0
141,"a","g","n",3,10,625,31,12,78,"r",9784.14571428571,0.860460829493088,0.616440631889401,1.91183368571429,0,4775.44621649429,331.238606891528,0,0
142,"a","g","n",3,10,625,31,12,78,"d",653.297142857143,0.18,0.0411603547465438,0.128268445714286,0,1604.37804689143,825.114427619883,0,0
143,"a","g","n",3,10,625,93,12,78,"d",2122.98285714286,0.120983102918587,0.0445854935176651,0.415391202857143,0,2496.55198662857,853.987649323347,0,0
144,"a","g","n",3,10,225,11,4,28,"r",2993.43142857143,0.801818181818182,0.531504160779221,0.585428834285714,0,1857.81179685143,151.244598861796,0,0
145,"a","g","n",3,10,225,33,4,28,"r",6528.21142857143,0.691515151515152,0.38637615038961,1.27591727714286,0,1516.41835941143,143.441355904996,0,0
146,"a","g","n",3,10,625,31,12,78,"d",3093.82285714286,0.453732718894009,0.194923314654378,0.60496706,0,3275.89924667143,777.724195101281,0,0
147,"a","g","n",3,10,225,11,4,28,"d",7.18285714285714,0.0755844155844156,0.00127536337662338,0.00212170571428571,0,761.845513394286,378.851612903226,0,0
148,"a","g","n",3,10,225,33,4,28,"d",2430.43714285714,0.279134199134199,0.143846894891775,0.47542948,0,836.978448628571,313.751389049178,0,0
149,"a","g","n",3,10,625,93,12,78,"r",27051.0942857143,0.821167434715822,0.568109339047619,5.28430923428571,0,5824.76143974571,320.20155325983,0,0
150,"a","g","n",3,10,225,11,4,28,"d",747.677142857143,0.349350649350649,0.132755172467532,0.146690808571429,0,628.431640637143,446.633461678739,0,0
151,"a","g","n",3,10,625,31,12,78,"r",9461.5,0.867096774193548,0.596112650230415,1.84879005714286,0,4173.51321428857,422.192854766252,0,0
152,"a","g","n",3,10,225,33,4,28,"r",8787.59714285714,0.808311688311688,0.520099263376623,1.71719280285714,0,1826.91621653429,140.401156161554,0,0
