"EXPERIMENT","MODEL","SPECIES","INTERACTIONS","COMPLEXITY","CLONES","GRIDS","RESOURCES","SITES","OBSTACLES","DIFFICULTY","CAPTURES_TOTAL","CAPTURES_BEST_CASE","CAPTURES_MEAN","TOT_FITNESS_MEAN","RATE_COMMUNICATION","RATE_MOTION","RES_E2C_STEPS_MEAN","SIGNAL_SENT","SIGNAL_RECEIVED"
5332,"e","g","u",3,10,225,11,4,28,"r",1179.41806020067,0.622073578595318,0.209413674977197,0.23107174916388,128.071239635451,1049.31302214716,197.683711215017,37748.0033444816,0
5333,"e","g","u",3,10,625,93,12,78,"d",289.638795986622,0.0334448160535117,0.00608279947495235,0.0572729632107023,479.901134869565,1550.85722547492,773.813677443636,125968.929765886,0
5334,"e","g","u",3,10,625,93,12,78,"r",19038.9364548495,0.675729132952134,0.399843250080915,3.71938661538462,274.472335732441,3198.283366,306.138711175676,59576.1939799331,0
5335,"e","g","u",3,10,625,93,12,78,"r",17914.906354515,0.657568238213399,0.376237107239184,3.49983569565217,271.298102632107,3080.31462251171,298.303708772575,60484.2943143813,0
5336,"e","g","u",3,10,225,11,4,28,"d",0.100334448160535,0.0088172696868349,1.78139252052296e-05,0.000691625418060201,148.556130648829,749.243095060201,377.551724137931,28682.4046822742,0
5337,"e","g","u",3,10,625,93,12,78,"d",268.66889632107,0.0315028589923401,0.00564240320782537,0.053196,524.534567926421,1822.27762420736,897.701484229682,112374.993311037,0
5338,"e","g","u",3,10,625,31,12,78,"d",422.846153846154,0.118351494228072,0.026640999352681,0.0832355418060201,289.405001909699,1666.57649150836,862.781175037879,57575.5852842809,0
5339,"e","g","u",3,10,225,11,4,28,"r",903.05016722408,0.51505016722408,0.160342673761022,0.177105882943144,89.2008513745819,906.241272571906,174.405879208333,25854.3745819398,0
5340,"e","g","u",3,10,625,31,12,78,"d",660.819397993311,0.165821555723379,0.0416342736001726,0.12974472909699,282.524580173913,2226.50960190301,784.427501977612,58408.016722408,0
5341,"e","g","u",3,10,225,11,4,28,"r",776.234113712375,0.509273335360292,0.137825615992703,0.152329050167224,146.238888301003,968.937316665552,239.233537010204,39934.2441471572,0
5342,"e","g","u",3,10,625,93,12,78,"r",17312.1404682274,0.652317761714676,0.363578213327579,3.38208111371237,296.922312204013,3197.92527133445,338.230906788591,72619.9732441472,0
5343,"e","g","u",3,10,225,11,4,28,"r",1120.59866220736,0.593797506840985,0.198969888111888,0.21957897993311,132.036383856187,891.193182551839,219.032652958904,31070.1471571906,0
5344,"e","g","u",3,10,225,11,4,28,"d",366.414715719064,0.282760717543326,0.0650593964730921,0.0722488394648829,123.044732026756,621.595924789298,298.579099121771,27613.635451505,0
5345,"e","g","u",3,10,225,33,4,28,"r",4541.3779264214,0.576365663322185,0.268784191142191,0.887775113712375,120.761332919732,875.372876588629,155.171349716724,23937.7725752508,0
5346,"e","g","u",3,10,625,93,12,78,"d",166.548494983278,0.0253533282986298,0.0034977375480994,0.0332115585284281,297.392636471572,1401.27260746823,1053.76443768421,61145.1404682274,0
5347,"e","g","u",3,10,225,11,4,28,"d",466.56856187291,0.326238978412891,0.082842395256917,0.0918004280936455,166.062937247492,686.934070173913,280.583137525097,35448.9331103679,0
5348,"e","g","u",3,10,625,31,12,78,"d",848.57525083612,0.196137663178336,0.0534636477505664,0.166350177257525,328.820677876254,2056.99967294649,780.74401916,72359.1170568562,0
5349,"e","g","u",3,10,625,31,12,78,"d",136.418060200669,0.0654871075628439,0.00859487657784011,0.0273174581939799,420.622647993311,1852.51141783612,820.599706822581,106527.876254181,0
5350,"e","g","u",3,10,625,93,12,78,"r",18605.1939799331,0.668033229043047,0.390734075340742,3.63467433110368,348.794660140468,3184.11965623077,351.915220501695,69288.9531772575,0
5351,"e","g","u",3,10,625,93,12,78,"r",21788.7090301003,0.747365771208688,0.457592170280865,4.25646359866221,292.020915652174,3775.10050385619,286.375735531987,47139.1973244147,0
5352,"e","g","u",3,10,225,11,4,28,"d",114.418060200669,0.1568865916692,0.0203156701124962,0.0230350635451505,147.269249913043,823.931320137124,396.672477351351,39090.745819398,0
5353,"e","g","u",3,10,225,11,4,28,"d",418.083612040134,0.320462146549103,0.0742335564001216,0.0823201170568562,113.434174672241,626.124026267559,316.567478264493,31946.0033444816,0
5354,"e","g","u",3,10,625,93,12,78,"r",16676.6120401338,0.6369978782321,0.350231262523825,3.25795528428094,354.02304512709,2677.35230020401,273.172832587838,81007.0100334448,0
5355,"e","g","u",3,10,225,33,4,28,"r",5479.48160535117,0.652883348535522,0.324306425661295,1.07102224414716,116.28729835786,1070.31696756187,146.630529908784,20407.0033444816,0
5356,"e","g","u",3,10,225,33,4,28,"r",6053.872909699,0.671835410965846,0.358302122529644,1.18322855518395,141.825701113712,1193.89660803344,165.755297851351,36298.5618729097,0
5357,"e","g","u",3,10,625,93,12,78,"d",20.0535117056856,0.0138454346027979,0.000421146617758118,0.00462713043478261,287.606219511706,1308.40734043813,763.4854818659,77918.0200668896,0
5358,"e","g","u",3,10,225,33,4,28,"d",89.8996655518395,0.0399310834093443,0.00532075463666768,0.0182797859531773,157.505414742475,541.813250752508,408.913341956349,28551.635451505,0
5359,"e","g","u",3,10,625,93,12,78,"r",18144.2474916388,0.65411587010465,0.381053579386485,3.54462013712375,419.947885712375,3115.06801273244,354.93849583612,93660.0869565217,0
5360,"e","g","u",3,10,225,33,4,28,"r",5154.90969899666,0.618222357352792,0.305096440052701,1.00763125083612,117.749183016722,947.509131551839,151.662387091837,23133.872909699,0
5361,"e","g","u",3,10,625,31,12,78,"d",1014.61204013378,0.214909914769662,0.0639246359909375,0.198821003344482,332.032275117057,2036.46783509699,765.871276410448,102863.143812709,0
5362,"e","g","u",3,10,225,33,4,28,"d",0.130434782608696,0.00364852538765582,7.71936758893281e-06,0.000757541806020067,73.3348265852843,467.354534240803,481.944444444444,10733.3612040134,0
5363,"e","g","u",3,10,225,33,4,28,"d",5.62541806020067,0.0118577075098814,0.000332940204722813,0.00182620401337793,90.3040338528428,544.223100006689,454.127175,20294.9163879599,0
5364,"e","g","u",3,10,225,11,4,28,"r",1446.84615384615,0.642140468227425,0.256897355427182,0.283301518394649,187.193803117057,924.221035799331,222.338770208333,21000.6153846154,0
5365,"e","g","u",3,10,625,31,12,78,"d",1061.13377926421,0.215017801273061,0.0668556938181034,0.207928147157191,289.928550428094,1942.53011949164,681.766775980469,65524.1538461538,0
5366,"e","g","u",3,10,625,93,12,78,"d",505.464882943144,0.0452404070917395,0.0106154375516956,0.0994264180602007,316.595147458194,1431.63136846488,958.34611529368,53299.491638796,0
5367,"e","g","u",3,10,225,33,4,28,"d",0.367892976588629,0.00912131346913956,2.17725752508361e-05,0.000837979933110368,132.342965712375,629.595767996655,486.413483134831,33156.9364548495,0
5368,"e","g","u",3,10,625,93,12,78,"r",15544.9732441472,0.603337289171791,0.326465326536484,3.03693057525084,340.893773083612,2591.90197098662,320.591948718121,93078.9498327759,0
5369,"e","g","u",3,10,225,33,4,28,"r",5386.73578595318,0.624303232998885,0.318817207661903,1.05294322073579,125.036997889632,1164.98891443144,183.23385669697,28048.6588628763,0
5370,"e","g","u",3,10,625,31,12,78,"r",6211.49163879599,0.735678066673859,0.391349003991801,1.21397636454849,311.049186963211,3199.79659370569,387.723476735593,82747.9866220736,0
5371,"e","g","u",3,10,225,33,4,28,"r",6068.33110367893,0.672443498530455,0.359157839262187,1.18606171906355,102.927028448161,1136.37803703679,133.353500616949,23476.4046822742,0
5372,"e","g","u",3,10,225,11,4,28,"d",725.244147157191,0.409242930982061,0.128772005168744,0.142350190635452,119.437519147157,783.284476454849,280.672342743191,34206.5652173913,0
5373,"e","g","u",3,10,225,11,4,28,"d",256.869565217391,0.195804195804196,0.0456089124353907,0.0508218628762542,168.285469377926,741.303602702341,319.222107607843,30221.8294314381,0
5374,"e","g","u",3,10,225,33,4,28,"r",6002.91973244147,0.691091517178474,0.355286427586906,1.17324889966555,109.857806822742,1105.60534421739,152.476047700337,18988.4548494983,0
5375,"e","g","u",3,10,625,31,12,78,"r",6777.34113712375,0.766533606645809,0.426999804617542,1.32446855183946,303.071794862876,2553.55875009699,393.268759101351,58119.4147157191,0
5376,"e","g","u",3,10,225,33,4,28,"d",372.66220735786,0.0667882841795885,0.0220562256004865,0.0734893043478261,78.0064141638796,417.572892294314,390.850013579926,18740.2173913043,0
5377,"e","g","u",3,10,225,33,4,28,"d",0.317725752508361,0.00729705077531164,1.88035877166312e-05,0.000779414715719064,144.704960093645,504.035508551839,411.881944416667,39386.6488294314,0
5378,"e","g","u",3,10,225,33,4,28,"r",5945.89966555184,0.671328671328671,0.351911660788487,1.16213728428094,114.181215561873,1075.61086387291,172.755454585034,28713.7692307692,0
5379,"e","g","u",3,10,625,31,12,78,"d",595.197324414716,0.164311144675801,0.0374998176718093,0.116888090301003,417.07357161204,1688.17876604348,768.24113010566,91312.7826086956,0
5380,"e","g","u",3,10,625,93,12,78,"r",19659.7190635452,0.698708958175999,0.412880519473514,3.84062630434783,322.775586167224,3327.21537240803,288.008314375,80946.2474916388,0
5381,"e","g","u",3,10,625,93,12,78,"d",223.056856187291,0.0273672096954004,0.00468448998453627,0.0442483946488294,344.797410204013,1555.01738828763,888.316374717842,105524.668896321,0
5382,"e","g","u",3,10,625,93,12,78,"r",18258.1505016722,0.669435753587226,0.383445696119682,3.56686960869565,379.515258779264,3265.58629632107,367.501267371237,79988.8361204013,0
5383,"e","g","u",3,10,625,93,12,78,"r",15011.9030100334,0.57467544143561,0.315270135217751,2.93283684280936,293.720225842809,2875.6804186689,339.093987695652,64975.110367893,0
5384,"e","g","u",3,10,225,11,4,28,"r",1499.30100334448,0.653390088172697,0.266211072058376,0.293558183946488,113.502854123746,1042.81743788963,203.49585087931,20774.0234113712,0
5385,"e","g","u",3,10,625,31,12,78,"r",7360.80602006689,0.781314057611393,0.46376044460028,1.43844827759197,356.275429371237,3248.57687039465,399.38593779932,53183.3678929766,0
5386,"e","g","u",3,10,625,31,12,78,"r",6499.99331103679,0.76232603301327,0.409525773114683,1.27032305685619,243.453562244147,2898.0614217291,442.896638728814,45543.5819397993,0
5387,"e","g","u",3,10,625,93,12,78,"d",231.8127090301,0.0289855072463768,0.00486837411443162,0.0459868862876254,333.35292729097,1463.7878993612,1025.30516241727,34930.2107023411,0
5388,"e","g","u",3,10,625,93,12,78,"d",695.060200668896,0.0585823713453447,0.0145971935843493,0.136470989966555,353.893956010033,1934.25973907023,831.894223409253,74609.127090301,0
5389,"e","g","u",3,10,625,31,12,78,"r",7152.73244147157,0.779048441040026,0.450650969683893,1.39781922073579,312.392460103679,3770.92477481271,432.583619712375,77700.5551839465,0
5390,"e","g","u",3,10,625,31,12,78,"d",348.94983277592,0.11026000647319,0.0219852336821664,0.0688123010033445,275.538363113712,1683.23889483278,796.971641531598,51946.2943143813,0
5391,"e","g","u",3,10,225,11,4,28,"r",1881.58862876254,0.77257525083612,0.334088849194284,0.36820135451505,108.366821257525,1104.67755756856,182.337278670103,21171.3210702341,0
5392,"e","g","u",3,10,225,11,4,28,"r",1142.23745819398,0.569778048038918,0.202812008209182,0.223799976588629,90.2361251839465,1009.66589108027,233.502379404181,15612.9264214047,0
5393,"e","g","u",3,10,625,93,12,78,"d",2.55852842809365,0.0105728773330456,5.37293487251412e-05,0.00118646488294314,636.89384493311,1461.7955681204,898.44331815415,147460.080267559,0
5394,"e","g","u",3,10,225,33,4,28,"r",4210.59866220736,0.531975271105706,0.249206818891254,0.823196983277592,110.388436277592,985.475575712375,191.08505159596,16037.7658862876,0
5395,"e","g","u",3,10,625,31,12,78,"r",7111.73578595318,0.782824468658971,0.448068015859316,1.38980447826087,263.361014137124,3099.48027236455,395.826361426621,64633.9297658863,0
5396,"e","g","u",3,10,225,11,4,28,"r",1139.99665551839,0.563089084828215,0.202414139252052,0.223381635451505,144.135255076923,992.376613036789,229.686683219178,34821.0267558528,0
5397,"e","g","u",3,10,225,33,4,28,"d",364.638795986622,0.100334448160535,0.0215813542110064,0.0719491404682274,120.043262237458,725.737901946488,332.629259829861,23587.72909699,0
5398,"e","g","u",3,10,625,31,12,78,"r",6140.05016722408,0.74312223540835,0.38684790279426,1.19999485618729,359.440857120401,2495.95434610702,427.474236488136,73662.0033444816,0
5399,"e","g","u",3,10,625,31,12,78,"r",7285.97324414716,0.799223217175531,0.459045676556263,1.42382853511706,417.975314421405,3041.97950158194,418.598186111864,61717.8595317726,0
5400,"e","g","u",3,10,225,11,4,28,"d",548.57525083612,0.321982365460626,0.0974032398905442,0.10780897993311,144.570076906355,734.571056715719,325.743830100775,30644.6387959866,0
5401,"e","g","u",3,5,225,33,4,28,"r",2010.14715719064,0.322387757170366,0.118971763960677,0.786032157190635,103.521810531773,378.764069923077,148.070417439863,26498.6655518395,0
5402,"e","g","u",3,5,225,11,4,28,"r",1487.95317725753,0.673456977804804,0.264196189419276,0.58194972909699,61.0274608795987,562.176440558528,184.661549108392,22030.4247491639,0
5403,"e","g","u",3,5,625,93,12,78,"d",0.0301003344481605,0.0002876973423958,6.32107023411371e-07,0.000732538461538462,117.290133344482,689.563995421405,967.25,21641.1605351171,0
5404,"e","g","u",3,5,625,31,12,78,"r",5368.70903010033,0.674614305750351,0.338250301866437,2.09798819732441,193.601281147157,1854.20652132441,303.14149265411,16495.8762541806,0
5405,"e","g","u",3,5,225,33,4,28,"r",3928.19397993311,0.517178473700213,0.232492527211919,1.5352968729097,45.9269043511706,631.823231966555,131.306879391003,7394.96989966555,0
5406,"e","g","u",3,5,225,11,4,28,"d",388.444816053512,0.280936454849498,0.0689709844937671,0.152400508361204,72.7283649531773,451.90315329097,303.032229227437,27023.2809364548,0
5407,"e","g","u",3,5,225,11,4,28,"d",236.879598662207,0.22286409242931,0.0420595494071146,0.0932253010033445,59.3892593244147,353.588086180602,273.907198962406,13773.6053511706,0
5408,"e","g","u",3,5,625,31,12,78,"d",330.454849498328,0.0981767180925666,0.0208199748624447,0.129769387959866,170.676545040134,997.047860899666,745.532717559259,46948.0267558528,0
5409,"e","g","u",3,5,625,93,12,78,"r",9376.04013377926,0.391448196497285,0.196909439385766,3.66337961204013,272.085447157191,1590.07826174247,354.116955681356,61093.4816053512,0
5410,"e","g","u",3,5,625,31,12,78,"d",423.602006688963,0.121372316323228,0.0266886217499191,0.166138267558528,130.819907060201,991.10467138796,803.342283452756,31278.635451505,0
5411,"e","g","u",3,5,225,11,4,28,"r",783.240802675585,0.486774095469748,0.139069703253268,0.306683966555184,57.006159451505,477.42049626087,201.180517159722,13414.5551839465,0
5412,"e","g","u",3,5,625,93,12,78,"d",289.14381270903,0.0335167403891107,0.0060724040709174,0.113673638795987,199.852986093645,791.414754461538,928.698013810219,53966.8996655518,0
5413,"e","g","u",3,5,625,93,12,78,"d",1.34113712374582,0.00805552558708239,2.81639874851656e-05,0.00121535451505017,276.495747093645,849.647600959866,619.790219147239,56187.220735786,0
5414,"e","g","u",3,5,625,93,12,78,"r",9911.72909698997,0.412054518646384,0.20815962789945,3.87262147826087,176.73732712709,1430.24884337458,286.539146176871,33729.6989966555,0
5415,"e","g","u",3,5,625,31,12,78,"d",0.177257525083612,0.00528643866652282,1.11672240802676e-05,0.000745541806020067,125.497687153846,860.037442090301,856.291666666667,32421.6120401338,0
5416,"e","g","u",3,5,625,31,12,78,"d",269.377926421405,0.0842593591541698,0.0169718843456684,0.105940652173913,131.554380033445,1045.77544898662,693.114829648221,15961.5384615385,0
5417,"e","g","u",3,5,225,11,4,28,"r",484.528428093645,0.382791121921557,0.0860312800243235,0.190020939799331,40.7333751672241,419.686271521739,211.722917542662,11813.3545150502,0
5418,"e","g","u",3,5,625,31,12,78,"d",500.535117056856,0.132268853166469,0.0315357207897292,0.196109244147157,101.683567167224,919.420698789298,742.41342275814,19445.8394648829,0
5419,"e","g","u",3,5,225,11,4,28,"d",199.257525083612,0.161143204621466,0.0353794961994527,0.0785207357859532,72.0409563511706,279.774358090301,230.748834964143,23864.9531772575,0
5420,"e","g","u",3,5,225,33,4,28,"d",0.0501672240802676,0.00121617512921861,2.96898753420493e-06,0.000732494983277592,46.188969277592,232.513135812709,270.363636363636,13300.7491638796,0
5421,"e","g","u",3,5,625,93,12,78,"r",9948.65886287625,0.422339698637034,0.208935203042399,3.88703539464883,117.794451137124,1491.56708516054,324.500326352542,22841.0334448161,0
5422,"e","g","u",3,5,225,11,4,28,"r",387.94983277592,0.297962906658559,0.0688831085436303,0.152293,109.830241010033,383.230657722408,206.888450207207,21746.2909698997,0
5423,"e","g","u",3,5,225,33,4,28,"r",3186.75585284281,0.44552548900375,0.188610061315496,1.24563446488294,62.2310823311037,446.493088494983,145.44528457483,18488.1204013378,0
5424,"e","g","u",3,5,625,93,12,78,"d",193.993311036789,0.0238788794188514,0.00407411587010465,0.0765145685618729,200.049611555184,851.890670280936,818.745773371094,36169.983277592,0
5425,"e","g","u",3,5,625,93,12,78,"d",736.819397993311,0.0568561872909699,0.0154741927212572,0.288572511705686,141.175702411371,756.430928200669,698.919395271127,43842.8227424749,0
5426,"e","g","u",3,5,625,93,12,78,"d",241.581939799331,0.023699068579854,0.00507354306469594,0.0951115819397993,110.670156622074,1161.80220480602,722.165596196078,17071.7491638796,0
5427,"e","g","u",3,5,225,11,4,28,"d",8.61204013377926,0.0319245971419884,0.00152911888111888,0.00403661204013378,80.197435006689,335.830534913043,289.930824216216,22290.491638796,0
5428,"e","g","u",3,5,625,31,12,78,"r",3829.0635451505,0.535980148883375,0.241246427662099,1.4964862909699,184.372053528428,1324.21461469231,350.096324479452,46368.7257525084,0
5429,"e","g","u",3,5,625,31,12,78,"r",4704.4381270903,0.615708274894811,0.296398556694358,1.83851059197324,168.772398434783,1638.19021696321,320.574606335616,53234.7558528428,0
5430,"e","g","u",3,5,225,33,4,28,"r",2758.0602006689,0.422114117766292,0.163237450086146,1.07814957525084,60.6921243444816,396.453810474916,143.637855136519,8752.12040133779,0
5431,"e","g","u",3,5,225,33,4,28,"d",226.735785953177,0.0442890442890443,0.0134194836323097,0.0892858862876254,82.1765777558528,286.130565003344,408.714781063241,23120.1705685619,0
5432,"e","g","u",3,5,225,11,4,28,"r",1226.90301003344,0.615384615384615,0.217844954697476,0.480027491638796,62.8804277826087,549.960466742475,201.808016256228,16404.7190635452,0
5433,"e","g","u",3,5,225,33,4,28,"d",0.0167224080267559,0.00050673963717442,9.89662511401642e-07,0.00070209364548495,55.1587383210702,183.522927555184,374,14643.9565217391,0
5434,"e","g","u",3,5,625,31,12,78,"r",4691.07692307692,0.606214262595749,0.295556746574604,1.83330037792642,161.306215602007,1606.20369287625,400.839978285223,37060.0033444816,0
5435,"e","g","u",3,5,225,33,4,28,"r",3774.79598662207,0.490321272929969,0.223413574136009,1.47537120735786,46.2458646923077,632.686343341137,136.614892955631,7664.66889632107,0
5436,"e","g","u",3,5,625,93,12,78,"r",8874.92642140468,0.390513180134498,0.186385378501816,3.46760776254181,129.376828575251,1296.93031415385,268.051385410959,31888.5384615385,0
5437,"e","g","u",3,5,225,33,4,28,"r",2665.00668896321,0.411573933313064,0.157730022093848,1.04181933110368,53.538951,477.659861859532,116.658130047458,11168.3177257525,0
5438,"e","g","u",3,5,225,33,4,28,"r",2748.0602006689,0.420188507145029,0.16264559460829,1.07424008026756,43.2628941438127,505.036096464883,167.345261221088,9146.41471571906,0
5439,"e","g","u",3,5,225,33,4,28,"d",0.00668896321070234,0.000202695854869768,3.95865004560657e-07,0.000699190635451505,52.4361343645485,209.354220658863,523,7640.73913043478,0
5440,"e","g","u",3,5,625,93,12,78,"r",10679.635451505,0.452260222246197,0.224286693710217,4.17253817391304,140.926558153846,1566.32647844816,312.68140812628,32451.508361204,0
5441,"e","g","u",3,5,225,33,4,28,"d",0.264214046822742,0.00648626735583257,1.56366676801459e-05,0.000846983277591973,68.0584496153846,274.420372177258,239.4453125,20201.0434782609,0
5442,"e","g","u",3,5,225,11,4,28,"d",85.7759197324415,0.0799635147461234,0.0152300808756461,0.0341848127090301,89.1173308026756,339.635764625418,308.898074076389,17375.9096989967,0
5443,"e","g","u",3,5,625,31,12,78,"d",295.384615384615,0.0895457978206926,0.0186104091056209,0.116066381270903,240.838902638796,919.36733729097,754.575337348361,54536.9899665552,0
5444,"e","g","u",3,5,625,31,12,78,"r",5309.88294314381,0.659294422267774,0.334544021361528,2.07498853846154,143.179504123746,1675.99551193311,344.308641572414,44511.2040133779,0
5445,"e","g","u",3,5,625,93,12,78,"r",10303.0234113712,0.424677239544,0.216377334843744,4.02548699665552,266.871041040134,1560.89147370234,304.134310847458,44685.4515050167,0
5446,"e","g","u",3,5,225,11,4,28,"r",1366.38127090301,0.665247795682578,0.242610266646397,0.5345142909699,67.4642684816054,600.654962732442,214.776054559441,13914.5217391304,0
5447,"e","g","u",3,5,225,33,4,28,"d",0.0367892976588629,0.00111482720178372,2.17725752508361e-06,0.00073423745819398,78.7748088026756,265.094461561873,287.090909090909,26404.618729097,0
5448,"e","g","u",3,5,625,93,12,78,"d",394.180602006689,0.0395583845794224,0.00827831794152552,0.154684441471572,216.1851610301,940.615018391304,756.096583034884,31815.2742474916,0
5449,"e","g","u",3,5,625,31,12,78,"d",246.642140468227,0.0915956413852627,0.0155394368324523,0.0969928628762542,155.865260070234,951.779511976589,817.995831221774,27447.5618729097,0
5450,"e","g","u",3,5,225,11,4,28,"d",130.070234113712,0.0784432958346002,0.0230948245667376,0.0514939966555184,47.2666827826087,335.739345578595,360.798045367089,8626.66220735786,0
5451,"e","g","u",3,5,225,11,4,28,"d",503.782608695652,0.325630890848282,0.0894500009121313,0.197452036789298,72.3656781672241,398.1935810301,222.79545400813,14292.618729097,0
5452,"e","g","u",3,5,625,31,12,78,"d",42.866220735786,0.0222246197000755,0.00270074031718632,0.0173806387959866,162.710238113712,1116.06745099331,772.308693505618,22971.6989966555,0
5453,"e","g","u",3,5,625,31,12,78,"d",240.183946488294,0.0818858560794045,0.0151325479555508,0.0945038595317726,220.210172795987,1162.95383654181,789.367836854545,24893.1973244147,0
5454,"e","g","u",3,5,625,93,12,78,"r",10159.0735785953,0.433991441004064,0.213354194735139,3.96919610367893,152.535012107023,1570.59008501672,275.195849680272,35111.0836120401,0
5455,"e","g","u",3,5,225,33,4,28,"d",0,0,0,0.000733036789297659,75.0230255451505,213.642845518395,NA,11113.0401337793,0
5456,"e","g","u",3,5,625,31,12,78,"r",4049.50836120401,0.563275434243176,0.255135339734599,1.58265657859532,273.806953722408,1366.47278648495,409.074458612457,73777.0066889632,0
5457,"e","g","u",3,5,225,33,4,28,"r",2336.44481605351,0.38451403668795,0.138283887199757,0.913499892976589,107.215894986622,399.555732210702,179.024890791809,21855.2040133779,0
5458,"e","g","u",3,5,225,11,4,28,"r",1126.15719063545,0.59410155062329,0.199956847065977,0.44064374916388,47.8021525953177,652.736288494983,180.933585333333,11388.9130434783,0
5459,"e","g","u",3,5,225,33,4,28,"r",2718.3779264214,0.386135603526908,0.160888830140874,1.06268968896321,50.5003653779264,468.569769896321,173.97137100678,10572.8260869565,0
5460,"e","g","u",3,5,225,11,4,28,"r",796.742474916388,0.500456065673457,0.141467015202189,0.311917090301003,51.738875264214,424.662246107023,232.628692619863,11007.8862876254,0
5461,"e","g","u",3,5,625,93,12,78,"r",11363.9899665552,0.449706908332434,0.238659058438523,4.43992922073579,94.5798490635452,2139.45023735452,312.631197557823,16994.093645485,0
5462,"e","g","u",3,5,225,11,4,28,"d",123.688963210702,0.114624505928854,0.021961790513834,0.0489782809364549,76.939609458194,298.292876879599,289.372005372642,12386.7692307692,0
5463,"e","g","u",3,5,225,11,4,28,"r",264.799331103679,0.259653390088173,0.0470168905442384,0.104169003344482,83.2468183846154,384.951850779264,222.102220460432,12067.8260869565,0
5464,"e","g","u",3,5,225,33,4,28,"r",3443.78260869565,0.494172494172494,0.203822347319347,1.34604161204013,67.7728491672241,516.155615936455,99.6818138356164,13861.72909699,0
5465,"e","g","u",3,5,225,11,4,28,"d",263.247491638796,0.180602006688963,0.046741350562481,0.10349489632107,52.013083548495,340.618970344482,290.379947501961,9454.16387959866,0
5466,"e","g","u",3,5,225,33,4,28,"d",0.00668896321070234,0.000202695854869768,3.95865004560657e-07,0.000707160535117057,30.2491372809365,231.23675880602,232,4744.19732441472,0
5467,"e","g","u",3,5,225,11,4,28,"r",1119.49498327759,0.604134995439343,0.198773923685011,0.43805516722408,53.2878209331104,641.059390250836,189.020891010638,7801.92976588629,0
5468,"e","g","u",3,5,225,33,4,28,"d",0.0301003344481605,0.000912131346913956,1.78139252052296e-06,0.000748270903010033,73.7339760702341,166.369852214047,401.555555555556,14567.5183946488,0
5469,"e","g","u",3,5,625,93,12,78,"d",0.0301003344481605,0.0002876973423958,6.32107023411371e-07,0.000723304347826087,127.745008966555,648.345526314381,874.642857142857,37793.7324414716,0
5470,"e","g","u",3,5,225,33,4,28,"d",0.0903010033444816,0.00263504611330698,5.34417756156887e-06,0.000772036789297659,40.3034916521739,251.788408842809,413.711538461538,8355.66889632107,0
5471,"e","g","u",3,5,625,31,12,78,"r",4785.80602006689,0.615492501888014,0.301525060847988,1.87027910702341,176.160038267559,1520.9067068194,351.923591699659,34586.143812709,0
5472,"e","g","u",3,5,225,33,4,28,"d",0.020066889632107,0.000608087564609304,1.18759501368197e-06,0.000737565217391304,107.716241200669,231.882433197324,490,20827.4448160535,0
5473,"e","g","u",3,5,625,93,12,78,"r",10713.0334448161,0.461862121048657,0.224988096306685,4.18557706688963,207.058403889632,1808.34426560201,287.306481932432,37508.1003344482,0
5474,"e","g","u",3,5,225,11,4,28,"r",265.274247491639,0.244755244755245,0.0471012204317422,0.10436052173913,62.1832471137124,409.616154983278,280.976128268199,15594.5986622074,0
5475,"e","g","u",3,5,225,33,4,28,"r",3142.41471571906,0.450896929157799,0.185985704368096,1.22832862876254,60.0473318026756,511.415740802676,147.271709919192,14327.8762541806,0
5476,"e","g","u",3,5,625,31,12,78,"r",5323.2474916388,0.690257848743122,0.335386041536304,2.08016933110368,132.330881143813,1599.31742481605,312.284803558621,32829.9096989967,0
5477,"e","g","u",3,5,625,31,12,78,"r",3636.34113712375,0.520876038407595,0.229104139281476,1.42122990301003,120.612242217391,1459.38750217057,334.362035368056,29093.0568561873,0
5478,"e","g","u",3,5,225,11,4,28,"d",657.468227424749,0.370629370629371,0.116737924293098,0.257494959866221,31.888932722408,366.322186816053,299.635254996479,5819.08361204013,0
5479,"e","g","u",3,5,225,11,4,28,"r",970.832775919732,0.549407114624506,0.172377937366981,0.380010237458194,34.9275379799331,545.990077187291,177.724277052083,6437.47826086957,0
5480,"e","g","u",3,5,625,93,12,78,"d",166.327759197324,0.0212536411694897,0.0034931025281404,0.0656954882943144,156.188120113712,678.529864755853,948.469350185771,12681.9096989967,0
5481,"e","g","u",3,5,625,93,12,78,"r",11883.8528428094,0.488402200884669,0.249576877656705,4.6429694916388,180.941405812709,1608.44873491639,211.667688178451,27796.8528428094,0
5482,"e","g","u",3,5,225,33,4,28,"r",2598.69565217391,0.403668794973143,0.153805362014797,1.01593187625418,78.0244560769231,457.400690655518,173.437833707483,20701.7090301003,0
5483,"e","g","u",3,5,625,93,12,78,"d",0.040133779264214,0.000395583845794225,8.42809364548495e-07,0.000742371237458194,267.431476869565,770.808227501672,938.590909090909,62577.8762541806,0
5484,"e","g","u",3,5,225,11,4,28,"d",224.458193979933,0.173000912131347,0.0398540486470052,0.0883220301003344,89.5732645953177,303.736530177258,261.373174257384,16456.7190635452,0
5485,"e","g","u",3,5,625,31,12,78,"d",563.391304347826,0.153630380839357,0.0354959104542022,0.22070108361204,211.757426672241,935.116481605351,783.931001198529,33708.491638796,0
