"EXPERIMENT","MODEL","SPECIES","INTERACTIONS","COMPLEXITY","CLONES","GRIDS","RESOURCES","SITES","OBSTACLES","DIFFICULTY","CAPTURES_TOTAL","CAPTURES_BEST_CASE","CAPTURES_MEAN","TOT_FITNESS_MEAN","RATE_COMMUNICATION","RATE_MOTION","RES_E2C_STEPS_MEAN","SIGNAL_SENT","SIGNAL_RECEIVED"
2922,"a","s","t",3,10,625,93,12,78,"d",2772.26755852843,0.165174236702988,0.0582213400942209,165.481861622074,293.740260053512,13543.4184843378,1213.35578986121,128138.347826087,13182.0903010033
2923,"a","s","t",3,10,225,33,4,28,"r",8811.15384615385,0.860950643559339,0.521493465592379,66.0046592374582,62.597192006689,5962.96353032776,294.434552016835,18762.6555183946,5524.85618729097
2924,"a","s","t",3,10,625,31,12,78,"r",8933.01672240803,0.86643650879275,0.562816057935052,89.7169058060201,1334.70050516722,16871.8792062876,793.632364194631,404261.183946488,127604.97993311
2925,"a","s","t",3,10,225,33,4,28,"d",1250.89297658863,0.228438228438228,0.0740348451403669,69.3689415518395,104.89257767893,5180.58612648829,483.040377453901,38333.3846153846,7009.93311036789
2926,"a","s","t",3,10,625,93,12,78,"d",2260.6220735786,0.142913654835113,0.0474760969899666,193.66928438796,440.254598237458,15646.9582980803,1241.65694329861,142719.83277592,28059.2876254181
2927,"a","s","t",3,10,625,93,12,78,"d",3224.65217391304,0.179199482144784,0.0677220249937066,220.240168397993,269.890970762542,13982.8686894482,1125.70204258451,85947.6889632107,23389.1204013378
2928,"a","s","t",3,10,225,11,4,28,"r",2733.41471571906,0.871085436302828,0.485336376710246,14.8665331973244,116.442300712375,5736.82176222408,329.435542808874,31311.1070234114,8762.59866220736
2929,"a","s","t",3,10,225,11,4,28,"d",2250.27090301003,0.758893280632411,0.399550901793858,21.2059522341137,256.550728541806,5128.340019699,378.066875310714,101099.545150502,17182.8461538462
2930,"a","s","t",3,10,625,31,12,78,"d",4276.88294314381,0.569640737943683,0.269460856079404,68.3655932575251,422.020915618729,17801.4905801572,1050.13575258885,180195.110367893,20969.3377926421
2931,"a","s","t",3,10,225,11,4,28,"r",2983.59531772575,0.872301611432046,0.529757648221344,25.1354162207358,123.524645521739,5629.3117287592,292.798346078498,20915.8026755853,10629.9264214047
2932,"a","s","t",3,10,225,33,4,28,"r",8371.91973244147,0.835208269990879,0.495497128509172,41.5267988896321,99.6163117525084,5974.64432832107,295.697600295302,22934.4782608696,9331.15719063545
2933,"a","s","t",3,10,225,11,4,28,"r",2935.23745819398,0.8561872909699,0.521171379142597,16.0859757424749,251.944136274247,6253.09795631104,284.704371030508,47358.2742474916,29604.5351170569
2934,"a","s","t",3,10,625,93,12,78,"r",23806.4347826087,0.811342467723954,0.499967123134463,225.929942521739,316.49148158194,15100.8892919799,860.910486912752,116495.20735786,27100.4046822742
2935,"a","s","t",3,10,225,11,4,28,"d",2439.82608695652,0.836120401337793,0.433207714502888,19.8316406688963,151.279812474916,6459.66486553177,351.85340896875,44215.127090301,13203.4849498328
2936,"a","s","t",3,10,225,11,4,28,"r",3267.86622073579,0.904834296138644,0.580231884159319,18.6512500434783,79.1605934615385,6374.15153335451,256.341799295918,21393.4247491639,6200.85618729097
2937,"a","s","t",3,10,625,31,12,78,"d",3211.62876254181,0.510626820584745,0.202345547200345,126.306765508361,380.670646518395,16636.0444380702,1136.3412307,102417.765886288,40607.5217391304
2938,"a","s","t",3,10,225,11,4,28,"d",1940.71906354515,0.732745515354211,0.344587859835816,27.017313090301,140.784221735786,5650.356990301,419.212945070671,58808.8361204013,6479.21739130435
2939,"a","s","t",3,10,625,93,12,78,"d",2030.11705685619,0.130183047434099,0.0426351821843421,127.046509377926,297.922162006689,16438.3764758194,1179.44426458042,99518.3110367893,27661.8026755853
2940,"a","s","t",3,10,625,31,12,78,"r",9042.81939799331,0.871399287949078,0.569734069478908,88.2133976287625,270.767544996656,15463.0736565452,804.931203535354,87198.254180602,20889.0133779264
2941,"a","s","t",3,10,225,33,4,28,"r",8514.61872909699,0.850815850815851,0.503942855072464,68.3589065819398,147.412722979933,6058.7968288194,297.181154033557,32822.7591973244,15091.3745819398
2942,"a","s","t",3,10,225,11,4,28,"r",2944.11705685619,0.892976588628763,0.52274801124962,23.0798903444816,431.305568889632,5771.90233022408,302.725127026846,101447.545150502,49117.9765886288
2943,"a","s","t",3,10,225,11,4,28,"d",1985.74581939799,0.739738522347218,0.352582669200365,45.2199333946488,159.304347401338,5613.17002596321,421.356325737589,62823.9197324415,9604.12040133779
2944,"a","s","t",3,10,625,93,12,78,"d",2139.78595317726,0.137771064839789,0.0449383762002373,166.545748016722,566.157373090301,15271.1560993177,1244.68247814488,156003.525083612,86674.5384615385
2945,"a","s","t",3,10,625,93,12,78,"d",1628.43143812709,0.118171683389075,0.0341992437875355,199.729875374582,1436.17164592308,12961.6056838629,1212.46036708392,552872.765886288,93082.3913043478
2946,"a","s","t",3,10,225,33,4,28,"r",8340.0635451505,0.845039018952062,0.493611701023614,65.0086010635452,152.798089535117,5999.86376419064,301.235853808725,31726.3612040134,15962.1538461538
2947,"a","s","t",3,10,225,33,4,28,"d",1090.39130434783,0.194892064457282,0.0645354572818486,67.4673068729097,87.394223812709,4161.15655659866,500.661077714801,33822.1906354515,6459.68227424749
2948,"a","s","t",3,10,225,33,4,28,"d",805.789297658863,0.144319448667275,0.0476911167528124,50.057310083612,66.1615145016722,3603.14272792977,561.772428838462,26228.2040133779,4150.58528428094
2949,"a","s","t",3,10,625,93,12,78,"d",1383.0602006689,0.10202467004711,0.0290461182795699,252.862269849498,310.793249220736,13504.4673189866,1236.09710038434,109072.535117057,21485.9966555184
2950,"a","s","t",3,10,225,11,4,28,"d",1670.6254180602,0.698388567953785,0.296630890848282,60.7422755886288,72.4261857959866,4727.47184582274,392.949030318021,27395.0200668896,5278.16387959866
2951,"a","s","t",3,10,625,93,12,78,"r",21032.1839464883,0.778365159851836,0.441704126766642,228.357679648829,321.548409658863,13501.748745398,953.989372515152,103850.74916388,28963.2107023411
2952,"a","s","t",3,10,225,33,4,28,"d",2370.01337792642,0.299483125570082,0.140270664031621,85.5274094782609,277.884112020067,4039.79287031773,485.189338375,98465.9698996655,25671.0100334448
2953,"a","s","t",3,10,625,93,12,78,"d",2040.14715719064,0.139101665048369,0.0428458275614054,198.432028374582,509.113986294314,13720.3037529666,1176.677784121,180239.040133779,37024.5183946488
2954,"a","s","t",3,10,625,31,12,78,"r",9053.14715719063,0.871399287949078,0.570384758765778,86.0144400602007,235.334637130435,16408.2097743177,759.195506712838,76389.9364548495,19047.525083612
2955,"a","s","t",3,10,625,31,12,78,"d",3506.03678929766,0.522170676448376,0.220894440069047,107.692675,157.951262882943,15508.9150418829,1063.06908294483,44204.4581939799,11995.7525083612
2956,"a","s","t",3,10,625,31,12,78,"r",8669.35451505017,0.876469953608804,0.546204276189449,115.858664712375,533.115129438127,16545.5472142241,709.060285922819,186010.528428094,49673.72909699
2957,"a","s","t",3,10,225,11,4,28,"r",3143.95652173913,0.88628762541806,0.558230871997568,19.5565746956522,120.761829364548,5873.8254986388,282.019963671186,38539.2842809365,9626.41806020067
2958,"a","s","t",3,10,625,31,12,78,"d",4804.32441471572,0.654007983601251,0.302691795339303,70.0016584648829,606.144615688963,19060.9026503445,981.646368222222,163552,59499.1337792642
2959,"a","s","t",3,10,225,11,4,28,"r",3006.01003344482,0.887807844329583,0.533737537245363,13.9476384147157,116.385098351171,6100.81927345819,296.561347754266,34272.5953177258,8374.00668896321
2960,"a","s","t",3,10,625,31,12,78,"r",8345.56856187291,0.864602438234977,0.525804453986406,102.354672147157,784.563250755853,15747.3894683579,872.536072097315,217829.123745819,79331.6655518395
2961,"a","s","t",3,10,225,11,4,28,"r",2973.6220735786,0.885375494071146,0.527986828519307,21.2532689531773,93.8285230200669,6028.01318803344,302.673244037037,22048.3545150502,8290.76923076923
2962,"a","s","t",3,10,625,93,12,78,"r",22263.508361204,0.787931096486496,0.467563594490596,231.992694301003,350.109322311037,14775.2546700836,936.498738828859,101200.802675585,35216.856187291
2963,"a","s","t",3,10,225,33,4,28,"r",7603.3745819398,0.821931691496909,0.450010317928448,75.3416809698997,171.476059100334,5368.33994127425,323.04921502027,32370.1906354515,16084.4214046823
2964,"a","s","t",3,10,225,33,4,28,"d",1489.65551839465,0.235633931286105,0.0881661513124557,42.4636536555184,86.3081948327759,4670.74490447157,407.223311342857,30325.0066889632,5968.23745819398
2965,"a","s","t",3,10,225,33,4,28,"r",8013.08695652174,0.838248707813925,0.474259392216479,74.8766757190635,304.75081609699,5851.28554778261,309.983758720539,73884.364548495,49052.0635451505
2966,"a","s","t",3,10,625,31,12,78,"d",2572.77926421405,0.447189556586471,0.162095452907541,94.9335729364549,480.963634869565,16507.7539188662,1144.45008816376,137411.775919732,54293.143812709
2967,"a","s","t",3,10,625,31,12,78,"r",8865.97658862876,0.879490775703959,0.558592259898587,104.159824364548,268.087067117057,17615.5692668595,767.573205673401,85964.7725752508,24627.5150501672
2968,"a","s","t",3,10,225,11,4,28,"d",1718.90969899666,0.763453937366981,0.30520409729401,8.40373300668896,121.746922919732,6147.45328787291,500.783698765125,37226.1070234114,11469.8394648829
2969,"a","s","t",3,10,225,11,4,28,"r",3224.07692307692,0.899665551839465,0.57245679659471,20.1408830568562,72.3566767658863,6128.23282641472,270.273906477966,20595,6092.09698996656
2970,"a","s","t",3,10,225,11,4,28,"d",1961.72575250836,0.749467923380967,0.348317740042566,29.8577869966555,107.04096945485,4670.89424995987,458.510982285211,37042.0969899666,7469.67892976589
2971,"a","s","t",3,10,625,31,12,78,"r",9495.54180602007,0.892545042615169,0.598257406947891,93.6419642173913,356.718723428094,16895.3713480468,729.012786020202,102949.775919732,34789.9096989967
2972,"a","s","t",3,10,225,33,4,28,"d",2099.27424749164,0.284483632309719,0.12424680683085,86.0312333411371,226.865665040134,3878.13578423077,471.665494621212,71827.0568561873,25903.9297658863
2973,"a","s","t",3,10,625,31,12,78,"d",2753.26421404682,0.456899341892329,0.173466732333585,72.7660627023411,326.864495785953,17305.1458503344,1170.99122641176,110527.722408027,26253.9598662207
2974,"a","s","t",3,10,625,93,12,78,"r",21798.27090301,0.785197971733736,0.457792982234689,229.857069989967,316.582448889632,15882.3083973478,876.279510871622,81199.0367892977,33390.7692307692
2975,"a","s","t",3,10,225,11,4,28,"d",1915.65886287625,0.70325326847066,0.340138249315901,37.1564665217391,164.204568173913,5281.2408806388,384.221014278746,61363.110367893,13240.3745819398
2976,"a","s","t",3,10,625,93,12,78,"d",2018.3143812709,0.14111554644514,0.0423873099938864,202.260626765886,228.688799471572,14595.7897806154,1220.13421713287,99083.9698996655,10985.8996655518
2977,"a","s","t",3,10,625,31,12,78,"r",9209.99331103679,0.880030208220952,0.580266699104542,74.513019006689,216.960845618729,17417.397855699,747.067686449324,70969.8294314381,16585.872909699
2978,"a","s","t",3,10,625,93,12,78,"r",20482.7090301003,0.758837702736721,0.430164414931492,279.995330167224,166.034117210702,14804.4875100234,895.442503328859,52989.5317725753,14753.7190635451
2979,"a","s","t",3,10,225,33,4,28,"d",2001.92307692308,0.288942941116854,0.118485016418364,77.0533583745819,240.035469324415,4919.93169895318,455.052678076655,83205.8795986622,25315.9431438127
2980,"a","s","t",3,10,225,33,4,28,"r",7907.67892976589,0.834904226208574,0.468020755852843,67.2895116588629,182.458252327759,5639.65088662542,290.095196895973,42750.0100334448,19587.2876254181
2981,"a","s","t",3,10,625,93,12,78,"r",22976.7725752508,0.800877476894307,0.482543101125616,184.919059421405,485.333402578595,16964.6654991706,906.735631936242,141647.394648829,38560.5785953177
2982,"a","s","t",3,10,625,93,12,78,"r",21640.6421404682,0.786492609774517,0.454482566619916,215.813047311037,1266.97235532441,14451.1229484348,890.031092761745,255306.421404682,94241.6622073579
2983,"a","s","t",3,10,625,31,12,78,"d",4522.2474916388,0.631136044880785,0.284919812169598,94.1721223913043,522.441778107023,18039.3500204816,1061.90139316187,167910.441471572,47554.0769230769
2984,"a","s","t",3,10,225,11,4,28,"d",1651.83612040134,0.722408026755853,0.293294723928246,33.0073912274247,250.494669294314,4858.4096332408,475.983057923875,101414.331103679,16698.1605351171
2985,"a","s","t",3,10,225,11,4,28,"d",1875.07357859532,0.756764974156279,0.332932055944056,17.0785918595318,295.679177518395,5150.18644134448,397.800887617544,77528.1672240803,32223.3010033445
2986,"a","s","t",3,10,225,33,4,28,"r",8457.28428093646,0.854058984493767,0.500549481199959,68.8284512575251,180.253827421405,5704.88791373579,307.813573020202,34760.0568561873,16354.1003344482
2987,"a","s","t",3,10,225,33,4,28,"d",1286.22073578595,0.207459207459207,0.0761257400425661,61.9235733244147,208.620387849498,3728.39349221739,468.188339723776,61899.5752508361,25606.856187291
2988,"a","s","t",3,10,225,33,4,28,"d",1693.05351170569,0.24485659268268,0.100204384209993,96.2793828795987,90.0766482842809,3682.43039908361,499.817457042403,27710.3277591973,7347.81605351171
2989,"a","s","t",3,10,225,33,4,28,"r",8498.63210702341,0.844329583460018,0.502996677105503,63.466889819398,108.723550735786,5569.43948536789,293.450297491582,22486.6856187291,8010.3779264214
2990,"a","s","t",3,10,625,93,12,78,"r",19194.1705685619,0.709533570683641,0.403103375121372,267.236079361204,275.861817588629,15220.1677592475,874.046158717172,77330.508361204,23019.474916388
2991,"a","s","t",3,10,225,11,4,28,"r",2923.45819397993,0.885071450288842,0.519079892672545,23.596440458194,94.5383761906354,5816.56911667559,301.463473436242,22482.1705685619,7961.34782608696
2992,"a","s","t",3,10,225,33,4,28,"d",1363.84615384615,0.198236546062633,0.0807200470254383,79.1925076655518,77.0682152207358,4655.35487389298,538.679834904594,29871.0401337793,5519.6856187291
2993,"a","s","t",3,10,225,33,4,28,"r",7642.58528428094,0.824972129319955,0.452331027972028,69.914232819398,122.421449963211,5448.16477405686,329.973460973064,22831.3745819398,11698.3010033445
2994,"a","s","t",3,10,625,31,12,78,"d",3358.17056856187,0.495738483115762,0.211578271334556,114.241631712375,237.725360137124,16421.7534420268,1118.96089405923,86505.5752508361,20404.2140468227
2995,"a","s","t",3,10,625,93,12,78,"r",23195.8528428094,0.822167080231596,0.48714408177797,232.154955645485,945.241141896321,15745.5000844783,916.365317432886,202574.501672241,146225.220735786
2996,"a","s","t",3,10,625,31,12,78,"d",3177.4347826087,0.501132808285683,0.200191187614629,62.7145358160535,183.564674759197,17574.3647048595,1147.10201079655,74703.3612040134,12386.1304347826
2997,"a","s","t",3,10,625,31,12,78,"d",2579.23076923077,0.440716366382566,0.162501924803107,32.47913509699,472.622399722408,16088.7596933512,1241.57308160993,146365.675585284,37937.1371237458
