"EXPERIMENT","MODEL","SPECIES","INTERACTIONS","COMPLEXITY","CLONES","GRIDS","RESOURCES","SITES","OBSTACLES","DIFFICULTY","CAPTURES_TOTAL","CAPTURES_BEST_CASE","CAPTURES_MEAN","TOT_FITNESS_MEAN","RATE_COMMUNICATION","RATE_MOTION","RES_D2C_STEPS_MEAN","SIGNAL_SENT","SIGNAL_RECEIVED"
1,"a","g","b",3,10,625,93,12,78,"d",4347.942,0.210172043010753,0.0913126259784946,0.850044848,105.552152342,4575.10135156,819.924529041786,48331.672,5166.968
2,"a","g","b",3,10,625,31,12,78,"r",10360.74,0.907290322580645,0.652768397096774,2.024410342,124.903578134,5270.13209766,367.624355521527,57023.21,6424.276
3,"a","g","b",3,10,225,33,4,28,"r",9206.73,0.86830303030303,0.544905895878788,1.799084206,41.091828146,1924.802847648,165.259449639134,18541.148,2203.438
4,"a","g","b",3,10,625,93,12,78,"d",7167.61,0.301268817204301,0.150529443978495,1.400749984,73.280218752,6647.622710936,871.542467863728,30476.188,5189.972
5,"a","g","b",3,10,225,33,4,28,"d",1644.678,0.226,0.0973412641818182,0.322010144,72.148117212,821.946273438,336.829075318784,34808.994,1976.788
6,"a","g","b",3,10,225,11,4,28,"d",0.128,0.0101818181818182,2.27258181818182e-05,0.000751958,165.541433588,768.296046868,298.214285714286,73407.222,9579.442
7,"a","g","b",3,10,625,93,12,78,"d",5141.5,0.276989247311828,0.107978410537634,1.004968602,148.912613292,4607.849710954,719.048374816695,47356.06,13569.562
8,"a","g","b",3,10,225,11,4,28,"r",3096.33,0.904181818181818,0.549774503454545,0.605507772,32.505640624,1794.363203132,150.04311259058,15031.302,1485.768
9,"a","g","b",3,10,625,31,12,78,"d",5293.74,0.628645161290323,0.333526965290323,1.034737254,132.818707034,4462.08894532,671.685909634301,59973.12,7035.386
10,"a","g","b",3,10,625,31,12,78,"d",5391.63,0.666967741935484,0.339694429935484,1.053876578,125.793835966,4482.023132824,799.757030404795,51638.604,10199.368
11,"a","g","b",3,10,225,11,4,28,"r",3530.054,0.867454545454545,0.626785157272727,0.69023823,37.998710932,1819.849179688,193.093127995409,16586.362,2179.378
12,"a","g","b",3,10,625,93,12,78,"r",30456.866,0.866666666666667,0.639635122688172,5.949516568,64.657464848,6476.7788867,480.743260545495,29975.552,2868.306
13,"a","g","b",3,10,225,11,4,28,"d",1961.256,0.745272727272727,0.348234373636364,0.383737062,30.399394534,831.714648444,286.648152012258,13748.66,1513.97
14,"a","g","b",3,10,225,33,4,28,"d",0.37,0.00406060606060606,2.18984848484848e-05,0.000874082,45.932910174,518.754929698,338.210526315789,21958.338,1415.062
15,"a","g","b",3,10,225,33,4,28,"d",307.676,0.0712121212121212,0.0182099891515152,0.060898278,111.487082034,551.176769528,324.67866985485,46657.016,9296.828
16,"a","g","b",3,10,625,31,12,78,"r",10431.056,0.918774193548387,0.657198589225806,2.03820326,54.396265622,5728.22705859,292.483007986802,25690.338,2037.758
17,"a","g","b",3,10,225,11,4,28,"d",869.084,0.402545454545455,0.154311788909091,0.170432906,71.288773416,742.446945312,273.090877282307,32643.744,3514.896
18,"a","g","b",3,10,225,11,4,28,"d",2040.234,0.711818181818182,0.362257456727273,0.399192126,65.226394558,972.279914092,305.168384926878,31642.19,1688.996
19,"a","g","b",3,10,625,31,12,78,"r",10493.546,0.890129032258065,0.661135710387097,2.050401794,73.402441402,5404.18694923,411.182935237507,33933.14,3432.886
20,"a","g","b",3,10,625,93,12,78,"r",31187.636,0.886494623655914,0.654982274817204,6.092254482,71.650941436,6290.02216017,293.63334818399,32981.114,3396.064
21,"a","g","b",3,10,625,93,12,78,"r",28318.078,0.854451612903226,0.594717699763441,5.531772316,78.976867218,4914.603058598,340.814000380823,35593.87,4359.494
22,"a","g","b",3,10,225,33,4,28,"r",10107.328,0.856848484848485,0.598208333515152,1.974986562,21.775656256,2220.199984372,213.297862905162,10015.42,1061.616
23,"a","g","b",3,10,225,33,4,28,"r",8238.578,0.769515151515151,0.487605231454545,1.609969172,51.630066404,1786.149335932,171.851724290329,23096.146,2853.338
24,"a","g","b",3,10,625,31,12,78,"r",10841.636,0.910516129032258,0.683066784322581,2.118398342,103.743363298,5768.216578128,304.911116418976,48260.306,4569.482
25,"a","g","b",3,10,625,31,12,78,"r",10387.066,0.903935483870968,0.654427040580645,2.029590254,85.88098438,5375.955066404,388.831201572918,40925.448,2905.034
26,"a","g","b",3,10,625,31,12,78,"d",3680.614,0.497032258064516,0.231893524258065,0.719679434,155.384945312,2746.283128918,693.150026110324,67411.472,9606.866
27,"a","g","b",3,10,225,33,4,28,"d",154.738,0.0425454545454545,0.00915826157575758,0.030985004,63.989230466,491.01369142,341.533169514617,30543.24,2078.032
28,"a","g","b",3,10,625,93,12,78,"r",31405.462,0.895612903225806,0.659556913677419,6.134797624,79.814082014,6159.659457056,217.71715721697,36933.186,3667.86
29,"a","g","b",3,10,625,31,12,78,"d",4860.97,0.62058064516129,0.306260710064516,0.950187406,107.635175772,4209.831664072,610.833228305688,44076.13,7864.214
30,"a","g","b",3,10,625,93,12,78,"d",3366.376,0.192408602150538,0.0706984206236559,0.658236186,207.487886724,2740.35416016,604.764419284432,62632.788,28087.398
31,"a","g","b",3,10,225,11,4,28,"d",1185.054,0.413818181818182,0.210414416,0.232219908,30.27465233,1065.963859378,213.79607233417,13823.3,1644.658
32,"a","g","b",3,10,225,11,4,28,"r",3085.888,0.821636363636364,0.547920455454545,0.60348315,26.199749966,1771.880957014,182.982281530112,12330.13,1019.288
33,"a","g","b",3,10,625,93,12,78,"r",29468.572,0.869462365591398,0.618879620387097,5.7565013,106.41419533,5042.903882806,356.401367826196,46621.762,6716.49
34,"a","g","b",3,10,625,31,12,78,"d",3598.968,0.488709677419355,0.226749495935484,0.703720954,105.297937508,3499.42768751,833.328537950075,46321.736,6790.048
35,"a","g","b",3,10,225,11,4,28,"r",3247.34,0.802727272727273,0.576587360181818,0.635015778,26.40830076,2124.938082064,146.911020093497,12024.152,1293.698
36,"a","g","b",3,10,625,93,12,78,"d",5418.508,0.252258064516129,0.113795950989247,1.059122048,139.844933606,4837.292070286,788.917880704309,52835.408,13414.892
37,"a","g","b",3,10,225,33,4,28,"r",10288.692,0.874787878787879,0.608942471757576,2.010413666,42.09990624,2102.105832028,195.309878886353,18026.996,2890.41
38,"a","g","b",3,10,225,11,4,28,"r",3366.766,0.833454545454545,0.597792259272727,0.658367142,23.701339848,2197.597589858,194.599670514935,11269.26,817.702
39,"a","g","b",3,10,225,33,4,28,"d",3258.46,0.382181818181818,0.192853929878788,0.63724114,45.081132806,893.184792974,326.456137610391,20655.872,2081.872
40,"a","g","b",3,10,225,33,4,28,"r",9785.916,0.840424242424242,0.579185369393939,1.912228672,34.535808586,1885.601949228,125.037016182906,15690.968,1811.238
41,"a","g","b",3,5,625,31,12,78,"r",7948.562,0.846064516129032,0.500791456903226,3.105782548,46.999187508,2564.273468756,321.832069574123,22618.466,1376.638
42,"a","g","b",3,5,225,11,4,28,"d",960.832,0.447090909090909,0.170602270909091,0.376119096,11.630839846,789.112542968,294.522186003702,5724.23,227.296
43,"a","g","b",3,5,625,31,12,78,"d",2598.436,0.419290322580645,0.163711945870968,1.015816946,55.98921486,2014.578769526,563.161398113895,27616.71,994.524
44,"a","g","b",3,5,225,33,4,28,"d",0.742,0.0132121212121212,4.39135757575758e-05,0.001056552,7.73643751,228.316808578,466.5,3735.732,225.91
45,"a","g","b",3,5,625,31,12,78,"d",796.238,0.188322580645161,0.0501662046451613,0.311762054,40.042023428,1281.668433608,724.819318797455,19841.148,684.716
46,"a","g","b",3,5,625,93,12,78,"d",1916.518,0.109741935483871,0.0402494541935484,0.749436528,33.515574238,1079.977167936,807.278582448522,16190.12,981.522
47,"a","g","b",3,5,225,33,4,28,"r",6217.042,0.678181818181818,0.367959398909091,2.429418436,14.027507808,942.15534764,202.821262228572,6749.434,422.044
48,"a","g","b",3,5,625,31,12,78,"r",6709.21,0.735741935483871,0.422707283290323,2.621632086,54.51687501,2274.054945312,429.666727670651,25705.628,2022.126
49,"a","g","b",3,5,225,33,4,28,"d",2207.93,0.268666666666667,0.13067767569697,0.863308146,44.739289058,536.729945308,248.081737678038,22481.72,410.98
50,"a","g","b",3,5,625,93,12,78,"d",728.814,0.0582795698924731,0.015306073483871,0.285470628,196.953070324,1025.174648442,672.040863772388,84795.058,11750.536
51,"a","g","b",3,5,625,93,12,78,"d",2862.818,0.162795698924731,0.0601230258924731,1.11910052,62.768628906,1981.730320314,598.850277342235,30020.584,1917.788
52,"a","g","b",3,5,225,11,4,28,"r",2396.46,0.784545454545455,0.425507811636364,0.936947696,29.626917968,808.370859354,156.016778157178,14267.474,864.098
53,"a","g","b",3,5,225,33,4,28,"d",0.022,0.000666666666666667,1.302e-06,0.000798654,11.094414044,256.317671892,342.4,5354.552,321.662
54,"a","g","b",3,5,225,33,4,28,"r",6505.21,0.708848484848485,0.385014796666667,2.541993912,13.929484354,788.771414092,156.224913007441,6791.254,328.262
55,"a","g","b",3,5,625,93,12,78,"r",18973.638,0.690365591397849,0.398471900365591,7.41243459,42.382941424,2873.481785158,500.803935062105,19898.416,1716.476
56,"a","g","b",3,5,625,93,12,78,"r",20609.368,0.721591397849462,0.432824428688172,8.051447786,39.326871112,2533.888273452,249.351898015676,19057.468,1054.72
57,"a","g","b",3,5,225,11,4,28,"d",1270.872,0.582909090909091,0.225651987272727,0.497187526,45.504230458,529.226398428,287.966756775542,22955.522,356.53
58,"a","g","b",3,5,625,31,12,78,"d",839.188,0.194451612903226,0.0528722289032258,0.328514434,119.119503916,958.893066418,683.209332633784,57552.49,3277.392
59,"a","g","b",3,5,225,33,4,28,"d",464.702,0.0871515151515152,0.0275036691515152,0.182280708,54.72806641,382.972640634,328.93416294481,24656.578,3147.744
60,"a","g","b",3,5,225,11,4,28,"r",2523.318,0.810727272727273,0.448032316181818,0.986493042,10.497050776,819.489269556,160.031952694045,5114.214,253.558
61,"a","g","b",3,5,625,93,12,78,"d",3155.156,0.171010752688172,0.0662625167311828,1.233292208,136.998882826,1874.026945322,887.538541301493,60769.33,7646.198
62,"a","g","b",3,5,625,31,12,78,"r",7782.71,0.827032258064516,0.490342111548387,3.041019254,45.887277346,2388.94253514,308.664548155412,22405.772,1046.656
63,"a","g","b",3,5,625,31,12,78,"r",7292.336,0.785612903225806,0.459446572387097,2.84944794,52.076210936,2294.30039455,316.702812954204,24992.282,1467.126
64,"a","g","b",3,5,625,31,12,78,"d",219.242,0.0783870967741935,0.01381313,0.086343518,113.887664072,946.159660166,983.908392434988,53278.882,4291.852
65,"a","g","b",3,5,225,33,4,28,"r",6375.69,0.717454545454545,0.377349077030303,2.491388316,17.483101584,826.80707423,231.582819425381,8284.286,639.056
66,"a","g","b",3,5,225,11,4,28,"r",2651.202,0.838181818181818,0.470738990363636,1.036469126,19.582624974,1074.7211836,221.813670169879,9303.902,663.602
67,"a","g","b",3,5,225,11,4,28,"r",2578.176,0.847272727272727,0.457772727090909,1.007954202,35.02868753,885.974656256,159.970185587381,17271.582,591.086
68,"a","g","b",3,5,225,33,4,28,"d",875.112,0.171454545454545,0.0517940336363636,0.34266226,39.993273426,304.020519532,266.370888843891,19893.388,570.476
69,"a","g","b",3,5,625,31,12,78,"r",7056.586,0.766967741935484,0.444593371096774,2.75737329,26.022492188,3406.95342578,507.403334335209,12791.27,533.85
70,"a","g","b",3,5,225,11,4,28,"d",1096.644,0.531090909090909,0.194716620181818,0.429128852,32.77462891,409.279199212,262.685655347723,16233.706,527.538
71,"a","g","b",3,5,625,93,12,78,"r",18324.506,0.670150537634409,0.384839255698925,7.158900256,43.792773442,2251.277570334,241.238793150836,21434.248,958.35
72,"a","g","b",3,5,625,93,12,78,"r",23875.268,0.795591397849462,0.501412718451613,9.327197426,46.78819141,2843.079558604,405.308079074644,22871.356,1075.388
73,"a","g","b",3,5,625,31,12,78,"d",2196.622,0.356451612903226,0.138396042580645,0.858828062,59.618382806,1820.928164068,742.329895355869,28857.952,1587.614
74,"a","g","b",3,5,225,33,4,28,"r",5266.14,0.619393939393939,0.311679687454545,2.057932328,36.931179694,690.84590234,139.834798631462,17334.424,1455.246
75,"a","g","b",3,5,225,11,4,28,"r",2246.834,0.835636363636364,0.398940694363636,0.8785017,17.149769542,759.119265644,160.407211599506,8108.18,640.114
76,"a","g","b",3,5,225,11,4,28,"d",0.048,0.00381818181818182,8.52218181818182e-06,0.00076552,10.158710964,309.600746094,141,4995.212,207.96
77,"a","g","b",3,5,225,33,4,28,"r",5846.272,0.665212121212121,0.346015151818182,2.284599804,16.828699212,813.260976582,144.212309684913,8182.548,422.108
78,"a","g","b",3,5,225,11,4,28,"d",0.016,0.00145454545454545,2.84072727272727e-06,0.000792714,28.654687504,298.311562498,548,13803.976,853.188
79,"a","g","b",3,5,625,93,12,78,"d",824.388,0.057741935483871,0.0173132559569892,0.32282772,58.29280469,1219.316507844,938.05235193172,26006.276,2877.4
80,"a","g","b",3,5,625,93,12,78,"r",20171.642,0.709397849462366,0.423631594430108,7.880463746,33.175613276,2504.645285142,185.926710222316,16296.78,674.85
81,"a","g","b",4,10,225,33,4,28,"r",6173.994,0.572787878787879,0.36541157630303,1.206748412,51.640320374,1562.742437562,179.743372335046,22854.768,3268.46
82,"a","g","b",4,10,625,31,12,78,"r",8023.166,0.763290322580645,0.505491810387097,1.567883238,180.151894584,3639.168699306,334.040009181089,81052.554,10144.18
83,"a","g","b",4,10,625,31,12,78,"d",3491.434,0.477032258064516,0.219974421096774,0.682691082,276.789789116,3304.857543026,695.2543586104,113197.026,23359.532
84,"a","g","b",4,10,625,93,12,78,"d",1235.132,0.083741935483871,0.0259394317634409,0.242040874,227.159515684,1721.753246148,772.546989330715,91453.82,18226.088
85,"a","g","b",4,10,225,33,4,28,"d",886.136,0.129030303030303,0.0524464963636364,0.173887132,51.615968804,569.49084381,266.37986372453,24471.46,1852.054
86,"a","g","b",4,10,225,11,4,28,"d",0.004,0.000363636363636364,7.10181818181818e-07,0.000782526,82.625511788,856.47726958,NA,36835.15,4897.362
87,"a","g","b",4,10,625,93,12,78,"r",24842.544,0.760709677419355,0.521726814516129,4.852963196,186.066875068,4054.537617246,245.920297105397,82359.108,11010.968
88,"a","g","b",4,10,625,31,12,78,"r",4336.764,0.577548387096774,0.273233619354839,0.847838536,168.956953166,3462.985628952,450.937331769335,76838.01,8964.508
89,"a","g","b",4,10,225,33,4,28,"r",6531.57,0.690424242424242,0.386574928909091,1.27657184,44.371242286,1231.694035224,132.778060220259,19984.492,2481.224
90,"a","g","b",4,10,225,33,4,28,"d",0.296,0.00763636363636364,1.75178181818182e-05,0.000839806,63.12283209,487.405515672,404.795454545455,26918.33,4333.888
91,"a","g","b",4,10,625,93,12,78,"r",24404.086,0.784258064516129,0.512518607053763,4.7672928,124.984183672,3968.146593816,435.892728365588,56933.41,6431.868
92,"a","g","b",4,10,625,93,12,78,"d",101.844,0.024752688172043,0.00213886070967742,0.020690544,416.04990631,1733.853738364,700.317685234518,165191.98,37823.99
93,"a","g","b",4,10,225,11,4,28,"d",251.566,0.149636363636364,0.0446672552727273,0.049919136,101.495027404,885.555871154,269.2725734562,48366.62,3416.282
94,"a","g","b",4,10,625,93,12,78,"d",3628.864,0.199698924731183,0.0762110214408602,0.709504894,274.54498446,2936.886125066,765.002235389746,113635.404,21802.402
95,"a","g","b",4,10,225,33,4,28,"d",0.068,0.002,4.02436363636364e-06,0.00081637,115.662929758,473.178410214,304.826086956522,52543.368,6100.696
96,"a","g","b",4,10,225,11,4,28,"r",2675.558,0.747090909090909,0.475063565454545,0.523327702,62.962406298,1521.12850395,159.838791250613,27961.21,3700.81
97,"a","g","b",4,10,225,11,4,28,"d",0.062,0.00545454545454545,1.10078181818182e-05,0.000808716,67.88485943,966.685472704,NA,32399.456,2280.39
98,"a","g","b",4,10,625,31,12,78,"r",9192.976,0.822,0.579194556258064,1.796381698,123.215554728,4451.013695386,397.383821174719,55682.878,6818.802
99,"a","g","b",4,10,625,93,12,78,"r",26090.166,0.787548387096774,0.547928553290323,5.09663498,196.240523516,5588.777609472,350.792627877322,85950.198,12646.98
100,"a","g","b",4,10,625,31,12,78,"d",260.812,0.0954838709677419,0.0164322095483871,0.05171006,431.949175854,2270.995437562,913.837982455218,179803.758,34212.168
101,"a","g","b",4,10,225,33,4,28,"r",7777.522,0.735515151515152,0.460317352848485,1.519940998,75.053394588,1450.407785222,144.870484238177,32895.548,4903.056
102,"a","g","b",4,10,225,33,4,28,"d",0.012,0.000363636363636364,7.10181818181818e-07,0.000794554,80.341105518,627.011925846,84,38042.082,2903.15
103,"a","g","b",4,10,225,33,4,28,"r",8197.94,0.754424242424242,0.485200047515152,1.602053164,79.287222718,1799.444586014,132.211799878189,31782.996,5913.828
104,"a","g","b",4,10,625,31,12,78,"d",1553.766,0.251870967741935,0.0978935225806452,0.30425091,280.897753976,2602.861175834,736.601772365562,124688.392,16606.41
105,"a","g","b",4,10,225,33,4,28,"d",0.018,0.000545454545454545,1.06527272727273e-06,0.000793592,55.590109422,342.691914134,253.333333333333,25374.848,2873.956
106,"a","g","b",4,10,625,93,12,78,"d",3081.316,0.182494623655914,0.0647117777634409,0.602597314,324.172222748,2724.479273506,640.038652033748,116745.902,33607.298
107,"a","g","b",4,10,225,11,4,28,"r",1889.876,0.610181818181818,0.335560367636364,0.369941366,44.10353914,1352.07347272,197.603459125676,20474.28,1920.194
108,"a","g","b",4,10,625,31,12,78,"r",9052.614,0.802064516129032,0.570351184322581,1.7689665,226.231925846,4145.216308664,349.572051418735,98408.994,14880.498
109,"a","g","b",4,10,625,31,12,78,"d",667.75,0.124193548387097,0.0420709410322581,0.131200018,117.454921942,3123.03636723,733.737077012259,53788.38,5762.19
110,"a","g","b",4,10,225,11,4,28,"d",0.008,0.000727272727272727,1.42036363636364e-06,0.000760724,30.592468832,826.819625042,NA,13783.69,1724.274
111,"a","g","b",4,10,225,11,4,28,"r",1901.626,0.569272727272727,0.337646658545455,0.372197526,95.999957114,1384.51287897,158.241573944076,42359.386,6029.346
112,"a","g","b",4,10,625,93,12,78,"d",2512.954,0.139634408602151,0.0527754119354839,0.491614036,219.271839908,2864.439293008,770.429500029264,95206.01,14904.248
113,"a","g","b",4,10,625,31,12,78,"r",8181.046,0.754774193548387,0.515438885548387,1.598736702,133.499949266,4100.575871166,388.245223246905,60462.052,7128.548
114,"a","g","b",4,10,625,93,12,78,"r",23061.562,0.741548387096774,0.484323798645161,4.505097286,169.160437554,3547.66369538,271.860354263295,74546.384,10567.65
115,"a","g","b",4,10,225,33,4,28,"r",8512.314,0.77769696969697,0.503806463818182,1.663448014,53.947855548,1726.540437558,170.767465533965,24210.092,3065.388
116,"a","g","b",4,10,225,11,4,28,"d",0.004,0.000363636363636364,7.10181818181818e-07,0.00079489,57.120078192,674.77411724,478,26905.64,2031.758
117,"a","g","b",4,10,225,11,4,28,"r",2835.804,0.808909090909091,0.503516337272727,0.55464851,47.211765688,1463.490640682,165.770496218623,22119.584,1891.18
118,"a","g","b",4,10,625,93,12,78,"r",19198.322,0.660774193548387,0.403190566150538,3.750559766,166.001230528,3238.950519588,278.379324782548,75492.012,8578.918
119,"a","g","b",4,10,225,11,4,28,"r",3170.514,0.864727272727273,0.562946377272727,0.620031718,56.801566486,1558.77286725,151.772095851623,26770.526,2146.172
120,"a","g","b",4,10,625,31,12,78,"d",2319.356,0.582451612903226,0.146128780645161,0.453638128,462.247011798,2509.276953188,386.175721915039,110729.098,55292.344
121,"a","g","b",4,5,225,11,4,28,"r",0.072,0.004,1.27836363636364e-05,0.000884286,24.410578194,526.631414144,253,11971.588,516.54
122,"a","g","b",4,5,225,11,4,28,"r",2527.272,0.812909090909091,0.448734376181818,0.98807141,16.746054754,955.77292583,154.239911920772,8059.618,468.564
123,"a","g","n",3,10,225,11,4,28,"r",3236.2,0.862545454545455,0.574609374181818,0.632841334,0,1718.902542978,169.7665488787,0,0
124,"a","g","n",3,10,625,31,12,78,"r",10616.662,0.916645161290323,0.668892515290323,2.074444914,0,5634.713679682,383.958523218461,0,0
125,"a","g","n",3,10,225,33,4,28,"r",10341.04,0.872727272727273,0.612040719030303,2.020602966,0,1677.35878127,144.369910750287,0,0
126,"a","g","n",3,10,225,11,4,28,"d",1982.618,0.773454545454545,0.352027341636364,0.387908822,0,946.35187892,279.952871122272,0,0
127,"a","g","n",3,10,225,11,4,28,"d",2277.248,0.732727272727273,0.404340907272727,0.445497026,0,1258.583714862,246.93066072442,0,0
128,"a","g","n",3,10,625,93,12,78,"r",29200.804,0.858881720430108,0.613256132301075,5.704183328,0,5437.043664058,285.816487802763,0,0
129,"a","g","n",3,10,225,33,4,28,"d",1820.476,0.213636363636364,0.107745975090909,0.356341688,0,502.229738268,447.973208586917,0,0
130,"a","g","n",3,10,625,31,12,78,"r",10137.3,0.886064516129032,0.638690776580645,1.98081567,0,5376.760207036,437.292916343124,0,0
131,"a","g","n",3,10,225,33,4,28,"r",10189.256,0.883757575757576,0.603057292181818,1.991004306,0,1895.721273434,194.622332736603,0,0
132,"a","g","n",3,10,225,11,4,28,"r",3590.602,0.918181818181818,0.637535867636364,0.70208227,0,2024.602152356,172.07050916199,0,0
133,"a","g","n",3,10,625,31,12,78,"r",10943.978,0.933225806451613,0.689514743677419,2.138377626,0,5432.640445302,355.62019597788,0,0
134,"a","g","n",3,10,625,93,12,78,"d",5268.254,0.255376344086022,0.110640415204301,1.029799254,0,4985.205343746,861.627403195753,0,0
135,"a","g","n",3,10,225,11,4,28,"r",3502.654,0.869454545454545,0.621920098727273,0.684895442,0,2148.998445302,210.296718807912,0,0
136,"a","g","n",3,10,625,93,12,78,"d",1464.584,0.0827096774193548,0.0307582323870968,0.28685066,0,2052.761765634,1072.83884976436,0,0
137,"a","g","n",3,10,625,93,12,78,"r",30555.418,0.890258064516129,0.64170484716129,5.96875742,0,5429.871875004,337.950983260183,0,0
138,"a","g","n",3,10,625,31,12,78,"d",2036.39,0.351935483870968,0.128300780322581,0.39849049,0,2383.58261327,815.279850960831,0,0
139,"a","g","n",3,10,225,11,4,28,"r",3559.942,0.901818181818182,0.632091974,0.696062104,0,2058.315074214,186.02231161053,0,0
140,"a","g","n",3,10,225,33,4,28,"r",9746.84,0.865272727272727,0.576872632424242,1.904583514,0,1815.607851564,139.545082962465,0,0
141,"a","g","n",3,10,625,31,12,78,"r",10733.832,0.902322580645161,0.676274697419355,2.097337732,0,5504.362660134,314.600837053284,0,0
142,"a","g","n",3,10,625,31,12,78,"d",1013.106,0.234774193548387,0.0638297636129032,0.198564502,0,1562.787406262,823.743862521942,0,0
143,"a","g","n",3,10,625,93,12,78,"d",5262.752,0.270967741935484,0.110524865548387,1.02866308,0,3705.767855484,813.974187502213,0,0
144,"a","g","n",3,10,225,11,4,28,"r",3421.988,0.861272727272727,0.607597301636364,0.669149452,0,2072.870820304,134.649512748378,0,0
145,"a","g","n",3,10,225,33,4,28,"r",8305.11,0.784060606060606,0.491542968848485,1.622987714,0,1898.048937532,151.388555046876,0,0
146,"a","g","n",3,10,625,31,12,78,"d",4751.786,0.599290322580645,0.299381678064516,0.928844568,0,4550.11163282,805.271534917445,0,0
147,"a","g","n",3,10,225,11,4,28,"d",331.2,0.216545454545455,0.0588068178181818,0.065400318,0,821.365683612,394.604233800716,0,0
148,"a","g","n",3,10,225,33,4,28,"d",3271.262,0.356363636363636,0.193611623757576,0.639706622,0,927.719546858,302.034223038438,0,0
149,"a","g","n",3,10,625,93,12,78,"r",30092.232,0.874817204301075,0.631977318494624,5.878296536,0,6563.974078138,367.644382110127,0,0
150,"a","g","n",3,10,225,11,4,28,"d",1170.868,0.473636363636364,0.207895595090909,0.229343482,0,682.580570314,450.45999463718,0,0
151,"a","g","n",3,10,625,31,12,78,"r",10426.698,0.906967741935484,0.656924016516129,2.03732621,0,4794.26074609,411.977551829235,0,0
152,"a","g","n",3,10,225,33,4,28,"r",10042.256,0.865818181818182,0.594357007818182,1.962270092,0,2076.029882834,139.816508987078,0,0
153,"a","g","n",3,10,225,11,4,28,"d",2525.024,0.865818181818182,0.448335228545455,0.493929056,0,970.99039061,261.111490047211,0,0
154,"a","g","n",3,10,625,93,12,78,"d",4494.688,0.213118279569892,0.0943944890967742,0.878663538,0,3380.112562498,790.324275034093,0,0
155,"a","g","n",3,10,625,93,12,78,"r",27973.11,0.828150537634409,0.587472908301075,5.464394338,0,5202.768261738,383.68329671238,0,0
156,"a","g","n",3,10,625,31,12,78,"d",2599.914,0.438903225806452,0.163805066580645,0.508508488,0,2679.607375018,925.399110577438,0,0
157,"a","g","n",3,10,225,33,4,28,"d",431.372,0.0894545454545455,0.0255310135757576,0.085057112,0,719.104906266,258.935729277972,0,0
158,"a","g","n",3,10,225,33,4,28,"d",2071.424,0.275090909090909,0.122598484787879,0.405328544,0,669.721539058,362.362120948344,0,0
159,"a","g","n",3,10,625,93,12,78,"d",0.276,0.00268817204301075,5.796e-06,0.000812934,0,1511.419140616,681.916666666667,0,0
160,"a","g","n",3,10,625,93,12,78,"r",29673.654,0.870236559139785,0.623186617913978,5.796519636,0,5255.45978127,525.469680738089,0,0
161,"a","g","n",3,10,225,33,4,28,"d",458.918,0.0747272727272727,0.0271613398787879,0.090387056,0,475.387445316,361.035954599829,0,0
162,"a","g","n",3,10,625,31,12,78,"d",4102.08,0.532838709677419,0.258447580967742,0.801976084,0,3913.652054704,537.763655617433,0,0
163,"a","g","n",3,5,225,33,4,28,"d",1301.842,0.171636363636364,0.0770503080606061,0.509327838,0,595.309070332,323.694568493659,0,0
164,"a","g","n",3,5,225,33,4,28,"d",0.002,6.06060606060606e-05,1.18363636363636e-07,0.00079663,0,222.096433596,NA,0,0
165,"a","g","n",3,5,225,11,4,28,"r",2615.098,0.854727272727273,0.464328479454545,1.022360998,0,1025.82857032,217.385312426469,0,0
166,"a","g","n",3,5,625,93,12,78,"d",2110.362,0.108881720430108,0.0443204384516129,0.825112848,0,896.431113274,862.666452877079,0,0
167,"a","g","n",3,5,225,33,4,28,"d",0.006,0.000181818181818182,3.55090909090909e-07,0.000784876,0,251.284031238,NA,0,0
168,"a","g","n",3,5,225,33,4,28,"d",0.004,0.000121212121212121,2.36727272727273e-07,0.00076588,0,210.386839844,NA,0,0
169,"a","g","n",3,5,225,11,4,28,"d",1082.142,0.485636363636364,0.192141690909091,0.423423008,0,350.579167972,244.673607905062,0,0
170,"a","g","n",3,5,225,11,4,28,"d",1030.384,0.471636363636364,0.182951705272727,0.4032821,0,375.13003904,241.409804918001,0,0
171,"a","g","n",3,5,625,31,12,78,"d",0.02,0.000645161290322581,1.26e-06,0.000779402,0,1501.967773418,1476,0,0
172,"a","g","n",3,5,625,93,12,78,"d",2646.348,0.138,0.0555768649247312,1.03453748,0,1886.659574236,911.156207359983,0,0
173,"a","g","n",3,5,625,31,12,78,"r",8363.736,0.849483870967742,0.526949092967742,3.267979502,0,2677.481730478,392.47162025234,0,0
174,"a","g","n",3,5,225,33,4,28,"d",277.618,0.049030303030303,0.0164309896969697,0.109214546,0,258.299699216,257.473941798942,0,0
175,"a","g","n",3,5,625,93,12,78,"r",19074.084,0.678451612903226,0.400581401075269,7.451710676,0,3275.256414096,454.661031543353,0,0
176,"a","g","n",3,5,625,31,12,78,"d",0.038,0.00109677419354839,2.394e-06,0.00077214,0,1313.695675784,997.75,0,0
177,"a","g","n",3,5,225,11,4,28,"d",1.118,0.0236363636363636,0.000198506727272727,0.001243314,0,426.959507842,123.375,0,0
178,"a","g","n",3,5,225,33,4,28,"r",7108.224,0.761090909090909,0.420704545454545,2.77755806,0,942.817265622,135.899033925508,0,0
