"EXPERIMENT","MODEL","SPECIES","INTERACTIONS","COMPLEXITY","CLONES","GRIDS","RESOURCES","SITES","OBSTACLES","DIFFICULTY","CAPTURES_TOTAL","CAPTURES_BEST_CASE","CAPTURES_MEAN","TOT_FITNESS_MEAN","RATE_COMMUNICATION","RATE_MOTION","RES_D2C_STEPS_MEAN","SIGNAL_SENT","SIGNAL_RECEIVED"
1893,"e","s","b",3,10,225,11,4,28,"r",2951.198,0.918727272727273,0.524005327090909,11.391616506,157.32992578,6848.091253926,278.0772367889,52284.296,20982.046
1894,"e","s","b",3,10,625,93,12,78,"d",13111.354,0.612666666666667,0.275356056688172,143.249485962,1867.488691372,14653.684042958,568.169386488316,299327.926,227431.748
1895,"e","s","b",3,10,225,33,4,28,"r",7465.444,0.839757575757576,0.44184682769697,48.056782802,80.3691289,6181.075710942,264.789439655764,30943.758,8638.384
1896,"e","s","b",3,10,225,11,4,28,"r",2807.676,0.906909090909091,0.498522015818182,11.429314694,82.51690626,6126.014410154,281.682302671891,33108.348,7718.902
1897,"e","s","b",3,10,225,33,4,28,"r",7921.416,0.863333333333333,0.468833806606061,47.489277238,83.828507808,6103.818175796,260.194985732726,32569.084,8585.046
1898,"e","s","b",3,10,225,33,4,28,"d",1186.412,0.212363636363636,0.0702185126060606,39.2728978,143.677132838,4868.97295314,406.370755157803,47658.862,20236.62
1899,"e","s","b",3,10,225,11,4,28,"d",927.806,0.552363636363636,0.164738281818182,20.84320833,124.850160152,4957.49155468,395.54302469196,46005.602,14772.204
1900,"e","s","b",3,10,625,93,12,78,"r",24311.668,0.84294623655914,0.510577705032258,146.449660702,703.540550794,16104.70202343,705.353644948705,142724.394,82298.488
1901,"e","s","b",3,10,225,11,4,28,"d",1700.252,0.774181818181818,0.301891335272727,13.143717698,159.038925798,4827.27654688,345.616216639897,49119.168,20620.79
1902,"e","s","b",3,10,225,11,4,28,"d",1671.356,0.767090909090909,0.296760652727273,22.611204546,279.18810547,5572.918496094,364.700224304088,94287.626,38831.862
1903,"e","s","b",3,10,625,31,12,78,"r",9252.242,0.93141935483871,0.582928554,49.646630694,829.36396484,17917.573937496,592.955630656693,200431.516,112423.514
1904,"e","s","b",3,10,625,93,12,78,"r",24905.038,0.867075268817204,0.523039272387097,142.863846586,852.485968742,15880.475546858,652.762025583547,220383.762,128636.346
1905,"e","s","b",3,10,225,11,4,28,"r",2625.638,0.888,0.466199930727273,14.5297712,109.255230472,6260.027394538,288.147760358781,41884.56,11801.87
1906,"e","s","b",3,10,625,31,12,78,"d",6304.4,0.813806451612903,0.397202621483871,48.118581978,1767.31695312,16235.489839838,743.68632765978,287133.93,201023.732
1907,"e","s","b",3,10,225,11,4,28,"d",1435.614,0.690727272727273,0.254903054181818,21.045115046,119.21953517,4762.493234374,420.01931439161,49585.104,9825.312
1908,"e","s","b",3,10,225,33,4,28,"r",7462.678,0.820545454545455,0.441683120060606,41.558831736,90.481300784,6093.935749972,265.37968598952,36407.222,8374.624
1909,"e","s","b",3,10,225,33,4,28,"d",3150.544,0.469151515151515,0.186466856363636,46.139222902,330.33395313,4186.761128912,335.967905325675,90177.528,52025.356
1910,"e","s","b",3,10,625,31,12,78,"r",8411.634,0.905612903225806,0.529966859870968,51.57360053,244.610980468,16833.848441378,640.309233843261,96670.484,23612.134
1911,"e","s","b",3,10,225,11,4,28,"r",2984.8,0.924909090909091,0.529971591090909,15.875611206,200.10596875,6125.812351564,267.733375345581,64024.524,29414.368
1912,"e","s","b",3,10,225,33,4,28,"d",1962.646,0.332060606060606,0.116160392424242,32.545365822,354.206105448,3464.012089836,348.96053078559,61527.774,36890.41
1913,"e","s","b",3,10,625,93,12,78,"d",12032.852,0.576774193548387,0.252706065419355,119.837452634,1354.908546854,14888.835941386,873.317315648987,283256.252,200702.238
1914,"e","s","b",3,10,225,33,4,28,"r",8148.052,0.850181818181818,0.482247395333333,44.106276352,277.82594143,6155.49305077,257.046694889821,77566.516,42049.296
1915,"e","s","b",3,10,225,11,4,28,"d",992.282,0.535636363636364,0.176186434545455,22.959666058,166.603609364,5260.750152354,408.266987278315,56140.532,20118.378
1916,"e","s","b",3,10,625,93,12,78,"r",23252.824,0.832709677419355,0.48834055772043,145.62375456,615.369957022,16715.484933596,710.32729920136,156348.554,92344.93
1917,"e","s","b",3,10,625,31,12,78,"d",5651.824,0.794064516129032,0.356087701225806,84.190327222,1891.240542976,13990.121281242,708.190955926185,273553,208984.614
1918,"e","s","b",3,10,625,31,12,78,"r",9141.354,0.927548387096774,0.575942161806452,64.700150146,203.39266796,17310.884429666,600.61415270621,79487.12,20761.508
1919,"e","s","b",3,10,625,31,12,78,"r",8768.994,0.916064516129032,0.552481981677419,72.685516808,304.634503876,17506.51099609,620.700112557305,104698.312,37724.238
1920,"e","s","b",3,10,625,93,12,78,"d",15729.14,0.671956989247312,0.330333081311828,127.051324732,2479.297132812,15781.559367178,725.301082462702,409186.092,304176.448
1921,"e","s","b",3,10,625,93,12,78,"r",24084.288,0.84236559139785,0.505802419462366,128.065711604,578.498613276,16902.684375014,701.705633297253,149049.936,83499.846
1922,"e","s","b",3,10,625,93,12,78,"d",12220.558,0.539075268817204,0.256648143634409,69.367301312,2024.451738266,14405.253070304,697.752539292077,294055.188,236959.538
1923,"e","s","b",3,5,625,31,12,78,"d",286.522,0.122903225806452,0.0180520419354839,41.900608602,137.920417978,5833.357468742,923.264287959002,57489.182,12078.856
1924,"e","s","b",3,5,225,11,4,28,"r",2241.53,0.879818181818182,0.397998934181818,17.21935557,164.842699202,2962.91392969,247.101652613718,54060.692,22236.202
1925,"e","s","b",3,5,625,93,12,78,"r",13108.556,0.568021505376344,0.27529729488172,214.335733114,285.804218748,6980.720796876,743.527879149268,97575.252,36326.38
1926,"e","s","b",3,5,625,93,12,78,"d",1719.438,0.132537634408602,0.0361105093548387,116.460972306,372.08597266,6392.909105486,964.944119742043,124195.43,49477.458
1927,"e","s","b",3,5,225,33,4,28,"d",1086.576,0.207575757575758,0.0643096589090909,34.42565878,245.723031236,1640.132839842,328.80371646147,49573.188,30064.152
1928,"e","s","b",3,5,625,31,12,78,"d",1206.974,0.263225806451613,0.0760442284516129,50.482919428,393.006714846,6109.144488284,773.132369105745,112519.678,59486.706
1929,"e","s","b",3,5,625,93,12,78,"r",12234.4,0.54258064516129,0.256938844236559,132.696224924,268.76253517,7843.957199228,736.855850010962,92513.848,32238.014
1930,"e","s","b",3,5,625,31,12,78,"r",4741.106,0.687870967741935,0.298708795870968,44.951131952,129.482910158,9067.138269516,688.743766878577,57616.476,7614.194
1931,"e","s","b",3,5,625,31,12,78,"r",5225.418,0.731741935483871,0.329222403612903,59.44192576,104.778722638,8877.08571485,767.950055219559,46352.496,6729.154
1932,"e","s","b",3,5,225,11,4,28,"d",1029.59,0.551272727272727,0.182810725636364,5.013084066,77.2203867,2470.341843782,337.13115956982,34692.868,4397.664
1933,"e","s","b",3,5,225,11,4,28,"d",509.488,0.344363636363636,0.0904630678181818,6.561391004,94.736410156,1763.586941406,322.468922027312,33255.112,10324.508
1934,"e","s","b",3,5,225,33,4,28,"r",3051.362,0.502181818181818,0.180596709030303,45.985658818,40.351878898,2434.821679686,258.913190491781,17883.994,2535.842
1935,"e","s","b",3,5,225,11,4,28,"r",1342.73,0.734909090909091,0.238410866,22.203891646,56.463757824,2719.098164048,269.041426236205,26506.896,2212.172
1936,"e","s","b",3,5,625,31,12,78,"d",1531.968,0.303806451612903,0.0965201611612903,87.156883986,870.43996092,5799.816332044,727.748601608541,184696.304,119650.76
1937,"e","s","b",3,5,625,31,12,78,"d",785.448,0.200258064516129,0.0494863912258065,24.436228898,307.003472644,6623.496453132,873.082020634564,100531.856,39613.298
1938,"e","s","b",3,5,625,93,12,78,"d",3984.496,0.246688172043011,0.0836797715913978,110.024975148,572.062406226,7524.713437486,926.093144407178,175482.528,81089.216
1939,"e","s","b",3,5,625,31,12,78,"r",6276.816,0.798774193548387,0.395464717290323,65.799833524,996.513703124,7686.390511712,552.302472745377,261182.148,142239.614
1940,"e","s","b",3,5,625,31,12,78,"r",5269.698,0.714516129032258,0.332012222387097,37.732774756,435.166339858,8123.128558604,716.203632060842,124209.59,63289.122
1941,"e","s","b",3,5,625,93,12,78,"d",290.434,0.0393763440860215,0.00609950483870968,88.341733554,346.795988286,5925.36608983,803.684093746152,101559.844,41957.974
1942,"e","s","b",3,5,625,93,12,78,"d",1039.692,0.0833978494623656,0.0218349296344086,86.539405502,482.303660154,5255.211289072,1012.95705771658,135157.552,69912.536
1943,"e","s","b",3,5,225,33,4,28,"r",3703.138,0.55969696969697,0.219172466727273,42.681665108,48.500863262,2723.798613274,257.131238980039,21437.978,3102.076
1944,"e","s","b",3,5,625,93,12,78,"d",252.358,0.0403655913978495,0.0052998571827957,51.544755726,106.771558576,7887.255320324,956.880824128045,48913.542,5976.22
1945,"e","s","b",3,5,225,33,4,28,"d",439.85,0.109515151515152,0.0260327887878788,37.377716988,68.307347658,1910.899789044,341.496332391685,31235.712,3460.12
1946,"e","s","b",3,5,225,11,4,28,"d",415.854,0.295272727272727,0.0738377138181818,20.762825968,79.987437512,1888.683011706,326.676011131102,37257.872,3515.298
1947,"e","s","b",3,5,625,31,12,78,"r",4455.45,0.650451612903226,0.28071131483871,83.465637794,124.873499984,7262.042046874,651.609353388658,55175.584,8060.764
1948,"e","s","b",3,5,225,33,4,28,"d",591.748,0.127818181818182,0.0350229637575758,19.498189652,43.338820306,2052.823636718,331.399746155427,17135.416,4153.28
1949,"e","s","b",3,5,225,33,4,28,"d",378.852,0.105151515151515,0.0224225853939394,56.454274482,70.295289078,1952.320968752,352.86232505635,29090.35,6097.196
1950,"e","s","b",3,5,625,93,12,78,"r",11576.028,0.52305376344086,0.243112147526882,130.253002898,95.765378906,7223.584546852,777.284433609239,43528.98,5441.052
1951,"e","s","b",3,5,625,31,12,78,"d",4349.886,0.619806451612903,0.274060357935484,26.512090466,1199.628914052,7222.164757808,688.837841780835,222820.19,150291.772
1952,"e","s","b",3,5,225,33,4,28,"r",3488.094,0.544545454545455,0.206444956969697,40.549048426,93.978660146,2626.452585928,243.870054531938,36095.706,10075.852
1953,"e","s","b",3,5,225,33,4,28,"d",510.212,0.117515151515152,0.0301972063636364,21.035901262,194.7974961,1757.117781244,340.859064003579,49838.708,25605.312
1954,"e","s","b",3,5,625,93,12,78,"r",12842.054,0.561677419354839,0.269700394752688,128.196623132,104.171484368,8279.610312508,739.450377559634,46474.036,6742.964
1955,"e","s","b",3,5,225,33,4,28,"r",3961.654,0.601939393939394,0.234472892848485,53.79109293,36.054156262,2748.856160152,265.532072045067,16036.994,2294.062
1956,"e","s","b",3,5,225,33,4,28,"r",3827.618,0.564848484848485,0.226539890666667,21.39610527,48.00383202,3143.67904686,282.969860694993,21629.49,2786.024
1957,"e","s","b",3,5,225,11,4,28,"d",378.616,0.284363636363636,0.0672258527272727,30.801413256,93.030089824,1902.771621098,410.571374072282,40264.036,6725.88
1958,"e","s","b",3,5,225,11,4,28,"r",1711.54,0.805090909090909,0.303895594727273,22.284009292,40.942386708,2955.234328128,249.091774354499,17863.09,2862.114
1959,"e","s","b",3,5,225,11,4,28,"d",1009.076,0.58,0.179168322727273,11.634298096,158.304562488,2835.401355468,276.337306346857,63483.814,16158.648
1960,"e","s","b",3,5,625,93,12,78,"r",14826.878,0.608688172043011,0.311384366752688,107.427989622,488.735171886,7843.692757822,771.560287776051,165685.56,65787.646
1961,"e","s","b",3,5,225,11,4,28,"r",1927.23,0.828909090909091,0.342192826909091,16.294391962,35.91795701,3078.507492204,259.321947900893,16256.112,2094.622
1962,"e","s","b",3,5,225,11,4,28,"r",1479.958,0.767090909090909,0.262776632727273,20.517494484,49.710972668,2645.79456642,274.010862890795,22632.88,2588.778
1963,"e","s","b",4,10,225,11,4,28,"d",819.566,0.541818181818182,0.145519531272727,47.074623024,685.438125064,7123.468054752,333.171479084122,120534.15,71120.972
1964,"e","s","b",4,10,625,93,12,78,"r",12774.216,0.592021505376344,0.268275705698925,370.251033902,562.827777398,22580.223964912,770.106902290963,187937.308,74174.004
1965,"e","s","b",4,10,225,33,4,28,"d",1717.198,0.340121212121212,0.101633403878788,76.741127986,399.032812554,7812.263386778,313.067893581346,105208.08,57382.97
1966,"e","s","b",4,10,625,93,12,78,"r",15311.996,0.649569892473118,0.321572496623656,352.671831406,632.228203174,24146.283324302,805.098034750685,200484.816,85929.884
1967,"e","s","b",4,10,225,11,4,28,"d",795.188,0.545818181818182,0.141191053636364,52.100450826,198.356746156,8276.328148512,303.366503250766,73760.46,22180.798
1968,"e","s","b",4,10,625,31,12,78,"r",6435.498,0.833290322580645,0.405462324580645,303.540814426,773.866796932,24887.237144598,722.856457424417,238052.292,103730.068
1969,"e","s","b",4,10,625,31,12,78,"r",5613.892,0.780451612903226,0.35369783316129,261.267151078,668.5528985,25606.04303909,745.622952546972,230814.478,81252.734
1970,"e","s","b",4,10,625,31,12,78,"r",7179.256,0.849032258064516,0.452322076580645,300.160846802,482.302832086,25499.663613338,684.887123934113,172132.278,57508.058
1971,"e","s","b",4,10,625,93,12,78,"d",7568.372,0.478989247311828,0.158945984494624,264.372770724,2869.327179752,25231.558222732,642.82313644717,530904.924,350887.606
1972,"e","s","b",4,10,225,33,4,28,"r",5523.95,0.734606060606061,0.326938329515152,131.39686004,200.01071882,8969.75720707,257.419500306443,66230.078,26958.94
1973,"e","s","b",4,10,625,31,12,78,"d",2086.356,0.471806451612903,0.131448840516129,170.80955432,1297.984781304,21754.621941442,844.317573700963,311703.138,188487.524
1974,"e","s","b",4,10,625,31,12,78,"r",6907.798,0.864,0.435219128193548,297.103678634,1067.629679738,23419.196468824,714.424043403003,289941.31,148531.374
1975,"e","s","b",4,10,625,31,12,78,"r",6530.618,0.830258064516129,0.411455267290323,289.251473398,798.054355534,23707.837957088,679.78975087865,229856.052,116539.036
1976,"e","s","b",4,10,225,33,4,28,"d",1083.834,0.251818181818182,0.0641473726060606,62.913710214,442.721847714,8854.50659773,287.265665129409,115479.552,59329.024
1977,"e","s","b",4,10,225,33,4,28,"d",1007.38,0.226363636363636,0.0596223959393939,54.180658644,485.298261776,8468.823980524,298.956270334424,119133.304,69127.65
1978,"e","s","b",4,10,625,93,12,78,"r",14493.44,0.629870967741936,0.304381720322581,363.832718674,452.395269582,24660.449605522,755.328762259351,159700.672,55796.81
1979,"e","s","b",4,10,225,33,4,28,"r",4561.534,0.635757575757576,0.269977154181818,117.034255826,175.578890678,8926.775273494,252.226177471801,60510.432,21573.064
1980,"e","s","b",4,10,625,93,12,78,"d",6269.072,0.418365591397849,0.131658938344086,236.511140196,2071.682914124,22402.450351618,593.776627466626,407795.536,244242.644
1981,"e","s","b",4,10,225,33,4,28,"d",738.956,0.205454545454545,0.0437355593939394,49.400122708,501.972660236,7750.53579691,329.965369241489,133415.97,74839.4
1982,"e","s","b",4,10,625,93,12,78,"r",14341.434,0.631741935483871,0.301189390150538,389.656599972,531.351261782,24692.135660212,738.194937911419,174320.068,70509.752
1983,"e","s","b",4,10,625,93,12,78,"d",6215.82,0.372559139784946,0.130540574645161,264.060214482,2271.081390688,21808.029933664,506.984211457674,383927.332,266374.5
1984,"e","s","b",4,10,225,11,4,28,"r",2019.244,0.871454545454545,0.358530539090909,79.586009862,216.281925866,9075.584597722,325.075539496894,71682.32,28102.9
1985,"e","s","b",4,10,225,11,4,28,"r",1839.416,0.834909090909091,0.326600851636364,75.986454866,199.61039457,8135.543609426,297.387699140035,74469.258,21782.53
1986,"e","s","b",4,10,225,33,4,28,"d",665.668,0.165212121212121,0.0393979644848485,47.972710322,378.320578202,7967.611480528,351.806431514612,102647.518,52290.966
1987,"e","s","b",4,10,625,31,12,78,"d",2644.768,0.580322580645161,0.166631048129032,206.138626502,1604.196636786,22892.959238326,770.555487424463,372769.174,229256.654
1988,"e","s","b",4,10,625,93,12,78,"r",11478.534,0.546817204301075,0.241064642322581,342.42849805,640.258925852,25941.483566476,754.558535883937,213164.662,85671.968
1989,"e","s","b",4,10,625,31,12,78,"d",2779.478,0.583096774193548,0.175118320709677,219.395070516,1605.546957116,22951.682375046,622.932321542028,288319.29,187894.338
1990,"e","s","b",4,10,225,33,4,28,"r",4719.684,0.662363636363636,0.279337358484848,106.137188652,193.219125054,8730.260632872,274.577846566335,68827.102,23794.43
1991,"e","s","b",4,10,225,11,4,28,"r",2089.372,0.867818181818182,0.370982243818182,82.969240922,243.252222702,9315.23139069,303.718357649347,87023.43,29534.924
1992,"e","s","b",4,10,225,33,4,28,"r",4909.214,0.675878787878788,0.290554805939394,115.823522762,249.387605534,8829.526500068,286.097053496064,82297.396,32380.718
1993,"e","s","b",4,10,225,11,4,28,"r",2106.058,0.856727272727273,0.373944956363636,88.182489008,202.558168042,9802.262836014,299.265261647749,74780.248,23161.782
1994,"e","s","b",4,10,625,31,12,78,"d",3006.796,0.588967741935484,0.189440272064516,234.108767726,1269.470918034,25387.974703184,788.478206369521,294927.468,171083.114
1995,"e","s","b",4,10,225,11,4,28,"d",696.644,0.488363636363636,0.123693891454545,46.645283442,160.810816454,8744.445086018,365.807284692581,61131.978,17115.896
1996,"e","s","b",4,10,225,11,4,28,"d",781.676,0.552181818181818,0.138791903454545,45.182110974,302.81083989,7793.690601628,362.391614348638,103050.4,42235.104
1997,"e","s","b",4,10,225,33,4,28,"r",4554.522,0.639454545454545,0.269562145090909,126.18948972,167.89667583,8632.240742248,283.63890794451,62939.894,18497.814
1998,"e","s","b",4,10,625,93,12,78,"d",5231.652,0.374795698924731,0.109871723870968,252.39408554,3392.977339896,24030.568918016,595.602893762088,491276.162,354432.244
1999,"e","s","b",4,10,225,11,4,28,"r",1924.234,0.845272727272727,0.341660866909091,78.63406762,304.400660224,8442.116789112,308.022092078306,99427.812,40353.15
2000,"e","s","b",4,10,625,93,12,78,"d",4668.834,0.358451612903226,0.0980517893978495,234.009529292,1422.909218814,25995.460339908,816.112658847259,390440.254,206350.142
2001,"e","s","b",4,10,225,11,4,28,"d",822.914,0.546181818181818,0.146113992545455,56.257620236,303.556222716,8686.022078194,329.389897837973,93303.618,42227.036
2002,"e","s","b",4,10,625,31,12,78,"d",2767.866,0.596387096774194,0.174386718774194,188.148894502,2453.990875088,22445.300894574,558.737681087965,424683.336,273026.876
2003,"e","s","b",4,5,625,93,12,78,"d",972.868,0.100559139784946,0.0204315358924731,119.849900394,517.000074272,9182.840265694,798.423762460965,169658.612,69344.158
2004,"e","s","b",4,5,625,31,12,78,"d",971.084,0.264838709677419,0.0611822077419355,137.647682084,796.389836008,11013.381363346,930.369208803883,266216.952,101395.342
2005,"e","s","b",4,5,225,11,4,28,"d",392.882,0.348909090909091,0.069758878,30.559072928,272.479507866,4205.321531296,285.055893463465,88596.764,39936.122
2006,"e","s","b",4,5,225,33,4,28,"r",2411.578,0.433393939393939,0.142730705030303,112.103836902,95.733425842,3688.058082088,246.753121404972,40750.368,7360.65
2007,"e","s","b",4,5,625,31,12,78,"r",3057.268,0.557870967741935,0.192620211548387,253.382826606,1060.70153133,12347.328773494,508.954981625288,263384.968,149559.4
2008,"e","s","b",4,5,625,93,12,78,"d",2157.588,0.177612903225806,0.0453122478709677,189.904079022,1223.150261796,10095.41379695,652.02805942435,316652.488,170663.352
2009,"e","s","b",4,5,225,11,4,28,"d",260.25,0.260727272727273,0.046209162,18.810597996,134.28963679,3489.93052742,436.454471257175,54739.876,12618.302
2010,"e","s","b",4,5,225,33,4,28,"d",277.236,0.0967272727272727,0.0164083808484848,39.741351082,218.107281318,4100.02004694,288.046650893628,68028.53,28920.306
2011,"e","s","b",4,5,225,11,4,28,"r",1096.024,0.651272727272727,0.194606534181818,65.205874072,109.652281296,4491.60089067,278.817678804403,46243.688,8764.568
2012,"e","s","b",4,5,225,11,4,28,"d",96.214,0.18,0.0170834523636364,14.971560726,117.278605534,3142.926734456,399.870398024112,51973.03,7502.588
2013,"e","s","b",4,5,225,33,4,28,"r",2063.262,0.386727272727273,0.122115412424242,89.826864464,105.642718818,4538.382660216,266.466270839019,44027.006,8955.182
2014,"e","s","b",4,5,625,93,12,78,"r",6213.634,0.343161290322581,0.130494665892473,351.924543496,294.036261786,11513.95703521,718.238487752624,119324.944,27714.04
2015,"e","s","b",4,5,625,93,12,78,"r",7552.114,0.385612903225806,0.158604544709677,366.620557092,535.139707116,11729.469793034,688.269207575194,202477.338,57351.482
2016,"e","s","b",4,5,225,33,4,28,"r",1993.474,0.379272727272727,0.117984967454545,96.717556432,113.179679728,4245.295632866,335.262924274713,47253.436,9566.53
2017,"e","s","b",4,5,225,11,4,28,"r",799.354,0.568181818181818,0.141930753636364,49.51787263,95.694519606,4045.620003962,320.239944258304,40904.58,7255.538
2018,"e","s","b",4,5,225,33,4,28,"d",201.108,0.0875151515151515,0.0119026979393939,30.935923638,232.672339892,3997.513910224,282.763444468082,78258.908,31489.72
2019,"e","s","b",4,5,625,93,12,78,"d",2994.068,0.198731182795699,0.0628794523870968,241.750556762,1585.10590242,9959.658195372,532.819368903274,303321.67,201781.024
2020,"e","s","b",4,5,625,31,12,78,"r",3270.284,0.560322580645161,0.206041079225806,259.18802106,509.44105086,13090.10741022,666.114591422558,175338.036,63781.036
2021,"e","s","b",4,5,625,93,12,78,"d",245.726,0.0394623655913979,0.00516057653763441,77.560675436,527.096128952,8929.430597698,1002.99730322565,175737.298,70447.682
2022,"e","s","b",4,5,225,11,4,28,"r",452.636,0.412909090909091,0.0803686107272727,33.824108832,177.13460161,4070.54296881,321.259557430138,74028.398,14616.278
2023,"e","s","b",4,5,225,33,4,28,"d",1206.988,0.250545454545455,0.0714363168484849,58.745744814,302.341660234,3404.045699264,281.79914531471,72289.68,38533.748
2024,"e","s","b",4,5,625,93,12,78,"r",6649.164,0.362903225806452,0.139641380946237,321.894934158,489.291293034,13707.55880082,545.613297265897,161867.132,65193.524
2025,"e","s","b",4,5,625,31,12,78,"d",844.818,0.266387096774194,0.0532269411612903,115.479909646,765.9785274,10163.634812574,591.193991513507,217562.298,105053.434
2026,"e","s","b",4,5,225,33,4,28,"d",275.378,0.0709090909090909,0.0162984135757576,30.941063674,284.246808668,3376.53275783,222.388026729123,70526.348,38854.666
2027,"e","s","b",4,5,225,11,4,28,"r",785.564,0.541818181818182,0.139482245272727,58.450320584,184.822851604,4250.457601618,267.325472883301,72609.244,18707.534
2028,"e","s","b",4,5,625,31,12,78,"r",1957.862,0.42,0.123353200193548,194.734728178,459.123039118,12505.026386776,782.715311142869,179319.936,47304.89
2029,"e","s","b",4,5,625,31,12,78,"d",547.866,0.182064516129032,0.0345177673548387,90.633375138,996.588410228,10424.537250066,625.503525582284,262745.2,140011.692
2030,"e","s","b",4,5,625,93,12,78,"d",2888.302,0.210344086021505,0.0606582242580645,225.149411078,1212.200316492,10950.646554746,554.120185971492,311441.146,180962.252
2031,"e","s","b",4,5,225,11,4,28,"d",87.128,0.132363636363636,0.0154701701818182,9.26794929,80.023851616,3540.3690782,399.815357110643,35139.69,5483.31
2032,"e","s","b",4,5,625,31,12,78,"d",899.94,0.235677419354839,0.0566998496129032,126.406090228,773.638812566,11952.566746168,881.6210985529,195729.79,105725.264
2033,"e","s","b",4,5,625,93,12,78,"r",4584.682,0.277182795698925,0.0962844843010753,308.863697608,219.131226632,10830.241230514,725.563153628572,93772.168,16417.082
2034,"e","s","b",4,5,225,11,4,28,"d",220.282,0.324545454545455,0.0391125712727273,24.100957472,147.457351628,3821.204050846,349.940285956266,59228.276,15063.012
2035,"e","s","b",4,5,625,31,12,78,"r",2924.156,0.530645161290323,0.184233619225806,274.35879364,536.164300832,13189.62634382,572.436364896038,160909.518,70120.318
2036,"e","s","b",4,5,225,33,4,28,"d",353.342,0.113272727272727,0.0209127608484848,41.325411256,231.235773534,4068.26434381,271.333794186402,62644.302,32956.334
2037,"e","s","b",4,5,225,33,4,28,"r",2160.646,0.399333333333333,0.127879143393939,107.879372874,78.39116021,3679.146171938,274.118524775995,33942.296,5559.234
2038,"e","s","b",4,5,225,11,4,28,"r",1014.824,0.650545454545455,0.180188920909091,64.445620164,108.392316482,4234.322636784,283.114428981115,43748.69,10038.52
2039,"e","s","b",4,5,625,31,12,78,"r",2958.252,0.533548387096774,0.186381804580645,298.087212012,278.913855526,11797.417089896,736.139208126435,113007.752,25723.818
2040,"e","s","b",4,5,625,31,12,78,"d",1104.866,0.325483870967742,0.0696110128387097,140.894090008,690.64958601,12576.33980475,712.662446838013,193294.798,94286.746
2041,"e","s","b",4,5,225,33,4,28,"r",1935.676,0.375515151515152,0.114564156909091,98.534450574,91.936671928,4594.906484454,279.557983548378,40214.618,6166.626
2042,"e","s","b",4,5,625,93,12,78,"r",6785.986,0.365096774193548,0.142514826623656,307.608771462,1042.426910224,11839.753007858,748.333907923417,288355.152,146350.212
2043,"e","s","n",3,10,625,93,12,78,"d",823.302,0.0735698924731183,0.0172904486021505,129.945349292,0,12099.289640622,936.868850745445,0,0
2044,"e","s","n",3,10,225,33,4,28,"d",1190.1,0.214666666666667,0.0704367898787879,34.484319732,0,4405.35478125,350.739286385357,0,0
2045,"e","s","n",3,10,625,93,12,78,"d",484.51,0.0501290322580645,0.010175361311828,114.543984882,0,12709.833265628,970.247118856742,0,0
2046,"e","s","n",3,10,225,33,4,28,"r",7504.24,0.841636363636364,0.444142992666667,41.90596183,0,6022.080269506,271.089942696379,0,0
2047,"e","s","n",3,10,225,33,4,28,"d",710.778,0.131818181818182,0.0420678266666667,49.978726734,0,4279.424699238,444.126346952799,0,0
2048,"e","s","n",3,10,625,93,12,78,"d",809.976,0.0716559139784946,0.0170105850107527,102.642926082,0,12984.609546868,896.487167477678,0,0
2049,"e","s","n",3,10,225,11,4,28,"d",1502.39,0.712,0.266759588545455,19.963956352,0,5096.445382818,386.065726068772,0,0
2050,"e","s","n",3,10,625,31,12,78,"d",2248.294,0.420516129032258,0.14165158716129,55.453366954,0,15817.61107424,1067.01228561274,0,0
2051,"e","s","n",3,10,625,31,12,78,"d",1026.84,0.242967741935484,0.0646950612903226,48.444454842,0,13806.477128902,1045.9555530255,0,0
2052,"e","s","n",3,10,625,93,12,78,"r",21503.982,0.793440860215054,0.451612525419355,162.470610444,0,15807.915124998,678.643936673084,0,0
2053,"e","s","n",3,10,225,11,4,28,"r",2845.972,0.893090909090909,0.505321733636364,9.551956528,0,5916.31966015,275.537615474153,0,0
2054,"e","s","n",3,10,625,31,12,78,"r",9159.278,0.906838709677419,0.57707144683871,62.878839062,0,17285.672570296,619.179923386746,0,0
2055,"e","s","n",3,10,625,93,12,78,"d",1151.708,0.0916989247311828,0.0241874161505376,110.93140194,0,12259.424859374,843.62495412202,0,0
2056,"e","s","n",3,10,625,93,12,78,"r",19449.994,0.757870967741936,0.408476016473118,168.811755364,0,15177.269042966,719.370653630785,0,0
2057,"e","s","n",3,10,225,11,4,28,"d",1181.524,0.619454545454545,0.209787644,14.7282517,0,5268.757933594,422.914011754241,0,0
2058,"e","s","n",3,10,225,11,4,28,"r",2937.468,0.906909090909091,0.521567469818182,12.942298786,0,6371.727722642,282.398507915334,0,0
2059,"e","s","n",3,10,225,11,4,28,"r",2789.532,0.908,0.495300426,15.305348988,0,6004.504019542,296.664210943297,0,0
2060,"e","s","n",3,10,225,33,4,28,"d",1039.456,0.178848484848485,0.0615208330909091,56.276412644,0,4318.345542956,451.028487809318,0,0
2061,"e","s","n",3,10,625,93,12,78,"d",725.012,0.0676129032258065,0.0152262267741935,138.93426867,0,11583.668972646,971.370574355734,0,0
2062,"e","s","n",3,10,225,33,4,28,"r",7473.406,0.840727272727273,0.442318064181818,47.98968563,0,6084.198851562,291.668446401731,0,0
